
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Nou
score_tooltip_security                  O notă care arată cât de bine ai menţinut siguranţa deţinutului cât timp a fost închis. Această notă este crescută dacă ţii deţinuţii închişi în celule, sub pază armată. Vei fi penalizat dacă un deţinut este implicat în bătăi, crime sau încercări de evadare.\n\nUn punctaj redus indică faptul că deţinutul a continuat să aibă acelaşi comportament infracţional şi în închisoare, iar şansele de recidivă după plecare sunt mari.

score_tooltip_reoffendingchance         O estimare a probabilității unui deţinut de a recidiva. Mulți factori sunt luați în calcul pentru a estima această șansă:\n\n- SCĂDERE Pedeapsă aspră\n- SCĂDERE Program de reformă reușit\n- CREȘTERE Sănătate sau securitate slabă\n- CREȘTERE Dependență de droguri sau alcool netratată\n- CREȘTERE Alăturarea unei găști\n\n\n- Vârsta deţinutului e un factor major.\n- Numărul condamnărilor anterioare e un indicator puternic.\n- O familie susținătoare poate să ajute.
score_tooltip_clemencychance_title      Probabilitate de Clemență
score_tooltip_clemencychance            Probabilitatea ca Curtea De Apel să ofere clemență și să schimbe sentința unui condamnat la moarte. Fiecare recurs fără succes rezultă în reducerea valorii șansei. Când valoarea ajunge să fie sub Severitatea Condamnării Aprobate De Stat, execuția va primi aprobare. Dacă programezi execuția înainte să primești aprobarea, iar mai târziu se dovedește că recursul deţinutului ar fi fost de succes, vei fi grav penalizat.\n\nÎn caz că primește clemență, deţinutul va fi eliberat (dacă e găsit nevinovat) sau transferat la Maximă Securitate (dacă e încă considerat vinovat).
score_tooltip_currentchance             Severitatea Condamnării Aprobate De Stat e *X%
score_tooltip_clemencywarning           Șansa ca acest deţinut să primească clemență este mai mare decât nivelul de siguranță Aprobat De Stat. Dacă continui cu această execuție, vei fi tras personal la răspundere dacă este dovedit mai târziu că ar fi avut parte de clemență.

experiencefactor_FractionalLockedUp     *X% rămân închiși
experiencefactor_FractionalReform       *X% rămân în programe de reformă
experiencefactor_fractionalWorking      *X% continuă să muncească
experiencefactor_fractionalsuppressed   *X% rămân docili
experiencefactor_fractionalinjured      *X% rămân cu răni netratate
experiencefactor_fractionalintoxicated  *X% rămân intoxicați (droguri/alcool/sevraj)
experiencefactor_fractionalmisbehaving  *X% continuă să se abată
experiencefactor_fractionalarmedguard   *X% rămân sub pază înarmată sau docili
experiencefactor_fractionalwellfed      *X% continuă să fie bine hrăniți
experiencefactor_fractionalexercising   *X% continuă să facă exerciții fizice
experiencefactor_fractionalfreetime     *X% au timp liber

experiencefactor_passedeasyprograms             A absolvit *X programe ușoare
experiencefactor_passedintermediateprograms     A absolvit *X programe intermediare
experiencefactor_passedadvancedprograms         A absolvit *X programe avansate
experiencefactor_passedexpertprograms           A absolvit *X programe pentru experți

experiencefactor_YearsServed            *X ani petrecuți în închisoare
experiencefactor_fights                 Implicat în incidente violente
experiencefactor_murders                A comis *X crime la tine în închisoare
experiencefactor_escapeattempts         A încercat să evadeze de *X ori
experiencefactor_addictions             *X dependențe active
experiencefactor_gangmembership         Membru Al Unei Găști

legend_key                              Cheie:

needs_graphscale_title                  Deţinuţi:
needs_graphscale_title_staff            Personal:
needs_key_critical                      Critic
needs_key_high                          Înalt
needs_key_med                           Mediu
needs_key_satisfied                     Satisfăcut
needs_key_active                        Activ

needs_show_category                     Categorie deținuți
needs_show_category_staff               Categorie personal
needs_show_category_all                 Toți deținuții

contraband_supplyanddemand              Cerere și Ofertă
contraband_narcotics                    Narcotice
contraband_weapons                      Arme
contraband_tools                        Unelte
contraband_luxuries                     Luxuri
contraband_metal                        Metal
contraband_smelly                       Mirositor
contraband_rangedweapon                 Arme De Distanță
contraband_improvised                   Improvizat

contraband_key_supply                   Ofertă
contraband_key_demand                   Cerere
contraband_log_stolen                   FURAT
contraband_log_position                 POZIȚIE
contraband_log_smuggled                 INTRODUS ILEGAL
contraband_log_traded                   LA SCHIMB
contraband_log_thrown                   ARUNCAT
contraband_log_hidden                   ASCUNS
contraband_log_detected                 DETECTAT
contraband_log_dog                      CÂINE
contraband_log_found                    GĂSIT
contraband_log_owner                    PROPRIETAR
contraband_log_arranged                 Aranjat în urmă cu *X ore

gangs_guards                            GARDIENI *X
gangs_soldiers                          SOLDAŢI *X / *Y MAX
gangs_evict                             EVACUARE
gangs_status                            *X membri . *Y crime . $*Z

schedule_zone_shared                    Comună
schedule_zone_minseconly                Minimă Securitate
schedule_zone_medseconly                Securitate Medie
schedule_zone_maxseconly                Maximă Securitate
schedule_zone_protectedonly             Custodie
schedule_zone_supermaxonly              Super Maximă Securitate
schedule_zone_deathrowonly              Condamnat La Moarte
schedule_zone_staffonly                 Doar Personal
schedule_zone_unlocked                  Deblocat



# =============================================================================
# Needs / Actions / Bio etc
# =============================================================================

action_poo                              Face Caca
action_wee                              Urinare
action_wash                             Se Spală
action_relax                            Se Relaxează
action_sleep                            Doarme
action_nap                              Trage Un Pui De Somn
action_getmeal                          Primește Mâncare
action_sit                              Stă
action_exercise                         Exersează
action_liftweights                      Trage De Fiare
action_phonehome                        Telefonează Familia
action_watchtv                          Se Uită La TV
action_playpool                         Joacă Biliard
action_stealknife                       Se Poartă Suspect
action_stealspoon                       Se Poartă Suspect
action_urinate                          Urinează
action_soilsuit                         Murdărește Hainele
action_eat                              Mănâncă
action_complain                         Se Plânge
action_work                             Muncește
action_visitation                       În Vizită
action_parole                           Audiere Pentru Eliberare Condiționată
action_none                             Niciunul
action_misbehaving                      Își Face De Cap
action_escaping                         Evadează
action_destroying                       Distruge
action_spoiling                         Are Chef De Scandal
action_fighting                         Se Bate
action_rioting                          Revoltă
action_hostagetaking                    Ia Ostatici
action_reformprogram                    Program De Reformă
action_changeclothes                    Schimbă Hainele
action_getbook                          Ia O Carte
action_pray                             Se Roagă
action_shopping                         La Cumpărături
action_playinggame                      Se joacă

action_foodpoisoning_1                  Doamne, fă să se oprească
action_foodpoisoning_2                  Totul iese la lumină
action_foodpoisoning_3                  Vomită peste tot
action_foodpoisoning_4                  De ce se întâmplă asta
action_foodpoisoning_5                  Pur și simplu mor

status_effect_title						=[Efectele Condițiilor]=
status_effect_none						Niciunul
status_effect_suppressed				Docil
status_effect_goodfood					Bine Hrănit
status_effect_drunk						Beat
status_effect_high                      Înalt
status_effect_withdrawal				Sevraj
status_effect_tazed                     Electrocutat
status_effect_overdosed                 Supradoză
status_effect_surrendered               Predat
status_effect_calming                   Se Calmează
status_effect_angst                     Nervos
status_effect_wounded                   Sângerează
status_effect_virus                     Bolnav
status_effect_virusdeadly               Bolnav
status_effect_overheating               Supraîncălzire
status_effect_exposure                  Expunere
status_effect_foodpoisoning             Intoxicație alimentară
status_effect_riledup                   Înfuriat

condition_treated                       Tratat
condition_needstreating                 Necesită Tratament

experience_totaltime                    Timp Total
experience_misconduct                   Abatere
experience_lockeddown                   Închidere Generală
experience_regime                       Regim
experience_sleep                        Somn
experience_work                         Muncă
experience_class                        Clasă
experience_freetime                     Timp Liber
experience_moodbad                      Rea
experience_moodnormal                   Normală
experience_moodgood                     Bună
experience_nocondition                  Niciunul
experience_kod                          Doborât
experience_hurt                         Rănit
experience_suppressed                   Docil
experience_intoxicated                  Intoxicat
experience_wellfed                      Bine Hrănit
experience_exercise                     Exerciții

need_name_nothing                       Nimic
need_name_bladder                       Vezică
need_name_bowels                        Intestine
need_name_sleep                         Somn
need_name_food                          Mâncare
need_name_safety                        Siguranță
need_name_hygiene                       Igienă
need_name_exercise                      Exerciții
need_name_family                        Familie
need_name_recreation                    Recreere
need_name_comfort                       Confort
need_name_environment                   Mediu
need_name_privacy                       Intimitate
need_name_freedom                       Libertate
need_name_clothing                      Haine
need_name_drugs                         Droguri
need_name_alcohol                       Alcool
need_name_starving                      Moare De Foame
need_name_spirituality                  Spiritualitate
need_name_literacy                      Literatură
need_name_babysleep                     Somn [Baby]
need_name_babyplay                      Joacă [Baby]
need_name_warmth                        Căldură
need_name_staffbladder                  Vezică urinară
need_name_staffbowels                   Intestine
need_name_stafffood                     Alimente
need_name_staffsafety                   Securitate
need_name_staffrecreation               Relaxare
need_name_staffcomfort                  Confort
need_name_staffenvironment              Mediu
need_name_staffrest                     Odihnă
need_name_staffwarmth                   Căldură
need_name_luxuries                      Produse de lux
needs_locked                            (Psiholog Necesar Pentru A Arăta Nevoile)
needs_title                             =[Nevoi]=

needs_total_prisoners                   *X deținuți au această nevoie
needs_total_concerned                   *X sunt preocupați de această nevoie
needs_total_desperate                   *X deținuți doresc cu disperare să-și satisfacă această nevoie
needs_total_angry                       *X deținuți sunt furioși pentru că nu-și pot satisface această nevoie
needs_total_active                      *X deținuți se confruntă în acest moment cu această nevoie

needs_total_staff                       *X dintre angajați au această nevoie
needs_total_concerned_staff             *X dintre angajați sunt îngrijorați de această nevoie
needs_total_desperate_staff             *X angajați doresc cu disperare să-și satisfacă această nevoie
needs_total_angry_staff                 *X angajați sunt furioși pentru că nu-și pot satisface această nevoie
needs_total_active_staff                *X angajați se confruntă în acest moment cu această nevoie

needs_help_bladder                      Toată lumea trebuie să meargă la toaletă, inclusiv deținuții. Nu uita că regimul din închisoare este în general foarte strict. De exemplu, deținuții nu pot folosi toaleta din celulă dacă trebuie să fie la duș.
needs_help_bowels                       Toată lumea trebuie să meargă la toaletă, inclusiv deținuții. Nu uita că regimul din închisoare este în general foarte strict. De exemplu, deținuții nu pot folosi toaleta din celulă dacă trebuie să fie la duș.
needs_help_sleep                        Deținuții au nevoie de somn. Deținuții pot dormi doar în celulele care le-au fost repartizate, doar între orele 8:00 și 20:00. De asemenea, au nevoie și de paturi.
needs_help_food                         Toată lumea trebuie să mănânce. Cei mai mulți oameni trebuie să mănânce chiar de mai multe ori pe zi. Dacă observi că bucătăriile nu fac față cererii, încearcă să angajezi mai mulți bucătari sau să adaugi mai multe aragazuri în bucătării. De asemenea, poți modifica regulile referitoare la mâncare din fila Reguli din fereastra Raport.
needs_help_safety                       Chiar și în închisoare, deținuții își doresc să se simtă în siguranță. Dacă în închisoare au loc multe bătăi sau nivelul general de pericol este ridicat, deținuții își vor simți siguranța amenințată și se vor gândi să se înarmeze. Dacă acest lucru devine o problemă, încearcă să crești nivelul de securitate angajând mai mulți gardieni, creând mai multe patrule sau îndeplinind anumite nevoi ale deținuților.
needs_help_hygiene                      Cei mai mulți deținuți vor să se spele regulat - în special dimineața, după deșteptare. Regimul dușurilor va obliga deținuții care nu au duș personal să se ducă în cea mai apropiată sală cu dușuri. Dacă acest lucru devine o problemă, încearcă să crești numărul de dușuri sau durata timpului liber, astfel încât deținuții să poată face duș conform nevoilor lor.
needs_help_environment                  Deținuții urăsc să trăiască în mizerie, iar atunci când un număr mare de deținuți folosesc aceleași dependințe, gradul de murdărie poate crește rapid. Angajează niște îngrijitori sau pune deținuții să lucreze la curățenie (dulapul pentru produse de curățat).
needs_help_privacy                      Uneori, deținuții au nevoie de intimitate. În general, pot găsi intimitatea dorită în celulă, dar dacă locuiesc la comun, alături de mulți alți deținuți, s-ar putea să nu poată obține intimitatea dorită acolo.
needs_help_clothing                     Deținuții vor dori haine curate din când în când, chiar dacă este vorba de aceeași salopetă colorată. Adăugând o spălătorie și angajând oameni de serviciu (sau punând deținuții la lucru) vei putea face din acest vis o realitate.
needs_help_drugs                        Numeroși deținuți au probleme cu drogurile - pentru mulți, acesta fiind chiar motivul pentru care se află în închisoare. Îi poți ajuta să își trateze această problemă creând un program pentru dependenții de droguri la infirmerie.
needs_help_alcohol                      Numeroși deținuți au probleme cu alcoolul și sunt dispuși să facă orice pentru a obține alcool. Poți controla această problemă cu ajutorul unor sesiuni de terapie de grup pentru combaterea alcoolismului.
needs_help_spirituality                 Deținuții au credințe religioase diverse. Le poți permite deținuților să-și practice religia adăugând strane sau covorașe de rugăciune în închisoare, dar construirea unei capele și derularea unui program de asistență religioasă va oferi cele mai bune rezultate și, în general, va contribui substanțial la calmarea deținuților.
needs_help_warmth                       Nimănui nu-i place să-i fie frig tot timpul, dar nu te poți pune cu natura. Instalând calorifere în închisoarea ta, vei păstra clădirea suficient de caldă pentru ca temperatura să nu mai fie o problemă.
needs_help_babysleep                    Bebelușii trebuie să doarmă mai mult decât deținuții obișnuiți. Dacă ai prizoniere cu bebeluși, asigură-te că ai pătuțuri la dispoziție, pentru ca aceștia să poată dormi bine.
needs_help_babyplay                     Bebelușii au nevoie de interacțiune și distracție. În cazul în care ai prizoniere cu bebeluși, asigură-te că ai un loc de joacă într-o zonă accesibilă.

needs_help_staffbladder                 Chiar și personalul tău va trebui să folosească ocazional toaleta. Vor face acest lucru când sunt în pauză.
needs_help_staffbowels                  Chiar și personalul tău va trebui să folosească ocazional toaleta. Vor face acest lucru când sunt în pauză.
needs_help_stafffood                    Personalul trebuie să mănânce și va face acest lucru în Cantinele pentru personal sau în Sălile pentru personal. Se va livra mâncare pentru personalul tău ca să nu fie nevoiți să mănânce aceeași zeamă lungă ca deținuții.
needs_help_staffsafety                  Chiar dacă lucrează într-o închisoare, personalul tău are dreptul la siguranță. Nivelurile ridicate de pericol sau încăierările continue îi vor face pe angajați să se simtă în pericol, deși acest lucru poate fi contracarat având gardieni mai bine echipați.
needs_help_staffrecreation              Personalul și-a petrecut mult timp în închisoare și trebuie să aibă parte de divertisment din când în când. Televizoarele sau radiourile în Sala pentru personal sunt o modalitate de divertisment.
needs_help_staffcomfort                 Majoritatea personalului își petrece aproape toată ziua în picioare; ocazional, vor dori să se relaxeze. Oferindu-le un loc plăcut unde să stea jos în timpul pauzelor este un mod bun de a satisface această nevoie.
needs_help_staffenvironment             Personalul nu dorește să lucreze într-o închisoare murdară; la fel și deținuții. Păstrarea curățeniei în închisoare va împiedica apariția acestei probleme.
needs_help_staffrest                    Personalul trebuie să ia pauze în timpul zilei și să își recapete forțele. Aceștia preferă să se odihnească într-o cameră privată cu niște canapele comode.

reputation_title                        Reputație
reputation_hidden                       (Reputație Necunoscută)
reputation_hidden_short                 ???

reputation_legendary                    --LEGENDAR--
reputation_strong                       Puternic
reputation_tough                        Dur
reputation_volatile                     Volatil
reputation_snitch                       Turnăor
reputation_deadly                       Periculos
reputation_stoical                      Stoic
reputation_fearless                     Fără Frică
reputation_exlaw                        Fost Polițist
reputation_copkiller                    Ucigaș De Polițist
reputation_quick                        Rapid
reputation_instigator                   Scandalagiu
reputation_fighter                      Luptător Bun
reputation_gangmember                   Membru Al Unei Găști
reputation_federalwitness               Martor Federal
reputation_preacher                     Predicator
reputation_connected                    Cu relații
reputation_workaholic                   Dependent de muncă
reputation_clean                        Curat
reputation_pickpocket                   Hoț de buzunare
reputation_copycat                      Hoț de identitate
reputation_dangerous                    Periculos
reputation_escapeartist                 Priceput în evadări

reputation_strong_high                  Extrem De Puternic
reputation_tough_high                   Extrem De Dur
reputation_volatile_high                Extrem De Volatil
reputation_deadly_high                  Extrem De Periculos
reputation_exlaw_high                   Fost Paznic
reputation_quick_high                   Extrem De Rapid
reputation_fighter_high                 Luptător Expert
reputation_connected_high               Cu relații importante
reputation_dangerous_high               Extrem de periculos

reputation_legendary_high               --LEGENDAR--
reputation_snitch_high                  Turnăor
reputation_stoical_high                 Stoic
reputation_fearless_high                Fără Frică
reputation_copkiller_high               Ucigaș De Polițist
reputation_instigator_high              Scandalagiu
reputation_gangmember_high              Membru Al Unei Găști
reputation_federalwitness_high			Martor federal
reputation_preacher_high                Predicator
reputation_workaholic_high              Dependent de muncă
reputation_clean_high                   Curat
reputation_pickpocket_high              Hoț de buzunare
reputation_copycat_high                 Hoț de identitate
reputation_escapeartist_high            Priceput în evadări

reputationtooltip_legendary             Acest deţinut este o legendă a lumii interlope și are multe abilități care îl fac foarte periculos.
reputationtooltip_strong                Acest deţinut lovește din ce în ce mai tare, în timpul unei lupte.
reputationtooltip_tough                 Acest deţinut poate rezista la mai multă durere în timpul unei lupte. Uneori poate rezista și pistoalelor cu şoc electric.
reputationtooltip_volatile              Acest deţinut poate deveni foarte nervos, fără vreun motiv.
reputationtooltip_stoical               Acest deţinut nu va deveni docil când este trimis la carceră. Chiar nu îi pasă.
reputationtooltip_snitch                Acest deţinut e un informator cunoscut, așadar viața lui ar putea fi în pericol. Nu îl lăsa singur printre alți deţinuţi prea mult timp.
reputationtooltip_deadly                Acest deţinut este un maestru în lovituri fatale și poate ucide uneori cu o singură lovitură.
reputationtooltip_exlaw                 Acest deţinut a fost polițist sau om al legii. Viața lui ar putea fi în pericol.
reputationtooltip_copkiller             Acest deţinut e vinovat de uciderea unui polițist. E posibil ca paznicii tăi să îl lovească fără milă, când încearcă să-l ţină sub control.
reputationtooltip_fearless              Acest deţinut nu este intimidat de paznici înarmați și e mai puțin probabil să se predea în timpul unei lupte.
reputationtooltip_quick                 Acest deţinut e incredibil de rapid.
reputationtooltip_instigator            Acest deţinut plantează semințe de discordie în cei din jurul lui. Când el cauzează probleme, deţinuţii din apropierea lui vor simți nevoia să facă la fel.
reputationtooltip_fighter               Acest deţinut este foarte priceput la mișcări de luptă defensive. Poate să dezarmeze un oponent sau chiar să îi ia arma în timpul luptei.
reputationtooltip_gangmember            Acest deţinut face parte dintr-o gașcă. Va lua apărarea celorlalți membri din gașcă și îi va urî pe cei din găști rivale.
reputationtooltip_federalwitness        Acest deţinut este ținta unei găști sau a unui interlop, deoarece e martor într-un caz important.
reputationtooltip_preacher              Acest deținut este extrem de carismatic și are capacitatea de a-i converti pe alții la religia sa, oferindu-le sprijinul spiritual de care au nevoie.
reputationtooltip_connected             Acest deținut are relații peste tot, în închisoare și afară. Poate face contrabandă cu ușurință.
reputationtooltip_workaholic            Acest deținut simte nevoia să muncească și nu se oprește până când nu mai rămâne nimic de făcut, ignorând regulile și chiar și nevoile sale elementare.
reputationtooltip_clean                 Acest deținut este obsedat de curățenie; prin urmare, nevoia sa de igienă crește într-un ritm mult mai mare.
reputationtooltip_copycat               Acest deținut poate copia comportamentul și acțiunile deținuților din apropiere, precum și reputația acestora.
reputationtooltip_dangerous             Acest deținut provoacă vătămări persoanelor din apropiere. Cum? De ce? Cine poate spune.
reputationtooltip_escapeartist          Acest deținut este foarte priceput în evadări și evadează doar ca să se distreze. Încearcă permanent să fure cheile închisorii și să evadeze.

# =============================================================================
# Nameplate status
# =============================================================================

nameplate_working                       Muncește
nameplate_stationed                     Staționat
nameplate_patrolling                    În Patrulă
nameplate_resting                       Se Odihnește
nameplate_tired                         Obosit
nameplate_injured                       Rănit
nameplate_unconscious                   Inconștient
nameplate_dead                          MORT
nameplate_released                      ELIBERAT
nameplate_researching                   Cercetează
nameplate_overdose                      A LUAT SUPRADOZĂ
nameplate_starving                      MOARE DE FOAME
nameplate_wounded                       SÂNGEREAZĂ


# =============================================================================
# Objectives, Grants
# =============================================================================

objective_feedallprisoners              Hrănește toți deţinuţii
objective_caption_prisoners             Deţinuţi
objective_caption_meals                 Mese
objective_readceosletter                Citește scrisoarea de la Directorul General
objective_actionrequired                Rapoarte de Incidente

objective_deathrowinmates               Situația Condamnaților La Moarte

objective_prisonerintake                Sosire Deţinuţi
objective_intake_arrivals               *X deţinuţi sosesc la ora 8am
objective_intake_closed                 Deţinuţii noi nu sunt primiți în închisoarea ta
objective_intake_closed2                (Vezi Raportul Deţinuţilor)
objective_intake_closed3                (Vezi Raportul Sosiri)
objective_intake_specials				Transferuri Speciale:
objective_intake_categories             Categori:
objective_intake_minsec                 Minimă,
objective_intake_medsec                 Medie,
objective_intake_maxsec                 Maximă
objective_intake_deathrow               Condamnat La Moarte
objective_intake_typeclosed             Închis
objective_intake_typefillcapacity       Umple până la capacitatea maximă
objective_intake_typetotalprisoners     Ocupă până la *X
objective_intake_typenumperday          *X pe zi
objective_intake_typeallavailable       Disponibilitate maximă
objective_intake_closedstrike           Accesul nu este disponibil în timpul grevelor personalului

objective_firstgrant                    Acceptă prima subvenție
objective_firstgrant_description        Acceptă prima subvenție deschizând fereastra Rapoarte. Apasă butonul din partea de jos-dreapta a ecranului, selectează fila Subvenții și alege una dintre subvențiile disponibile.

objective_builddeliveriesroom           Stabilește o zonă de livrare

objective_outgoing                      Deţinuţi care urmează să fie eliberați
objective_outgoing_count                *X deţinuţi trebuie să fie eliberați în curând
objective_outgoing_timer                (*X ore)

objective_visitors                      Vizitatori (8am – 8pm)
objective_visitors_waiting              *X familii care așteaptă să viziteze
objective_visitors_onsite               *X vizitatori în *Y grupuri

objective_staffexhausted                Personal Epuizat
objective_reststaff_exhausted           *X angajați sunt epuizați
objective_reststaff_resting             (*X se odihnesc)
objective_reststaff_needstaffroom       Construiește o Cameră Pentru Personal, să se poată odihni și ei.

objective_punishment_solitary           *X în carceră
objective_punishment_solitary_queue     *X în așteptare pentru carceră
objective_punishment_solitary_mix       *X În carceră (+*Y în așteptare)
objective_punishment_lockdown           *X sub Închidere Generală
objective_incident_medical              *X au nevoie de îngrijire medicală
objective_incident_dead                 *X cadavre

objective_prisonerparole                Eliberare Condiționată
objective_parole_count                  *X deţinuţi sunt eligibili pentru Eliberare Condiționată

objective_payment_receivedfull          Plată: *X achitați
objective_payment_receivedpart          Plată: *X achitați din *Y

objective_grant_bootstraps                  Centru de Detenție de bază
objective_grant_bootstraps_description      Transformă un teren gol într-o închisoare. Acest contract guvernamental te va ajuta să construiești absolut minimul necesar pentru primul tău set de deţinuţi.
objective_grant_bootstraps_holdingcell      Construiește o celulă de deținere
objective_grant_bootstraps_shower           Construiește dușuri
objective_grant_bootstraps_yard             Construiește o curte
objective_grant_bootstraps_kitchen          Construiește o bucătărie
objective_grant_bootstraps_canteen          Construiește o cantină
objective_grant_bootstraps_guard            Angajează cel puțin doi paznici
objective_grant_bootstraps_chef             Angajează cel puțin doi bucătari

objective_grant_administration                          Centrul De Administrație
objective_grant_administration_description              Fiecare proiect de închisoare are nevoie de o clădire administrativă funcțională, pentru a asigura că lucrurile vor merge bine și că proiectul este pus la punct. Acest contract acoperă cheltuielile pentru un Director, un Contabil și birourile lor, care la rândul lor ne vor da acces la întregul sistem de Subvenții Federale.
objective_grant_administration_offices                  Construiește două birouri
objective_grant_administration_warden                   Angajează un Director
objective_grant_administration_accountant_research      Deblochează Finanțele prin Birocrație
objective_grant_administration_accountant               Angajează un Contabil

objective_grant_firstcellblock                  Blocul De Celule A
objective_grant_firstcellblock_description      Lucrurile de bază sunt funcționale. A venit timpul să construiești primul bloc de celule și să transferi deţinuţii existenți în celule proprii.
objective_grant_firstcellblock_cells            Crește valoarea de Capacitate Deţinuţi la 15

objective_grant_health                      Sănătatea și BunăStarea Deţinuţilor
objective_grant_health_description          Sănătatea fizică și mentală a deţinuţilor noștri este foarte importantă pentru noi. Această subvenție are ca scop construcția unei secții medicale cu tehnologie de ultimă oră și angajarea unor doctori și psihologi care să se ocupe de nevoile medicale ale deţinuţilor.
objective_grant_health_ward                 Construiește o secție medicală
objective_grant_health_doctors              Angajează cel puțin doi doctori
objective_grant_health_psychologist         Angajează un psiholog (necesită un birou)

objective_grant_bailout                     Ajutor De La Guvern
objective_grant_bailout_description         Guvernul este foarte nemulțumit de performanța ta, dar au decis că închisoarea ta e prea importantă ca să eșueze. Fonduri din taxele plătite de cetățeni, vor fi trimise să îți salveze închisoarea de la faliment. Va trebui să îți aduci fluxul de numerar înapoi pe plus (venit zilnic mai mare decât cheltuieli) și să scapi de datoriile la bancă.
objective_grant_bailout_cashflow            Venit mai mare decăt cheltuieli
objective_grant_bailout_debt                Scapă de datorii


objective_grant_maintenance                         Mentenanță Închisoare
objective_grant_maintenance_description             Îngrijirea generală a închisorii și a terenului ei, este importantă pentru securitatea și siguranța personalului și a deţinuţilor. Angajează personalul necesar pentru a ține închisoarea curată și ordonată.
objective_grant_maintenance_research_root           Deblochează Mentenanță prin Birocrație
objective_grant_maintenance_research_cleaning       Deblochează Curățenie prin Birocrație
objective_grant_maintenance_research_groundskeeping Deblochează Grădinărit prin Birocrație
objective_grant_maintenance_foreman                 Angajează un Șef De Atelier (necesită un birou)
objective_grant_maintenance_janitor                 Angajează cel puțin doi oameni de serviciu
objective_grant_maintenance_gardener                Angajează un grădinar

objective_grant_visitation                          Drepturi La Vizită
objective_grant_visitation_description              Mai multe închisori din regiune au de-a face cu probleme legale pentru că le-au negat deţinuţilor dreptul la vizite. Investitorii nu vor un scandal și oferă această subvenție să se asigure că sunt valabile facilități adecvate.
objective_grant_visitation_room                     Contruiește o cameră de vizitare
objective_grant_visitation_tables                   Adaugă cel puțin trei mese pentru vizitatori
objective_grant_visitation_commonroom               Construiește o cameră de zi
objective_grant_visitation_pooltable                Adaugă o masă de biliard
objective_grant_visitation_tv                       Adaugă cel puțin două Tvuri
objective_grant_visitation_phones                   Construiește cel puțin cinci cabine telefonice

objective_grant_basicsecurity                       Certificare Procedură De Securitate
objective_grant_basicsecurity_description           O problemă comună a închisorilor noi este securitatea slabă provocată de lipsa de experiență a personalului cu clădirea respectivă. Asigură un nivel acceptabil de securitate pentru a evita incidente și a ne păstra reputația intactă.
objective_grant_basicsecurity_chief                 Angajează un Șef Al Securității (necesită un birou)
objective_grant_basicsecurity_guards                Angajează zece paznici
objective_grant_basicsecurity_patrols               Desemnează trei paznici pe rute de patrulă
objective_grant_basicsecurity_research              Deblochează Patrule prin Birocrație

objective_grant_enhancedsecurity                    Evaluări Guvernamentale De Securitate
objective_grant_enhancedsecurity_description        Guvernul are anumite cerințe în legătură cu securitatea închisorilor care depășesc o anumită mărime, și dau niște amenzi usturătoare celor care nu îndeplinesc condițiile.
objective_grant_enhancedsecurity_armoury            Construiește o Armurărie
objective_grant_enhancedsecurity_kennel             Construiește un Coteț
objective_grant_enhancedsecurity_guards             Angajează doi Paznici Înarmați
objective_grant_enhancedsecurity_dogs               Angajează doi Dresori
objective_grant_enhancedsecurity_patroldogs         Desemnează doi Dresori unei Patrule De Câini
objective_grant_enhancedsecurity_patrolarmed        Desemnează doi Paznici Înarmați unei Patrule

objective_grant_advancedsecurity                    Implementare Infrastructură Maximă Securitate
objective_grant_advancedsecurity_description        Menținerea securității pentru un număr mare de deţinuţi poate fi dificilă, dar te costă mai mult o greșeală decât implementarea unor măsuri bune de securitate. Instalează echipamentul necesar prin închisoarea ta.
objective_grant_advancedsecurity_guards             Mărește-ți echipa de securitate
objective_grant_advancedsecurity_researchcctv       Deblochează sistemul CCTV prin Birocrație
objective_grant_advancedsecurity_researchbodyarmour Deblochează Armură prin Birocrație
objective_grant_advancedsecurity_researchtazers     Deblochează Pistoale Cu Șoc Electric prin Birocrație
objective_grant_advancedsecurity_office             Construiește un Birou De Securitate
objective_grant_advancedsecurity_cctvmonitor        Construiește un monitor CCTV
objective_grant_advancedsecurity_cctvcameras        Amplasează camere CCTV prin închisoare

objective_grant_prisonerworkforce                   Aclimatizare Deţinuţi și Angajament
objective_grant_prisonerworkforce_description       Să pui deţinuţii la muncă în închisoarea ta este o metodă bună prin care să îi acomodezi cu noul lor mediu în timp ce mai economisești și niște bani. Completează antrenamentul necesar și construiește facilitățile necesare pentru a pune deţinuţii la muncă.
objective_grant_prisonerworkforce_research          Deblochează programul de Muncă prin Birocrație
objective_grant_prisonerworkforce_cleaning          Construiește un dulap pentru produse de curățat
objective_grant_prisonerworkforce_laundry           Construiește o Spălătorie
objective_grant_prisonerworkforce_kitchenclass      Pune trei deţinuţi să treacă prin programul de Siguranță și Igienă în Bucătărie
objective_grant_prisonerworkforce_laundryassigned   Desemnează trei deţinuţi să lucreze la Spălătorie
objective_grant_prisonerworkforce_kitchenassigned   Desemnează trei deţinuţi să lucreze la Bucătărie
objective_grant_prisonerworkforce_cleaningassigned  Desemnează trei deţinuţi să lucreze la Curățenie (dulapul pentru produse de curățat)

objective_grant_educationreformprogram              Inițiativa Reformă prin Educație
