
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	Nytt
victory_warning_staffstrike	Din personal strejkar!
victory_warning_staffonstrike	Personalen har gått i strejk, vi har förlorat cirka 90 % av vår vaktstyrka! Om vi inte höjer deras lön med en dag hotar många av dem med att säga upp sig.

victory_prisoners_units	Platser
victory_prisonersreleased_units	Släpptes
victory_toomanydeaths_units	Dödsfall
victory_toomanyescapes_units	Rymningar
victory_executions_units	Avrättning av oskyldiga
victory_staffpay_units	Erbjudits löneförhöjning

victory_prisonersparoled	Villkorligt frigivna interner
victory_prisonersreoffended	Interner med återfall

victory_adviserwarning_toomanydeaths1	Gårdagen var ett väldigt mörkt kapitel i detta fängelses historia. Alltför många människor förlorade sina liv här.
victory_adviserwarning_toomanydeaths2	Se till att ingen annan dör idag, för annars åtalas du för din försumlighet.
victory_advisernotice_toomanydeaths1	Säg inte att vi inte varnade dig. Du har gjort dig skyldig till försumlighet på grund av det som hänt här nyligen.
victory_advisernotice_toomanydeaths2	Nu kommer du få tillbringa de närmaste tio åren i fängelse som straff för ditt brott. Ditt eget fängelse. Lycka till.
victory_adviserwarning_riot1	Ditt fängelse är utom all kontroll. Få ett slut på det här upploppet nu, annars måste myndigheterna ta tillbaka fängelset med våld.
victory_advisernotice_riot1	Du har misslyckats med att få kontroll på upploppet. Myndigheterna har dragit in vårt fängelsekontrakt, och skickar nu nationalgardet för att ta tillbaka fängelset.
victory_adviserwarning_toomanyescapes1	Vi har en PR-katastrof på gång här. Alldeles för många interner har rymt på sistone, och det är ditt fel.
victory_adviserwarning_toomanyescapes2	Sätt lås och bom på stället och se till att ingen annan rymmer. Annars kommer pressen att servera ditt huvud på ett fat.
victory_advisernotice_toomanyescapes1	Du har misslyckats. Fängelset har blivit till åtlöje i medierna, och man vill ha någon att skylla på.
victory_advisernotice_toomanyescapes2	Denna någon är du. Du är avskedad.
victory_adviserwarning_bankrupt1	Vi har gått i konkurs! Din fasansfulla förvaltning har lett oss till ekonomiska ruin.
victory_adviserwarning_bankrupt2	Hitta ett sätt att fixa det här på, annars får du sparken.
victory_advisernotice_bankrupt1	Vi har inget val annat än att gå bankrutt och låta fängelset styras av administrationen. Du misslyckades.
victory_adviserwarning_wardendeaths1	Det har blivit alldeles för farligt att arbeta för dig. Vi har svårt med att hitta folk som vill jobba på det här fängelset.
victory_adviserwarning_wardendeaths2	Om du låter en till ur personalen dö har vi inget val annat än att ge dig sparken.
victory_advisernotice_wardendeaths1	Du har inte kunnat erbjuda en säker arbetsplats för dina anställda. Alla är rädda för att jobba för dig.
victory_advisernotice_wardendeaths2	Vi har inget val annat än att låta dig gå. Du får sparken.
victory_adviserwarning_reoffenders1	Många av de interner som du har släppt ut tidigt har begått nya brott. Detta kan stå oss dyrt om vi inte får kontroll på situationen.
victory_adviserwarning_reoffenders2	Om det är många fler interner som begår brott igen efter frigivningen blir det du som får ta skulden.
victory_advisernotice_reoffenders1	Du har släppt ut för många farliga brottslingar. Vi kan inte göra annat än att låta dig gå. Du misslyckades.
victory_adviserwarning_executions1	Detta är andra gången som du har avrättat en oskyldig intern. Ilskan är enorm där utanför.
victory_adviserwarning_executions2	Om en annan oskyldig intern blir avrättad blir det du som hålls skyldig.
victory_advisernotice_executions1	Du har låtit för många oskyldiga människor bli avrättade. Vi kan inte längre låta dig styra det här fängelset. Du misslyckades.
victory_advisernotice_InnocentsExecuted1	Du har just avrättat någon utan att gå igenom den rätta proceduren. Det visade sig att personen var oskyldig. Det här är ett stort juridiskt snedsteg, och det är du som är skyldig. Du är avskedad, och kommer antagligen själv åka in i fängelset.
victory_adviserwarning_staffpayrise1	Vår personal är missnöjd med sina arbetsförhållanden i fängelset och hotar med att gå i strejk om de inte får en 50-procentig löneförhöjning.
victory_adviserwarning_staffstrike1	Vår personal har gått i strejk! De är fortfarande villiga att återvända om de får sin 50-procentiga löneförhöjning.

score_title	FÄNGELSEBETYG
score_reoffendingrate	ÅTERFALLSGRAD
score_prisonersreleased	*X interner har släppts
score_minimumprisonersreleased	*X interner måste släppas innan denna rapport kan skrivas
score_deaths	*X interner dog i häktet
score_escapes	*X interner har rymt
score_reoffendingchance	Uppskattad återfallsgrad
score_startingreoffendingchance	Uppskattat vid ankomsten: *X%
score_prisonersparoled	Tidigt villkorligt frigiven (Återfall)
score_prisonersparoled_info	*P (*E%)
score_clemencychance	Sannolikhet för nådeansökan
score_convictionstrength	Styrka på fällande dom godkänd av staten
score_prisonersexecuted	Avrättade interner (Oskyldiga)
score_prisonersexecuted_info	*E (*I)

score_tooltip_punishment	Detta är en betygskala för hur väl internerna har blivit straffade för sina brott enligt allmänheten. En lång tid i fängelset är grunden till ett starkt straff, men tuffa tider där internen är inlåst ensam räknas också.\n\nKom ihåg att för mycket reform eller fritid ses som att du är för snäll mot dina interner, och det räknas också in i betyget.\n\nEn hög poäng på straffskalan gör att internen blir avskräckt från återfall efter frigivningen.
score_tooltip_reform	En betygskala över hur bra du har försökt att reformera och rehabilitera denna intern genom Reformprogram.\n\nEn hög poäng ger internen en mycket högre chans att hitta ett jobb efter frigivningen och detta kommer att minska risken för återfall.\n\nObs: Det räknas också in när interner arbetar på fängelset.
score_tooltip_health	En dokumentation över internernas hälsa och välbefinnande under fängelsevistelsen. Motion utomhus och bra mat räknas in i denna. Skador som inte behandlas, droger och alkoholanvändning räknas bort från den.\n\nDåligt betyg här ökar ofta risken för återfall, särskilt om internen lämnar fängelset med obehandlat drog- eller alkoholberoende.
score_tooltip_security	En betygskala över hur bra du har hållit internen säkert inlåst. Att hålla internerna inlåsta i sina celler med beväpnade vakter räknas till stor del in i detta. Du blir bestraffad om internen är inblandad i slagsmål, mord eller rymningsförsök.\n\nEtt lågt betyg indikerar att internen fortsatte med sin kriminalitet inne i fängelset, och därför blir återfallsgraden hög när internen blir frigiven.

score_tooltip_reoffendingchance	En uppskattning av hur troligt det är att internerna får återfall efter frigivningen. Många faktorer tas i anspråk för att få fram detta värde:\n\n- MINSKNING Hårt straff\n- MINSKNING Framgångsrika reformprogram\n- ÖKNING Dålig hälsa och säkerhet\n- ÖKNING Obehandlade drog- och alkoholberoenden\n- ÖKNING Gängmedlemskap\n\n\n-Internens ålder är en viktig faktor.\n- Antalet tidigare dömda brott är en stark indikator.\n- En stor familj som stödjer internen kan hjälpa.
score_tooltip_clemencychance_title	Sannolikhet för benådan
score_tooltip_clemencychance	Sannolikheten för att överklagandenämnden benådar och omvandlar internens dödsstraff. Varje överklagande som inte lyckas sänker detta värde tills det hamnar nedanför Styrka på fällande dom godkänd av staten, då fullt tillstånd att gå vidare med straffet ges. Om du schemalägger avrättningen innan detta resulterar det i extrema påföljder om man senare finner att internens överklagande hade lyckats.\n\nOm benådan ges frisläpps internen direkt (om denne är oskyldig), annars skickas internen till maxsäkerhetsavdelningen (om han fortfarande är skyldig).
score_tooltip_currentchance	Styrkan på fällande dom godkänd av staten är *X%
score_tooltip_clemencywarning	Chansen för att denna intern ska bli benådad ligger för närvarande ovanför den säkra nivå som är godkänd av staten. Om du går vidare med avrättningen hålls du personligen skyldig om det senare visar sig att han skulle ha blivit benådad.

experiencefactor_FractionalLockedUp	*X% av tiden inlåst i cellen
experiencefactor_FractionalReform	*X% av tiden i reformprogram
experiencefactor_fractionalWorking	*X% av tiden i arbete
experiencefactor_fractionalsuppressed	*X% av tiden kuvad
experiencefactor_fractionalinjured	*X% av tiden med obehandlade skador
experiencefactor_fractionalintoxicated	*X% av tiden berusad (droger/alkohol/abstinens)
experiencefactor_fractionalmisbehaving	*X% av tiden beter internen sig illa
experiencefactor_fractionalarmedguard	*X% av tiden under beväpnad vakthållning eller kuvad
experiencefactor_fractionalwellfed	*X% av tiden mätt
experiencefactor_fractionalexercising	*X% av tiden i motion
experiencefactor_fractionalfreetime	*X% av tiden fritid

experiencefactor_passedeasyprograms	Klarade *X enkla program
experiencefactor_passedintermediateprograms	Klarade *X mellansvåra program
experiencefactor_passedadvancedprograms	Klarade *X avancerade program
experiencefactor_passedexpertprograms	Klarade *X expertprogram

experiencefactor_YearsServed	*X år tjänade
experiencefactor_fights	Involverad i våldsamma incidenter
experiencefactor_murders	Begick mord *X gånger inom fängelsets murar
experiencefactor_escapeattempts	Försökte rymma *X gånger
experiencefactor_addictions	*X aktiva beroenden
experiencefactor_gangmembership	Gängmedlem

legend_key	Nyckel:

needs_graphscale_title	Interner:
needs_graphscale_title_staff	Personal:
needs_key_critical	Kritisk
needs_key_high	Hög
needs_key_med	Mellan
needs_key_satisfied	Nöjd
needs_key_active	Aktiv

needs_show_category	Internkategori
needs_show_category_staff	Personalkategori
needs_show_category_all	Alla interner

contraband_supplyanddemand	Tillgång och efterfrågan
contraband_narcotics	Narkotika
contraband_weapons	Vapen
contraband_tools	Verktyg
contraband_luxuries	Lyxvaror
contraband_metal	Metall
contraband_smelly	Luktande
contraband_rangedweapon	Handeldsvapen
contraband_improvised	Improviserat

contraband_key_supply	Tillgång
contraband_key_demand	Efterfrågan
contraband_log_stolen	STULET
contraband_log_position	POSITION
contraband_log_smuggled	SMUGGLAT
contraband_log_traded	UTBYTT
contraband_log_thrown	KASTAT
contraband_log_hidden	GÖMT
contraband_log_detected	UPPTÄCKT
contraband_log_dog	HUND
contraband_log_found	HITTAT
contraband_log_owner	ÄGARE
contraband_log_arranged	Arrangerad för *X timmar sedan

gangs_guards	VAKTER *X
gangs_soldiers	SOLDATER *X / *Y HÖGST
gangs_evict	AVHYSA
gangs_status	*X Medlemmar . *Y Mord . $*Z

schedule_zone_shared	Delad
schedule_zone_minseconly	Lågsäkerhet
schedule_zone_medseconly	Normal säkerhet
schedule_zone_maxseconly	Högsäkerhet
schedule_zone_protectedonly	Skyddshäkte
schedule_zone_supermaxonly	Högsta säkerhetsklass
schedule_zone_deathrowonly	Dödscell
schedule_zone_staffonly	Endast personal
schedule_zone_unlocked	Olåst



# =============================================================================
# Needs / Actions / Bio etc
# =============================================================================

action_poo	Bajsa
action_wee	Kissa
action_wash	Duscha
action_relax	Koppla av
action_sleep	Sova
action_nap	Ta en lur
action_getmeal	Hämta mat
action_sit	Sitta
action_exercise	Träna
action_liftweights	Träna tyngdlyftning
action_phonehome	Ringa familjen
action_watchtv	Titta på TV
action_playpool	Spela biljard
action_stealknife	Agera misstänkt
action_stealspoon	Agera misstänkt
action_urinate	Kissar
action_soilsuit	Gör i byxan
action_eat	Äter
action_complain	Klagar
action_work	Arbetar
action_visitation	Får besök
action_parole	Samtal om villkorlig frigivning
action_none	Inget
action_misbehaving	Missköter sig
action_escaping	Rymmer
action_destroying	Vandaliserar
action_spoiling	Muckar
action_fighting	Slåss
action_rioting	Gör upplopp
action_hostagetaking	Tar gisslan
action_reformprogram	Reformprogram
action_changeclothes	Byter om
action_getbook	Hämtar en bok
action_pray	Ber
action_shopping	Handlar
action_playinggame	Spelar Spel

action_foodpoisoning_1	Åh gud gör så att det slutar
action_foodpoisoning_2	Allting kommer ut
action_foodpoisoning_3	Kräks överallt
action_foodpoisoning_4	Varför händer detta
action_foodpoisoning_5	Bokstavligen döende

status_effect_title	=[Statuseffekter]=
status_effect_none	Ingen
status_effect_suppressed	Kuvad
status_effect_goodfood	Mätt
status_effect_drunk	Berusad
status_effect_high	Hög
status_effect_withdrawal	Abstinensbesvär
status_effect_tazed	Fått en elchock
status_effect_overdosed	Fått en överdos
status_effect_surrendered	Gav upp
status_effect_calming	Lugnar sig
status_effect_angst	Arg
status_effect_wounded	Blöder
status_effect_virus	Sjuk
status_effect_virusdeadly	Sjuk
status_effect_overheating	Överhettning
status_effect_exposure	Exponering
status_effect_foodpoisoning	Matförgiftning
status_effect_riledup	Triggad
status_effect_statusswimming	Simmar
status_effect_statusdrowning	Drunknar

condition_treated	Behandlad
condition_needstreating	Behöver behandling

experience_totaltime	Total tid
experience_misconduct	Dåligt uppförande
experience_lockeddown	Låsning
experience_regime	Regim
experience_sleep	Sömn
experience_work	Arbete
experience_class	Lektion
experience_freetime	Fritid
experience_moodbad	Dåligt
experience_moodnormal	Normalt
experience_moodgood	Bra
experience_nocondition	Inget
experience_kod	Knockad
experience_hurt	Skadad
experience_suppressed	Tystad
experience_intoxicated	Berusad
experience_wellfed	Mätt
experience_exercise	Träning

need_name_nothing	Ingenting
need_name_bladder	Kissa
need_name_bowels	Bajsa
need_name_sleep	Sömn
need_name_food	Mat
need_name_safety	Säkerhet
need_name_hygiene	Hygien
need_name_exercise	Träning
need_name_family	Familj
need_name_recreation	Fritid
need_name_comfort	Komfort
need_name_environment	Miljö
need_name_privacy	Privatliv
need_name_freedom	Frihet
need_name_clothing	Kläder
need_name_drugs	Droger
need_name_alcohol	Alkohol
need_name_starving	Svälter
need_name_spirituality	Andlighet
need_name_literacy	Litteratur
need_name_babysleep	[Baby] Sova
need_name_babyplay	[Baby] Leka
need_name_warmth	Värme
need_name_staffbladder	Kissa
need_name_staffbowels	Bajsa
need_name_stafffood	Mat
need_name_staffsafety	Säkerhet
need_name_staffrecreation	Fritid
need_name_staffcomfort	Komfort
need_name_staffenvironment	Miljö
need_name_staffrest	Vila
need_name_staffwarmth	Värme
need_name_luxuries	Lyxvaror
needs_locked	(Psykolog krävs för att visa behov)
needs_title	=[Behov]=

needs_total_prisoners	*X Interner har detta behov
needs_total_concerned	*X Interner är bekymrade över detta behov
needs_total_desperate	*X Interner vill desperat att detta behov tillgodoses
needs_total_angry	*X Interner är rasande för att de inte kan tillgodose detta behov
needs_total_active	*X Interner hanterar för närvarande detta behov

needs_total_staff	*X anställda har detta behov
needs_total_concerned_staff	*X anställda är bekymrade över detta behov
needs_total_desperate_staff	*X anställda vill desperat att detta behov tillgodoses
needs_total_angry_staff	*X anställda är rasande för att de inte kan få detta behov tillgodosett
needs_total_active_staff	*X anställda hanterar för närvarande detta behov

needs_help_bladder	Alla behöver använda toaletten, även interner. Glöm inte att de flesta delar av ditt fängelsesystem är ganska strikta – de kan till exempel inte använda toaletten i sin cell om de förväntas befinna sig i duschrummet.
needs_help_bowels	Alla behöver använda toaletten, även interner. Glöm inte att de flesta delar av ditt fängelsesystem är ganska strikta – de kan till exempel inte använda toaletten i sin cell om de förväntas befinna sig i duschrummet.
needs_help_sleep	Interner behöver sömn. Interner har endast möjlighet att sova i den cell som de har tilldelats och sover bara mellan klockan 20.00 och 08.00. De behöver förstås en säng också.
needs_help_food	Alla behöver äta och de flesta människor behöver äta mer än en gång om dagen. Om du märker att dina Kök inte kan hålla jämna steg med efterfrågan kan du försöka anställa fler Kockar eller lägga till fler Spisar till dina Kök. Du kan även justera dina livsmedelsregler under Regelfliken i ditt Rapportfönster.
needs_help_safety	Internerna vill känna sig trygga även i fängelset. Om det förekommer många slagsmål i ditt fängelse eller den övergripande risknivån är hög känner sig internerna mindre trygga och kan överväga att beväpna sig. Om detta håller på att bli ett problem kan du försöka höja säkerhetsnivån i hela fängelset genom att anställa fler Vakter, skapa fler patruller eller tillgodose dina interners andra behov.
needs_help_hygiene	De flesta interner vill tvätta sig regelbundet, speciellt på morgonen när de har vaknat. Duschregimen tvingar interner som inte har sin egen personliga Dusch att gå till närmaste Duschrum. Om detta håller på att bli ett problem kan du överväga att utöka dina Duschanläggningar eller lägga till mer Fritid så att interner kan duscha när de behöver.
needs_help_environment	Interner hatar att leva under smutsiga förhållanden och när många interner använder samma inrättningar kan det bli rörigt ganska snabbt. Anställ några Vaktmästare eller sätt dina interner i arbete i en Städskrubb för att bibehålla kontroll över detta.
needs_help_privacy	Ibland vill interner ha lite tid för sig själva. Att tillbringa tid i sin cell löser vanligtvis den frågan, men om de bor i en Sovsal med många andra interner kanske det kan vara svårt att få vara ifred.
needs_help_clothing	Internerna vill ha rena kläder då och då, även om det bara är en overall i samma gamla färg. Att lägga till en Tvättstuga till ditt fängelse och antingen anställa Vaktmästare eller sätta interner i arbete i den bidrar till att göra denna dröm till verklighet.
needs_help_drugs	Många interner har problem med drogmissbruk – det kan även vara skälet till att de sitter i fängelse till att börja med. Du kan hjälpa till med att behandla detta problem genom att köra ett Drogavvänjningsprogram i din Sjukstuga.
needs_help_alcohol	Många interner kämpar med alkoholism och gör stora ansträngningar för att få tag på alkohol. Du kan försöka undvika detta genom att köra Gruppterapiprogram för alkoholister.
needs_help_spirituality	Många interner har olika religiösa övertygelser. Du kan aktivera dina interners religionsutövning genom att lägga till Kyrkbänkar eller Bönemattor till ditt fängelse, men att bygga ett Kapell eller köra Program för andlig vägledning ger de bästa resultaten och hjälper i allmänhet till att hålla dina interner lugna.
needs_help_warmth	Ingen människa vill ständigt frysa, men naturen bryr sig inte direkt om det. Att lägga till värmeelement till ditt fängelse bidrar till att hålla dina byggnader tillräckligt varma för att förhindra att detta blir ett problem.
needs_help_babysleep	Bebisar behöver sova mer än vanliga interner. Om någon av dina interner har en bebis måste du säkerställa att du har Spjälsängar tillgängliga så att bebisen kan få den sömn den behöver.
needs_help_babyplay	Bebisar behöver engagemang och underhållning. Om någon av dina interner har en Bebis måste du se till att det finns Lekmattor i ett lättillgängligt område.

needs_help_staffbladder	Även din personal behöver använda toaletten ibland. De gör det under sin rast.
needs_help_staffbowels	Även din personal behöver använda toaletten ibland. De gör det under sin rast.
needs_help_stafffood	Personalen behöver äta och gör det i matsalar som endast är avsedda för personalen eller i personalrum. Maten levereras till din personal så att de inte behöver äta samma skulor som internerna.
needs_help_staffsafety	Trots att de arbetar i ett fängelse har din personal rätt till säkerhet. Höga risknivåer eller ständiga slagsmål gör din personal osäker, även om detta kan motverkas något genom att ha bättre utrustade vakter.
needs_help_staffrecreation	Din personal tillbringar mycket tid i ditt fängelse och kräver lite underhållning då och då. Tv- eller radioapparater i personalrummet är ett sätt att tillhandahålla detta.
needs_help_staffcomfort	De flesta av dina anställda tillbringar ofta hela dagen på benen; ibland vill de koppla av. Att ge dem en trevlig plats där de kan sitta ner under sina raster är ett bra sätt att åstadkomma detta på.
needs_help_staffenvironment	Personalen vill arbeta i ett rörigt fängelse lika lite som internerna vill bo där. Att hålla fängelset rent förhindrar att detta blir ett problem.
needs_help_staffrest	Personalen behöver ta rast under dagen för att återfå sin energi. De föredrar att vila i sitt privata personalrum med några bekväma soffor.

reputation_title	Rykte
reputation_hidden	(Okänt rykte)
reputation_hidden_short	???

reputation_legendary	--LEGEND--
reputation_strong	Stark
reputation_tough	Tuff
reputation_volatile	Ostabil
reputation_snitch	Tjallare
reputation_deadly	Dödlig
reputation_stoical	Stoisk
reputation_fearless	Orädd
reputation_exlaw	Före detta brottsbekämpare
reputation_copkiller	Polismördare
reputation_quick	Snabb
reputation_instigator	Uppviglare
reputation_fighter	Skicklig på att slåss
reputation_gangmember	Gängmedlem
reputation_federalwitness	Federalt vittne
reputation_preacher	Predikant
reputation_connected	Har förbindelser
reputation_workaholic	Arbetsnarkoman
reputation_clean	Ren
reputation_pickpocket	Ficktjuv
reputation_copycat	Identitetstjuv
reputation_dangerous	Farlig
reputation_escapeartist	Utbrytarkung

reputation_strong_high	Extremt stark
reputation_tough_high	Extremt tuff
reputation_volatile_high	Extremt ostabil
reputation_deadly_high	Extremt dödlig
reputation_exlaw_high	Före detta fängelsevakt
reputation_quick_high	Extremt snabb
reputation_fighter_high	Expert på att slåss
reputation_connected_high	Har goda förbindelser
reputation_dangerous_high	Extremt farlig

reputation_legendary_high	--LEGEND--
reputation_snitch_high	Tjallare
reputation_stoical_high	Stoisk
reputation_fearless_high	Orädd
reputation_copkiller_high	Polismördare
reputation_instigator_high	Uppviglare
reputation_gangmember_high	Gängmedlem
reputation_federalwitness_high	Federalt vittne
reputation_preacher_high	Predikant
reputation_workaholic_high	Arbetsnarkoman
reputation_clean_high	Ren
reputation_pickpocket_high	Ficktjuv
reputation_copycat_high	Identitetstjuv
reputation_escapeartist_high	Utbrytarkung

reputationtooltip_legendary	Denna intern är en legend i den undre världen och har många färdigheter och förmågor som gör honom mycket farlig.
reputationtooltip_strong	Denna intern slår hårdare för varje slag under bråk.
reputationtooltip_tough	Denna intern klarar av mycket mer stryk i ett bråk. Han kan också ibland tåla att bli träffad av en elpistol.
reputationtooltip_volatile	Denna intern kan sätta igång med saker utan varning och utan anledning.
reputationtooltip_stoical	Denna intern blir inte kuvad när inlåst i en isoleringscell. Han bryr sig verkligen inte.
reputationtooltip_snitch	Denna intern är en känd uppgiftslämnare och hans liv kan vara i fara. Lämna honom inte ensam med andra interner för länge.
reputationtooltip_deadly	Denna intern är en mästare i dödliga slag, och kan ibland döda med en enda träff.
reputationtooltip_exlaw	Denna intern har en gång varit Polis eller haft något annat yrke inom brottsbekämpning. Hans liv kan vara i fara.
reputationtooltip_copkiller	Denna intern har mördat en Polis. Dina vakter kan kanske inte lägga band på sig när de tar hand om honom.
reputationtooltip_fearless	Denna intern är inte rädd för beväpnade vakter, och det är mindre troligt att han ger upp under ett bråk.
reputationtooltip_quick	Denna intern springer ovanligt snabbt.
reputationtooltip_instigator	Denna intern sår frön av missnöje hos alla i närheten. När han orsakar trubbel får han andra interner i närheten att göra detsamma.
reputationtooltip_fighter	Denna intern är bra på att försvara sig. Han kan avväpna sin motståndare eller till och med ta vapnet ifrån honom under ett bråk.
reputationtooltip_gangmember	Denna intern tillhör ett gäng. Han försvarar de andra gängmedlemmarna och hyser ett hat mot rivaliserande gäng.
reputationtooltip_federalwitness	Denna intern är ett vittne till ett viktigt rättsfall, och kan därför dödas av ett gäng eller en stor brottsling.
reputationtooltip_preacher	Denna intern är ytterst karismatisk och har förmågan att få andra att konvertera till hans religion och ge dem ett behov av Andlighet.
reputationtooltip_connected	Denna intern har förbindelser överallt, både inne i och utanför fängelset. Han kan trolla fram smuggelgods ur tomma intet.
reputationtooltip_workaholic	Denna intern känner sig tvungen att arbeta och slutar inte när han väl har börjat förrän det inte finns något kvar att göra. Han ignorerar reglerna och till och med sina grundläggande behov.
reputationtooltip_clean	Denna fånge är besatt av att vara ren; som en följd av detta ökar hans hygienbehov i mycket högre takt.
reputationtooltip_copycat	Denna intern har förmågan att ta efter andra interners beteenden och handlingar och duplicerar därmed deras rykte.
reputationtooltip_dangerous	Denna intern vållar människor i sin närhet skada. Hur? Varför? Vem vet?
reputationtooltip_escapeartist	Denna intern är en professionell utbrytarkung och bryter sig ur olika anordningar för nöjes skull. Försöker ständigt stjäla nycklar till fängelset för att bryta sig ut.

# =============================================================================
# Nameplate status
# =============================================================================

nameplate_working	Jobbar
nameplate_stationed	Stationerad
nameplate_patrolling	Patrullerar
nameplate_resting	Vilar sig
nameplate_tired	Trött
nameplate_injured	Skadad
nameplate_unconscious	Medvetslös
nameplate_dead	DÖD
nameplate_released	FRIGIVEN
nameplate_researching	Forskar
nameplate_overdose	TOG ÖVERDOS
nameplate_starving	SVÄLTER
nameplate_wounded	BLÖDER


# =============================================================================
# Objectives, Grants
# =============================================================================

objective_feedallprisoners	Ge mat åt alla interner
objective_caption_prisoners	Interner
objective_caption_meals	Måltider
objective_readceosletter	Läs VD:ns brev
objective_actionrequired	Incidentrapporter

objective_deathrowinmates	Status för interner i dödsceller

objective_prisonerintake	Internintag
objective_intake_arrivals	*X interner ankommer kl. *Y
objective_intake_closed	Ditt fängelse är stängt för nya interner
objective_intake_closed2	(Se internrapporten)
objective_intake_closed3	(Se intagsrapporten)
objective_intake_specials	Speciella överföringar:
objective_intake_categories	Kategorier:
objective_intake_minsec	Låg,
objective_intake_medsec	Normal,
objective_intake_maxsec	Hög
objective_intake_deathrow	Dödscell
objective_intake_typeclosed	Stängt
objective_intake_typefillcapacity	Fyllt till högsta kapacitet
objective_intake_typetotalprisoners	Fyll till *X
objective_intake_typenumperday	*X per dag
objective_intake_typeallavailable	Alla tillgängliga
objective_intake_closedstrike	Intag inte tillgängligt vid personalstrejker

objective_firstgrant	Ta emot ditt första Bidrag
objective_firstgrant_description	Ta emot ditt första penningbidrag genom att öppna rapportfönstret (tryck ner knappen längst ner till höger på skärmen), välja fliken Bidrag och där välja ett av de tillgängliga Bidragen.

objective_builddeliveriesroom	Ordna ett leveransområde

objective_outgoing	Interner som kommer att släppas
objective_outgoing_count	*X interner släpps snart
objective_outgoing_timer	(*X timmar)

objective_visitors	Besökare (08.00 till 20.00)
objective_visitors_waiting	*familjer väntar på att besöka
objective_visitors_onsite	*X besökare på fängelset i *Y grupper

objective_staffexhausted	Personal är utmattad
objective_reststaff_exhausted	*X anställda är utmattade.
objective_reststaff_resting	(*X vilar sig)
objective_reststaff_needstaffroom	Bygg ett personalrum så att de kan vila.

objective_punishment_solitary	*X i isoleringscell
objective_punishment_solitary_queue	*X väntar på isoleringscell
objective_punishment_solitary_mix	*X i isoleringscell (*Y som väntar)
objective_punishment_lockdown	*X är inlåsta
objective_incident_medical	*X behöver vård
objective_incident_dead	*X döda kroppar

objective_prisonerparole	Villkorlig frigivning
objective_parole_count	*X väntar villkorlig frigivning

objective_payment_receivedfull	Betalning: *X togs emot
objective_payment_receivedpart	Betalning: *X togs emot av *Y totalt

objective_grant_bootstraps	Enkelt interneringsläger
objective_grant_bootstraps_description	Gör ett tomt fält till ett fungerande fängelse. Detta myndighetskontrakt ger dig de pengar som är nödvändiga för att bygga det absolut minsta som krävs för dina första interner.
objective_grant_bootstraps_holdingcell	Bygg en häktescell
objective_grant_bootstraps_shower	Bygg en dusch
objective_grant_bootstraps_yard	Bygg en gård
objective_grant_bootstraps_kitchen	Bygg ett kök
objective_grant_bootstraps_canteen	Bygg en matsal
objective_grant_bootstraps_guard	Anställ minst två vakter
objective_grant_bootstraps_chef	Anställ minst två kockar

objective_grant_administration	Administrationen
objective_grant_administration_description	Varje fängelseprojekt behöver en fungerande administrationsavdelning, för att se till att saker och ting fungerar så smidigt som möjligt och för att hålla projektet ansvarigt. Detta kontrakt betalar för en Fängelsedirektör och en Revisor samt deras kontor, som sedan ger tillgång till hela bidragssystemet.
objective_grant_administration_offices	Bygg två kontor
objective_grant_administration_warden	Anställ en Fängelsedirektör
objective_grant_administration_accountant_research	Lås upp Ekonomi via Byråkrati
objective_grant_administration_accountant	Anställ en revisor

objective_grant_firstcellblock	Cellblock A
objective_grant_firstcellblock_description	Nu har vi grunderna. Det är dags att bygga ditt första cellblock, och överföra de interner som finns till egna celler.
objective_grant_firstcellblock_cells	Öka din internkapacitet till 15

objective_grant_health	Hälsa och välbefinnande för internerna
objective_grant_health_description	Den fysiska och mentala hälsan för internerna är väldigt viktig för oss. Detta bidrag hjälper dig att bygga en modern sjukstuga, och anställa doktorer och psykologer som kan hålla koll på internernas hälsobehov.
objective_grant_health_ward	Bygg en sjukstuga
objective_grant_health_doctors	Anställ minst två doktorer
objective_grant_health_psychologist	Anställ en psykolog (kräver ett Kontor)

objective_grant_bailout	Räddningsaktion från myndigheterna
objective_grant_bailout_description	Myndigheterna är ytterst missnöjda med dina prestationer, men man har bestämt att fängelset är för stort för att misslyckas. Pengar från skattebetalarna betalas in för att rädda fängelset från konkurs. Du måste dock se till att balansera dina intäkter och utgifter. Få fängelset att återgå till ett positivt kassaflöde (en daglig inkomst som är högre än utgifterna), och betala tillbaka dina skulder till banken.
objective_grant_bailout_cashflow	Inkomst högre än utgifter
objective_grant_bailout_debt	Betala tillbaka dina skulder


objective_grant_maintenance	Fängelseunderhåll
objective_grant_maintenance_description	Allmän skötsel och underhåll av fängelset och dess marker är viktigt för säkerheten och tryggheten hos både personalen och internerna. Anställ nödvändig personal för att hålla fängelset rent och välordnat.
objective_grant_maintenance_research_root	Låser upp Underhåll via Byråkrati
objective_grant_maintenance_research_cleaning	Låser upp Städning via Byråkrati
objective_grant_maintenance_research_groundskeeping	Låser upp Trädgårdsskötsel via Byråkrati
objective_grant_maintenance_foreman	Anställ en Arbetsledare (kräver ett Kontor)
