
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	Новая игра
needs_help_privacy	Иногда заключенным требуется личное время. Обычно им достаточно просто проводить время в камере, но если они размещены в многоместных камерах, им может недоставать уединения.
needs_help_clothing	Заключенные захотят время от времени получать чистую одежду, даже если это все та же тюремная роба. Чтобы их мечта сбылась, постройте прачечную и наймите уборщиков или назначьте заключенных для работы в ней.
needs_help_drugs	У многих заключенных отмечается наркотическая зависимость, и иногда именно это является причиной, по которой они попали в тюрьму. Чтобы справиться с этой проблемой, лазарет может проводить программу реабилитации наркоманов.
needs_help_alcohol	Многие заключенные страдают от алкогольной зависимости и готовы на все, чтобы получить алкоголь. Для минимизации этой проблемы можно организовать групповую терапию для алкоголиков.
needs_help_spirituality	Многие заключенные придерживаются различных религиозных убеждений. Чтобы заключенные могли молиться, предоставьте им церковные скамейки или молитвенные коврики, а чтобы решить этот вопрос максимально эффективно и заодно успокоить заключенных, постройте часовню и проводите программы духовного наставления.
needs_help_warmth	Никто не хочет постоянно мерзнуть, но природу это не заботит. Чтобы решить эту проблему, установите батареи, которые будут обогревать тюремные помещения.
needs_help_babysleep	Дети должны спать дольше, чем обычные заключенные. Если у вас содержатся заключенные с детьми, обеспечьте их детскими кроватками, чтобы дети спали столько, сколько им необходимо.
needs_help_babyplay	Дети хотят, чтобы с ними занимались и их развлекали. Если у вас есть заключенные с детьми, обеспечьте их детскими ковриками.

needs_help_staffbladder	Даже вашим сотрудникам иногда нужно пользоваться туалетом. У них будет такая возможность во время перерыва.
needs_help_staffbowels	Даже вашим сотрудникам иногда нужно пользоваться туалетом. У них будет такая возможность во время перерыва.
needs_help_stafffood	Сотрудникам нужно есть — они будут это делать в служебных столовых и других служебных помещениях. Продукты питания будут доставляться вашим сотрудникам отдельно, чтобы им не пришлось есть ту гадость, которую едят заключенные.
needs_help_staffsafety	Даже работая в тюрьме, ваши сотрудники имеют право на безопасность. При высоком уровне опасности или постоянных драках ваши сотрудники не будут чувствовать себя в безопасности, хотя с этой проблемой можно бороться путем улучшения оснащения охранников.
needs_help_staffrecreation	Ваши сотрудники проводят в тюрьме много времени, и иногда им нужны какие-то развлечения. Одно из них — телевизоры или радиоприемники в служебных помещениях.
needs_help_staffcomfort	Большинство ваших сотрудников проводят весь день на ногах — иногда им будет нужен отдых. Хороший способ решить эту проблему — выделить им уютное место, в котором они могут посидеть во время перерыва.
needs_help_staffenvironment	В грязной тюрьме заключенные не хотят жить, а сотрудники — работать. Поддержание в тюрьме чистоты позволит избежать этой проблемы.
needs_help_staffrest	Для восстановления сил сотрудникам нужны перерывы в течение дня. Они предпочитают отдыхать в частном служебном помещении с удобными диванами.

reputation_title	Репутация
reputation_hidden	(Неизвестно)
reputation_hidden_short	???

reputation_legendary	ЛЕГЕНДА
reputation_strong	Сильный
reputation_tough	Крепкий
reputation_volatile	Непредсказуемый
reputation_snitch	Стукач
reputation_deadly	Смертоносный
reputation_stoical	Выносливый
reputation_fearless	Бесстрашный
reputation_exlaw	Бывший мусор
reputation_copkiller	Гроза ментов
reputation_quick	Быстрый
reputation_instigator	Подстрекатель
reputation_fighter	Опытный боец
reputation_gangmember	Член банды
reputation_federalwitness	Федеральный свидетель
reputation_preacher	Священник
reputation_connected	Посредник
reputation_workaholic	Трудоголик
reputation_clean	Чистюля
reputation_pickpocket	Карманный вор
reputation_copycat	Имитатор
reputation_dangerous	Опасный для окружающих
reputation_escapeartist	Иллюзионист-эскапист

reputation_strong_high	Крайне сильный
reputation_tough_high	Крайне крепкий
reputation_volatile_high	Крайне непредсказуемый
reputation_deadly_high	Крайне смертоносный
reputation_exlaw_high	Бывший надзиратель
reputation_quick_high	Крайне быстрый
reputation_fighter_high	Мастерский боец
reputation_connected_high	Человек со связями
reputation_dangerous_high	Крайне опасный для окружающих

reputation_legendary_high	ЛЕГЕНДА
reputation_snitch_high	Стукач
reputation_stoical_high	Выносливый
reputation_fearless_high	Бесстрашный
reputation_copkiller_high	Гроза ментов
reputation_instigator_high	Подстрекатель
reputation_gangmember_high	Член банды
reputation_federalwitness_high	Федеральный свидетель
reputation_preacher_high	Священник
reputation_workaholic_high	Трудоголик
reputation_clean_high	Чистюля
reputation_pickpocket_high	Карманный вор
reputation_copycat_high	Имитатор
reputation_escapeartist_high	Иллюзионист-эскапист

reputationtooltip_legendary	Легенда преступного мира. Владеет многочисленными навыками и способностями, которые делают его очень опасным.
reputationtooltip_strong	С каждым ударом во время боя становится сильнее.
reputationtooltip_tough	Способен стоять до последнего в самой кровавой драке. Иногда может выдержать удар шокером.
reputationtooltip_volatile	Готов "взорваться" без предупреждения и повода.
reputationtooltip_stoical	Этого заключенного не сломит даже карцер. Ему все равно.
reputationtooltip_snitch	Этого заключенного знают как информатора, поэтому ему может угрожать опасность. Не оставляйте его надолго наедине с другими заключенными.
reputationtooltip_deadly	Мастер рукопашного боя. Иногда может убить одним ударом.
reputationtooltip_exlaw	Этот заключенный когда-то был полицейским или другим служителем закона. Ему может угрожать опасность.
reputationtooltip_copkiller	Этот заключенный виновен в убийстве сотрудника полиции. Есть риск, что охранники могут перегнуть палку, если он не будет повиноваться.
reputationtooltip_fearless	Его не пугает вид Вооруженных охранников. Во время драки он сдается последним или не сдается совсем.
reputationtooltip_quick	Чрезвычайно быстрый бегун.
reputationtooltip_instigator	Не только сам устраивает неприятности, но и умело призывает присутствующих заключенных смело выражать свое недовольство.
reputationtooltip_fighter	Этот заключенный мастерски владеет приемами самозащиты. Во время боя может разоружить противника или завладеть его оружием.
reputationtooltip_gangmember	Этот заключенный состоит в банде. Будет защищать других членов банды и с ненавистью относиться к соперничающим группировкам.
reputationtooltip_federalwitness	Выступает в роли свидетеля по очень важному делу. Члены банды или криминальный авторитет желают его смерти.
reputationtooltip_preacher	Это чрезвычайно харизматичный заключенный, способный обратить в свою религию других заключенных и удовлетворить их потребность в духовности.
reputationtooltip_connected	У заключенных есть контакты везде — и в тюрьме, и за ее пределами. Они могут заниматься контрабандой, вроде бы не имея никаких возможностей.
reputationtooltip_workaholic	Этого заключенного заставляют работать, и он не останавливается, начав работу, пока ее совсем не останется; он будет игнорировать режим и даже базовые потребности.
reputationtooltip_clean	Этот заключенный помешан на чистоте, поэтому его потребности в гигиене будут расти значительно быстрее других потребностей.
reputationtooltip_copycat	Этот заключенный может копировать поведение других заключенных, дублируя их репутацию.
reputationtooltip_dangerous	Этот заключенный может быть опасен для окружающих. Как? Почему? Кто знает!
reputationtooltip_escapeartist	Этот заключенный — профессиональный иллюзионист-эскапист, который ради развлечения освобождается от сковывающих его вещей. Постоянно пытается украсть тюремные ключи и совершить побег.

# =============================================================================
# Nameplate status
# =============================================================================

nameplate_working	Работает
nameplate_stationed	На посту
nameplate_patrolling	В патруле
nameplate_resting	Отдыхает
nameplate_tired	Устал
nameplate_injured	Ранен
nameplate_unconscious	Без сознания
nameplate_dead	МЕРТВ
nameplate_released	ОСВОБОЖДЕН
nameplate_researching	Исследует
nameplate_overdose	ПЕРЕДОЗИРОВКА
nameplate_starving	ОЧЕНЬ ГОЛОДЕН
nameplate_wounded	ИСТЕКАЕТ КРОВЬЮ


# =============================================================================
# Objectives, Grants
# =============================================================================

objective_feedallprisoners	Накормить всех заключенных
objective_caption_prisoners	Заключенные
objective_caption_meals	Питание
objective_readceosletter	Прочесть письмо директора
objective_actionrequired	Отчеты о происшествиях

objective_deathrowinmates	Состояние заключенных смертников

objective_prisonerintake	Прибытие заключенных
objective_intake_arrivals	*X чел. доставят в *Y
objective_intake_closed	Ваша тюрьма не принимает новых заключенных
objective_intake_closed2	(См. Отчеты -> Заключенные)
objective_intake_closed3	(См. Отчеты -> Прибытие)
objective_intake_specials	Особый перевод:
objective_intake_categories	Категория:
objective_intake_minsec	Общий режим,
objective_intake_medsec	Средний режим,
objective_intake_maxsec	Строгий режим
objective_intake_deathrow	Смертник
objective_intake_typeclosed	Закрыто
objective_intake_typefillcapacity	Заполнить до максимальной вместимости
objective_intake_typetotalprisoners	Заполнить до *X
objective_intake_typenumperday	*X в сутки
objective_intake_typeallavailable	Все доступные
objective_intake_closedstrike	Набор невозможен во время забастовок сотрудников

objective_firstgrant	Получите свой первый грант
objective_firstgrant_description	Получите свой первый денежный грант. Для этого откройте окно отчетов (нажмите кнопку в правой нижней части экрана), выберите вкладку «Гранты» и заберите один из доступных грантов.

objective_builddeliveriesroom	Выбрать зону доставки

objective_outgoing	Ждут освобождения
objective_outgoing_count	Скоро освободятся *X чел.
objective_outgoing_timer	(*X ч.)

objective_visitors	Посетители (08:00–20:00)
objective_visitors_waiting	*X семей ждут свидания
objective_visitors_onsite	В тюрьме *X посетителей в *Y группах

objective_staffexhausted	Уставшие сотрудники
objective_reststaff_exhausted	*X сотрудников устало.
objective_reststaff_resting	(отдыхает *X чел.)
objective_reststaff_needstaffroom	Постройте Комнату персонала.

objective_punishment_solitary	*X чел. в Карцере
objective_punishment_solitary_queue	*X чел. ожидают отправки в Карцер
objective_punishment_solitary_mix	*X чел. в Карцере (*Y ожидают)
objective_punishment_lockdown	*X чел. заперты в камере
objective_incident_medical	*X чел. нуждаются в медпомощи
objective_incident_dead	*X чел. мертвы

objective_prisonerparole	Слушания об УДО
objective_parole_count	*X чел. ждут слушаний об УДО

objective_payment_receivedfull	Оплата: получено *X
objective_payment_receivedpart	Оплата: всего получено *X из *Y

objective_grant_bootstraps	Базовая тюрьма
objective_grant_bootstraps_description	Постройте с нуля работающую тюрьму. Выделенных средств достаточно для постройки самых необходимых сооружений для содержания первых Заключенных.
objective_grant_bootstraps_holdingcell	Построить общую камеру
objective_grant_bootstraps_shower	Построить душевую
objective_grant_bootstraps_yard	Построить двор
objective_grant_bootstraps_kitchen	Построить кухню
objective_grant_bootstraps_canteen	Построить столовую
objective_grant_bootstraps_guard	Нанять не менее двух охранников
objective_grant_bootstraps_chef	Нанять не менее двух поваров

objective_grant_administration	Административный центр
objective_grant_administration_description	Каждой тюрьме требуется действующее административное здание, чтобы содержать управленческие кадры. Этот грант позволит нанять Начальника тюрьмы и Бухгалтера, а также построить кабинеты для них. Кроме того, вы получите доступ ко всей системе федеральных грантов.
objective_grant_administration_offices	Построить два кабинета
objective_grant_administration_warden	Нанять Начальника тюрьмы
objective_grant_administration_accountant_research	Открыть Финансы в меню Бюрократия
objective_grant_administration_accountant	Нанять Бухгалтера

objective_grant_firstcellblock	Тюремный блок A
objective_grant_firstcellblock_description	Ваша тюрьма уже выполняет основные функции. Пришло время построить первый тюремный блок с одиночными камерами и перевести в них заключенных.
objective_grant_firstcellblock_cells	Увеличить вместимость тюрьмы до 15 заключенных

objective_grant_health	Здоровье и благополучие заключенных
objective_grant_health_description	Мы заботимся о физическом и душевном состоянии заключенных. Этот грант позволит построить современное медицинское отделение, нанять докторов и психолога для лечения осужденных.
objective_grant_health_ward	Построить лазарет
objective_grant_health_doctors	Нанять не менее двух докторов
objective_grant_health_psychologist	Нанять психолога (нужен Кабинет)

objective_grant_bailout	Правительственная дотация
objective_grant_bailout_description	Правительство очень недовольно вашей работой, но не хочет терять тюрьму. Оно решило выделить средства налогоплательщиков, чтобы спасти тюрьму от банкротства. Вам следует навести порядок в финансах, обеспечить положительную прибыль (ежедневный доход выше расходов) и погасить банковские займы.
objective_grant_bailout_cashflow	Ежедневный доход выше расходов
objective_grant_bailout_debt	Погасить займы


objective_grant_maintenance	Обслуживание тюрьмы
objective_grant_maintenance_description	Уход за территорией тюрьмы и техническое обслуживание важны как для охраны, так и для безопасности сотрудников и заключенных. Наймите нужный персонал для поддержания порядка и чистоты в тюрьме.
objective_grant_maintenance_research_root	Открыть Техническое обслуживание в меню Бюрократия
objective_grant_maintenance_research_cleaning	Открыть Уборку в меню Бюрократия
objective_grant_maintenance_research_groundskeeping	Открыть Садоводство в меню Бюрократия
objective_grant_maintenance_foreman	Нанять Прораба (нужен Кабинет)
objective_grant_maintenance_janitor	Нанять не менее двух уборщиков
objective_grant_maintenance_gardener	Нанять садовника

objective_grant_visitation	Право на свидание
objective_grant_visitation_description	К соседним тюрьмам уже предъявили иски в связи с нарушением прав заключенных на свидания. Инвесторы не хотят скандала и готовы выдать этот грант для обеспечения необходимых мер.
objective_grant_visitation_room	Построить комнату для свиданий
objective_grant_visitation_tables	Установить не менее трех столов для посетителей
objective_grant_visitation_commonroom	Построить комнату отдыха
objective_grant_visitation_pooltable	Установить бильярдный стол
objective_grant_visitation_tv	Установить не менее двух телевизоров
objective_grant_visitation_phones	Установить не менее пяти таксофонов

objective_grant_basicsecurity	Сертификация охранных мер
objective_grant_basicsecurity_description	Распространенная проблема новых тюрем — низкий уровень безопасности из-за неопытности персонала. Постарайтесь избежать неприятностей на раннем этапе, которые чреваты самыми неприятными последствиями в будущем. Поднимите компетентность охраны до приемлемого уровня.
objective_grant_basicsecurity_chief	Нанять Начальника охраны (нужен Кабинет)
objective_grant_basicsecurity_guards	Нанять десять охранников
objective_grant_basicsecurity_patrols	Отправить трех охранников в патруль
objective_grant_basicsecurity_research	Открыть Патрули в меню Бюрократия

objective_grant_enhancedsecurity	Государственный рейтинг безопасности
objective_grant_enhancedsecurity_description	Правительство предъявляет ряд требований к безопасности тюрем определенного размера и налагает штрафы за их несоблюдение. Пусть у нас не будет с этим проблем.
objective_grant_enhancedsecurity_armoury	Построить Оружейную комнату
objective_grant_enhancedsecurity_kennel	Построить Псарню
objective_grant_enhancedsecurity_guards	Нанять двух Вооруженных охранников
objective_grant_enhancedsecurity_dogs	Нанять двух Кинологов
objective_grant_enhancedsecurity_patroldogs	Отправить двух Кинологов в Патруль с собаками
objective_grant_enhancedsecurity_patrolarmed	Отправить двух Вооруженных охранников в патруль

objective_grant_advancedsecurity	Сверхстрогий режим
objective_grant_advancedsecurity_description	Трудно поддерживать порядок в тюрьме с большим количеством заключенных, но ошибка может стоить гораздо дороже, чем соблюдение должных мер безопасности. Установите необходимое оборудование на территории тюрьмы.
objective_grant_advancedsecurity_guards	Увеличить количество охранников
objective_grant_advancedsecurity_researchcctv	Открыть Наблюдение в меню Бюрократия
objective_grant_advancedsecurity_researchbodyarmour	Открыть Бронежилет в меню Бюрократия
objective_grant_advancedsecurity_researchtazers	Открыть Шокеры в меню Бюрократия
objective_grant_advancedsecurity_office	Построить Пост охраны
objective_grant_advancedsecurity_cctvmonitor	Установить Пульт наблюдения
objective_grant_advancedsecurity_cctvcameras	Установить Видеокамеры в тюрьме

objective_grant_prisonerworkforce	Акклиматизация и занятость заключенных
objective_grant_prisonerworkforce_description	Устраивая заключенных на тюремные работы, вы помогаете им приспособиться к здешним условиям, а также экономите бюджет. Проведите курсы обучения и постройте необходимые объекты для трудоустройства заключенных.
objective_grant_prisonerworkforce_research	Открыть Трудоустройство заключенных в меню Бюрократия
objective_grant_prisonerworkforce_cleaning	Построить Кладовку
objective_grant_prisonerworkforce_laundry	Построить Прачечную
objective_grant_prisonerworkforce_kitchenclass	Трое заключенных должны пройти курс Безопасность и гигиена на кухне
objective_grant_prisonerworkforce_laundryassigned	Устроить трех заключенных на работу в Прачечной
objective_grant_prisonerworkforce_kitchenassigned	Устроить трех заключенных на работу на Кухне
objective_grant_prisonerworkforce_cleaningassigned	Устроить трех заключенных на работу в Кладовке

objective_grant_educationreformprogram	Реформа посредством образовательных программ
objective_grant_educationreformprogram_description	Известная компания проводит масштабное социологическое исследование на тему влияния образования на уровень рецидивной преступности. Постройте классы для обучения наших заключенных.
objective_grant_educationreformprogram_research	Открыть Образование в меню Бюрократия
objective_grant_educationreformprogram_classroom	Построить Класс
objective_grant_educationreformprogram_desks	Установить 20 школьных парт
objective_grant_educationreformprogram_foundationed	Десять заключенных должны пройти Базовый курс обучения
objective_grant_educationreformprogram_generaled	Один заключенный должен пройти Основной курс обучения

objective_grant_prisonlabour	Тюремное производство
objective_grant_prisonlabour_description	Инвесторы хотят увеличить прибыльность тюрьмы. Они готовы вложить средства в постройку мастерских, чтобы труд заключенных начал приносить доход.
objective_grant_prisonlabour_workshop	Построить Мастерскую
objective_grant_prisonlabour_saw	Установить два циркулярных станка
objective_grant_prisonlabour_press	Установить два штамповочных пресса
objective_grant_prisonlabour_reform	Пятеро заключенных должны пройти курс Техника безопасности в мастерской
objective_grant_prisonlabour_plates	Сделать 30 номерных знаков

objective_grant_furnituremanufacturing	Программа обучения плотницкому ремеслу
objective_grant_furnituremanufacturing_description	На курсах плотницкого дела ваши заключенные не только получат ценные навыки, которые пригодятся на свободе, но и научатся делать современную мебель. Ее продажа принесет тюрьме прибыль.
objective_grant_furnituremanufacturing_forestry	Построить Лесопилку
objective_grant_furnituremanufacturing_table	Установить два верстака
objective_grant_furnituremanufacturing_reform	Двое заключенных должны пройти курс Плотницкое дело
objective_grant_furnituremanufacturing_bed	Сделать десять улучшенных кроватей

objective_grant_reducestaffstress	Программа повышения благополучия служащих
objective_grant_reducestaffstress_description	Профсоюзы работников тюрем сообщают о перенапряжении и усталости персонала, из-за чего учащаются ошибки. Постарайтесь, чтобы этого не произошло в вашей тюрьме.
objective_grant_reducestaffstress_staffroom	Построить Комнату персонала
objective_grant_reducestaffstress_freeguards	Освободить от работы по крайней мере пять охранников
objective_grant_reducestaffstress_restedstaff	Ни у одного из сотрудников не должно быть признаков усталости

objective_grant_shortterminvestment	Кратковременный вклад
objective_grant_shortterminvestment_description	Кратковременный вклад в инвестиционный фонд принесет хорошую выручку в будущем.
objective_grant_shortterminvestment_wait	Ждите деньги...

objective_grant_longterminvestment	Долгосрочный вклад
objective_grant_longterminvestment_description	Долгосрочный вклад в инвестиционный фонд принесет солидную прибыль в будущем.
objective_grant_longterminvestment_wait	Ждите деньги...

objective_grant_cellblock50	Тюремный блок Б
objective_grant_cellblock50_description	Пришло время расширить тюрьму.
objective_grant_cellblock50_cells	Увеличить вместимость тюрьмы до 50 заключенных

objective_grant_cellblock100	Тюремный блок В
objective_grant_cellblock100_description	Продолжайте расширять тюрьму, разумно используя землю.
objective_grant_cellblock100_cells	Увеличить вместимость тюрьмы до 100 заключенных

objective_grant_cellblock200	Тюремный блок Г
objective_grant_cellblock200_description	Расширьте тюрьму, чтобы увеличить количество заключенных и привлечь дополнительное государственное финансирование.
objective_grant_cellblock200_cells	Увеличить вместимость тюрьмы до 200 заключенных

objective_grant_cellblock500	Тюремный блок Д
objective_grant_cellblock500_description	В законодательстве предусмотрено множество финансовых льгот для самых больших тюрем. Пора добиться и этой цели.
objective_grant_cellblock500_cells	Увеличить вместимость тюрьмы до 500 заключенных

objective_grant_nutritionresearch	Изучение питания заключенных
objective_grant_nutritionresearch_description	Независимая исследовательская группа готова заплатить за участие в опыте по влиянию тюремного рациона на привычки заключенных.
objective_grant_nutritionresearch_poor	Два дня подавать малое количество и низкое разнообразие пищи один раз в сутки
objective_grant_nutritionresearch_good	Два дня подавать большое количество и высокое разнообразие пищи три раза в сутки

objective_grant_drugsearch	Антинаркотическая операция
objective_grant_drugsearch_description	В последнее время проблема наркомании в больших тюрьмах вызывает бурный резонанс. Займите активную позицию в этом вопросе и покажите, что вы боретесь с распространением наркотиков.
objective_grant_drugsearch_find	Изъять десять наркотиков

objective_grant_contrabandsupply	Разоружение
objective_grant_contrabandsupply_description	Вслед за серией происшествий с применением украденных инструментов в других тюрьмах группа проводит изучение распространения инструментов и оружия в тюрьме. Эта часть исследования предусматривает изъятие у заключенных всех вышеуказанных предметов.
objective_grant_contrabandsupply_tools	Изъять все украденные инструменты
objective_grant_contrabandsupply_weapons	Изъять все украденное оружие

grant_category_completed	Завершено:
grant_category_unlocked	Открыто:
grant_category_cash	Деньги:
grant_category_cashflow	Прибыль:
grant_category_debt	Долг:
grant_category_prisoners	Заключенные:

grant_property_atleast	Не менее *X
grant_property_atmost	Не более *X


# =============================================================================
# Materials
# =============================================================================


object_none	Отсутствует
object_box	Ящик
object_stack	Куча
object_bed	Кровать
object_bunkbed	Двухъярусная кровать
object_crib	Детская кроватка
object_toilet	Туалет
object_table	Стол
object_chair	Стул
object_bench	Лавка
object_electricchair	Электрический стул
object_jaildoor	Решетчатая дверь
object_jaildoorlarge	Большая решетчатая дверь
object_door	Дверь
object_solitarydoor	Дверь карцера
object_staffdoor	Служебная дверь
object_remotedoor	Дверь с дистанционным управлением
object_roadgate	Тюремные ворота
object_jailbars	Тюремное окно
object_window	Окно
object_windowlarge	Большое окно
object_tree	Дерево
object_light	Свет
object_cooker	Плита
object_fridge	Холодильник
object_bin	Мусорный бак
object_sink	Мойка
object_servingtable	Раздаточный стол
object_showerhead	Насадка для душа
object_brick	Кирпич
object_concrete	Бетон
object_steel	Сталь
object_ingredients	Продукты
object_ingredientscooking	Продукты (готовятся)
object_ingredientscooked	Продукты (приготовлены)
object_ingredientsspoiled	Продукты (испорчены)
object_meal	Еда
object_foodtray	Поднос
object_foodtraydirty	Грязный поднос
object_grassturf	Трава
object_prisoneruniform	Тюремная роба
object_dirtyprisoneruniform	Грязная роба
object_crumpledprisoneruniform	Мятая роба
object_bleach	Отбеливатель
object_sheetmetal	Листовой металл
object_licenseplateblank	Заготовка для номерного знака
object_licenseplate	Номерной знак
object_log	Бревно
object_wood	Дерево
object_workman	Рабочий
object_truckdriver	Водитель грузовика
object_guard	Охранник
object_riotguard	ОМОН
object_armedguard	Вооруженный охранник
object_prisoner	Заключенный
object_doctor	Доктор
object_paramedic	Парамедик
object_cook	Повар
object_gardener	Садовник
object_janitor	Уборщик
object_fireman	Пожарный
object_avatar	Аватар
object_actor	Объект
object_visitor	Посетитель
object_executionwitness	Свидетель казни
object_doghandler	Кинолог
object_dog	Сторожевой пес
object_dogcrate	Собачья клетка
object_teacher	Учитель
object_soldier	Солдат
object_sniper	Снайпер
object_warden	Начальник тюрьмы
object_chief	Начальник охраны
object_foreman	Прораб
object_psychologist	Психолог
object_accountant	Бухгалтер
object_lawyer	Адвокат
object_supplytruck	Грузовик с припасами
object_prisonerbus	Автобус с заключенными
object_fireengine	Пожарная машина
object_riotvan	Фургон ОМОНа
object_ambulance	Скорая помощь
object_hearse	Катафалк
object_trooptruck	Грузовик с военными
object_fire	Пожар
object_garbage	Мусор
object_rubble	Щебень
object_bookshelf	Книжная полка
object_officedesk	Офисный стол
object_filingcabinet	Картотека
object_medicalbed	Больничная койка
object_morgueslab	Анатомический стол
object_equipment	Инвентарь
object_prop	Принадлежности
object_dummy	Кукла
object_powerstation	Генератор
object_capacitor	Конденсатор
object_electricalcable	Кабель
object_powerswitch	Рубильник
object_logiccircuit	Логическая схема
object_logicbridge	Логический мост
object_waterpumpstation	Водонасосная станция
object_pipevalve	Вентиль
object_pipelarge	Большая труба
object_pipesmall	Малая труба
object_drain	Слив
object_metaldetector	Металлодетектор
object_weightsbench	Силовой тренажер
object_phonebooth	Таксофон
object_tv	Телевизор
object_largetv	Большой телевизор
object_pooltable	Бильярд
object_polaroid	Полароид
object_cctv	Видеонаблюдение
object_cctvmonitor	Пульт наблюдения
object_laundrymachine	Стиральная машина
object_laundrybasket	Корзина для белья
object_ironingboard	Гладильная доска
object_visitortable	Стол для посетителей
object_visitortablesecure	Кабинка для посетителя
object_workshopsaw	Циркулярный станок
object_workshoppress	Штамповочный пресс
object_carpentertable	Верстак
object_boombox	Бумбокс
object_guardlocker	Шкафчик охранника
object_sofachairsingle	Кресло
object_sofachairdouble	Диван
object_drinkmachine	Автомат с напитками
object_arcadecabinet	Игровой автомат
object_radio	Радиоприемник
object_radiator	Батарея
object_bookshelflarge	Книжная полка
object_weaponrack	Стойка для оружия
object_treestump	Пень
object_schooldesk	Школьная парта
object_superiorbed	Улучшенная кровать
object_doorcontrolsystem	Система управления дверьми
object_phonemonitor	Система прослушки
object_servo	Привод двери
object_doortimer	Таймер двери
object_pressurepad	Датчик давления
object_statuslight	Индикатор состояния
object_wire	Соединить
object_dismantleobject	Разобрать
object_dismantleutility	Демонтировать
object_sellobject	Продать объект
object_canceljobs	Отменить задание
object_showallwires	Показать провода
object_tidywires	Скрыть провода
object_cutscenepolaroid	Кат-сцена — Полароид
object_cutscenecamera	Кат-сцена — Камера
object_cutscenecue	Кат-сцена — Вставка
object_cutscenecaption	Подпись к заставке
object_foodwaste	Пищевые отходы
object_altar	Алтарь
object_pews	Церковная скамья
object_prayermat	Молитвенный коврик
object_paroleofficer	Инспектор по УДО
object_parolelawyer	Адвокат по УДО
object_spiritualleader	Духовный наставник
object_librarybookshelf	Библиотечный шкаф
object_librarybookunsorted	Книги (не рассортированы)
object_librarybooksorted	Книги (рассортированы)
object_sortingtable	Стол библиотекаря
object_ruinedbook	Испорченные книги
object_foodbowl	Питание
object_appealslawyer	Адвокат по апелляции
object_appealsmagistrate	Судья апелляционного суда
object_mailsatchel	Почтовая сумка
object_mailunsorted	Нерассортированная почта
object_mailsorted	Рассортированная почта
object_prisonermail	Посылка
object_prisonermailopened	Посылка (открыта)
object_shopfront	Витрина
object_shopgoods	Товары
object_shopshelf	Полка
object_playmat	Детский коврик
object_guardtower	Сторожевая вышка
object_waterboiler	Водяной котел
object_pipehotwater	Трубопровод горячей воды
object_stafffood	Еда для сотрудников
object_stafffoodboxed	Еда для сотрудников
object_newspaper	Газета
object_strikefire	Протестный пожар


material_none	Отсутствует
material_building	Здание (кирпичное)
material_buildingconcrete	Здание (бетонное)
material_demolish	Снос
material_clearindoorarea	Очистить помещение
material_demolishwalls	Снести стены
material_removetunnels	Засыпать туннель
material_canceljobs	Отменить задание
material_dirt	Земля
material_sand	Песок
material_pavingstone	Брусчатка
material_grass	Трава
material_gravel	Гравий
material_road	Дорога
material_roadmarkings	Дорожная разметка
material_roadmarkingsleft	Дорожная разметка (слева)
material_roadmarkingsright	Дорожная разметка (справа)
material_stone	Камень
material_fence	Ограда
material_concretetiles	Бетонная плита
