
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	Nuevo
victory_advisernotice_bankrupt1	No tenemos más remedio que declararnos en bancarrota y poner la prisión en manos de la administración. Has fracasado.
victory_adviserwarning_wardendeaths1	Se han vuelto conflictivos por trabajar para ti. Estamos  intentando encontrar alcaides que quieran trabajar en la prisión.
victory_adviserwarning_wardendeaths2	Si dejas que otro guardia muera, no tendremos más remedio que despedirte.
victory_advisernotice_wardendeaths1	Has fracasado a la hora de proporcionarles un entorno de trabajo seguro a tus alcaides A la gente le asusta trabajar para ti.
victory_advisernotice_wardendeaths2	No nos queda otra que echarte. Estás despedido.
victory_adviserwarning_reoffenders1	Muchos de los presos que se han puesto en libertad anticipada han reincidido. Esto nos podría causar problemas si no tomamos el control de la situación.
victory_adviserwarning_reoffenders2	Si hay más presos que reincidan tras liberarlos, tú serás el culpable.
victory_advisernotice_reoffenders1	Has puesto en libertad a demasiados criminales peligrosos. No tenemos más remedio que echarte. Has fracasado.
victory_adviserwarning_executions1	Esta es la segunda vez que ejecutas a un preso inocente. La indignación pública es enorme.
victory_adviserwarning_executions2	Si se ejecuta otro preso inocente, tú serás el único responsable.
victory_advisernotice_executions1	Has ejecutado a muchos inocentes. No podemos mantenerte en el puesto. Has fracasado.
victory_advisernotice_InnocentsExecuted1	Acabas de ejecutar a alguien sin seguir los procedimientos y resulta que era inocente. Es una gran violación de la justicia y tú eres el responsable. Estás despedido y, posiblemente, te encarcelarán.
victory_adviserwarning_staffpayrise1	Nuestro personal está descontento con sus condiciones laborales en la prisión y ha amenazado con hacer huelga si no obtiene un aumento de sueldo del 50 %.
victory_adviserwarning_staffstrike1	¡Nuestro personal está en huelga! Estarán dispuestos a volver si obtienen un aumento de sueldo del 50 %.

score_title	CALIFICACIONES DE PRISION
score_reoffendingrate	TASA REINCIDENCIA
score_prisonersreleased	*X presos han sido puestos en libertad
score_minimumprisonersreleased	*X presos deben ser liberados antes de archivar este informe
score_deaths	*X presos murieron en custodia
score_escapes	*X presos se escaparon
score_reoffendingchance	Posibilidad estimada de reincidencia
score_startingreoffendingchance	Estimación de llegada : *X%
score_prisonersparoled	Libertad Condicional anticipada (Reincidentes)
score_prisonersparoled_info	*P (*E%)
score_clemencychance	Probabilidad de clemencia
score_convictionstrength	El Estado ha aprobado la condena
score_prisonersexecuted	Presos ejecutados (inocentes)
score_prisonersexecuted_info	*E (*I)

score_tooltip_punishment	Esta es una calificación de lo bien que se ha castigado al recluso por sus delitos, según lo percibe el público. Pasar un tiempo largo entre rejas es la base de un castigo severo, pero los duros períodos de aislamiento también contarán para ello.\n\nTen en cuenta que un exceso de reforma o tiempo libre se considerará como "debilidad contra el delito" y contará contra la calificación de castigo.\n\nUna buena puntuación de castigo disuadirá al recluso de reincidir al salir.
score_tooltip_reform	Una calificación de lo bien que se ha intentado reformar y rehabilitar al recluso mediante los programas de reforma.\n\nUna puntuación de reforma alta dará al recluso posibilidades mucho mayores de encontrar un buen empleo al salir y, por lo tanto, disminuirá sus posibilidades de reincidencia.\n\nNota: poner a los reclusos a trabajar en la prisión también cuenta para esta calificación.
score_tooltip_health	Un registro de la salud y el bienestar del recluso durante su estancia en tu prisión. El ejercicio al aire libre y la buena alimentación cuentan para ello. Las lesiones sin tratar y el uso de drogas y alcohol cuentan en contra de ello.\n\nUna mala puntuación aumentará las posibilidades de reincidencia, especialmente si el recluso sale de la cárcel con drogodependencias o alcoholismo sin tratar.
score_tooltip_security	Una calificación que representa lo bien encerrado que has mantenido al recluso. Mantener a los reclusos encerrados en sus celdas bajo guardia armada contará considerablemente a favor de ello. Se te penalizará si el recluso participa en peleas, asesinatos o intentos de fuga.\n\nUna puntuación baja indica que el recluso se ha limitado a continuar con su existencia criminal dentro de tu prisión y, por lo tanto, sus posibilidades de reincidencia al salir serán altas.

score_tooltip_reoffendingchance	Estimación de la probabilidad de los presos de reincidir tras salir de prisión. Se tienen en cuenta muchos factores para producir este valor:\n\n- DISMINUCIÓN  de los castigos duros/severos\n- DISMINUCION de programas de reforma exitosos\n- AUMENTO de la falta de salud y de falta de seguridad\n- AUMENTO de adicciones a alcohol y drogas sin tratar\n- AUMENTO de miembros de las pandillas.\n\n\n- La edad del preso es el factor determinante.\n El número de condenas anteriores es un gran indicador.\n- El apoyo familiar puede ser de gran ayuda.
score_tooltip_clemencychance_title	Probabilidad de clemencia
score_tooltip_clemencychance	Probabilidad de que la Junta de Apelaciones le conceda el indulto y conmute la pena de los condenados a muerte. Cada apelación sin éxito disminuye este valor hasta que quede por debajo del Estado Aprobado de Fuerza de Condena, momento en el que se concede autoridad total. Planificar la ejecución antes de este punto resultará en castigos extremos si se descubre que la apelación del preso habría sido aceptada.\n\nSi se tiene clemencia, el preso quedará en libertad inmediatamente (si es inocente) o se transferirá a Máxima Seguridad (si sigue declarado culpable).
score_tooltip_currentchance	Las probabilidades de condena son de  *X%
score_tooltip_clemencywarning	La posibilidad de que a este preso se le conceda el indulto se encuentra actualmente por encima del nivel de seguridad aprobado por el estado. Si continua así, serás el responsable si se descubre más adelante que se le habría concedido clemencia.

experiencefactor_FractionalLockedUp	*X% están encerrados
experiencefactor_FractionalReform	*X% están en programas de reforma
experiencefactor_fractionalWorking	*X% permanecen trabajando
experiencefactor_fractionalsuppressed	*X% están reprimidos
experiencefactor_fractionalinjured	*X% están con lesiones no tratadas
experiencefactor_fractionalintoxicated	*X están intoxicados (drogas/alcohol/abstinencia)
experiencefactor_fractionalmisbehaving	*X% de reclusos con mala conducta
experiencefactor_fractionalarmedguard	*X% están bajo vigilancia armada o reprimidos
experiencefactor_fractionalwellfed	*X% están bien alimentados
experiencefactor_fractionalexercising	*X% están haciendo ejercicio
experiencefactor_fractionalfreetime	*X% tienen en tiempo libre

experiencefactor_passedeasyprograms	Pasados *X programas fáciles
experiencefactor_passedintermediateprograms	Pasados *X programas intermedios
experiencefactor_passedadvancedprograms	Pasados *X programas avanzados
experiencefactor_passedexpertprograms	Pasados *X programas expertos

experiencefactor_YearsServed	*X años servidos
experiencefactor_fights	Involucrados en incidentes violentos
experiencefactor_murders	Cometió asesinato *X veces dentro de tu prisión
experiencefactor_escapeattempts	Intentó fugarse *X veces
experiencefactor_addictions	*X adicciones activas
experiencefactor_gangmembership	Miembro de Pandilla

legend_key	Clave:

needs_graphscale_title	Presos:
needs_graphscale_title_staff	Personal:
needs_key_critical	Crítico
needs_key_high	Alta
needs_key_med	Media
needs_key_satisfied	Satisfecho
needs_key_active	Activo

needs_show_category	Categoría de recluso
needs_show_category_staff	Categoría del personal
needs_show_category_all	Todos los reclusos

contraband_supplyanddemand	Oferta y demanda
contraband_narcotics	Narcóticos
contraband_weapons	Armas
contraband_tools	Herramientas
contraband_luxuries	Lujos
contraband_metal	Metal
contraband_smelly	Maloliente
contraband_rangedweapon	Arma de largo alcance
contraband_improvised	Improvisado

contraband_key_supply	Oferta
contraband_key_demand	Demanda
contraband_log_stolen	ROBADO
contraband_log_position	POSICIÓN
contraband_log_smuggled	DE CONTRABANDO
contraband_log_traded	COMERCIALIZADO
contraband_log_thrown	ARROJADO
contraband_log_hidden	OCULTO
contraband_log_detected	DETECTADO
contraband_log_dog	PERRO
contraband_log_found	ENCONTRADO
contraband_log_owner	PROPIETARIO
contraband_log_arranged	Organizado hace *X horas

gangs_guards	GUARDIAS *X
gangs_soldiers	SOLDADOS *X / *Y MÁX.
gangs_evict	EXPULSAR
gangs_status	*X miembros . *Y abatidos . $*Z

schedule_zone_shared	Compartido
schedule_zone_minseconly	Mín. Seg.
schedule_zone_medseconly	Med. Seg.
schedule_zone_maxseconly	Máx. Seg.
schedule_zone_protectedonly	Prisión provisional
schedule_zone_supermaxonly	Super Máx.
schedule_zone_deathrowonly	Corredor de la muerte
schedule_zone_staffonly	Solo personal
schedule_zone_unlocked	Desbloqueado



# =============================================================================
# Needs / Actions / Bio etc
# =============================================================================

action_poo	Popó
action_wee	Pipí
action_wash	Duchándose
action_relax	Relajándose
action_sleep	Durmiendo
action_nap	Durmiendo la siesta
action_getmeal	Buscando comida
action_sit	Sentado
action_exercise	Haciendo ejercicio
action_liftweights	Levantando pesas
action_phonehome	Llamando a la familia
action_watchtv	Viendo la TV
action_playpool	Jugando al billar
action_stealknife	Actuando sospechosamente
action_stealspoon	Actuando sospechosamente
action_urinate	Orinando
action_soilsuit	Ensuciando la ropa
action_eat	Comiendo
action_complain	Quejándose
action_work	Trabajando
action_visitation	De visita
action_parole	En audiencia de Libertad Condicional
action_none	Ninguna
action_misbehaving	Portándose mal
action_escaping	Escapando
action_destroying	Destruyendo
action_spoiling	Provocando conflicto
action_fighting	Peleando
action_rioting	Amotinamiento
action_hostagetaking	Tomando rehenes
action_reformprogram	En programa de reforma
action_changeclothes	Cambiándose de ropa
action_getbook	Obteniendo libro
action_pray	Rezando
action_shopping	Comprando
action_playinggame	Jugando a un juego

action_foodpoisoning_1	¡Por Dios, que pare ya!
action_foodpoisoning_2	Me voy por las patas
action_foodpoisoning_3	Vomitando por doquier
action_foodpoisoning_4	¿Por qué me pasa esto?
action_foodpoisoning_5	Me muero, literalmente

status_effect_title	=[Efectos de Estado]=
status_effect_none	Ninguna
status_effect_suppressed	Reprimido
status_effect_goodfood	Bien alimentado
status_effect_drunk	Borracho
status_effect_high	Alta
status_effect_withdrawal	En abstinencia
status_effect_tazed	Electrocutado
status_effect_overdosed	Con sobredosis
status_effect_surrendered	Rendido
status_effect_calming	Calmado
status_effect_angst	Cabreado
status_effect_wounded	Sangrando
status_effect_virus	Enfermo
status_effect_virusdeadly	Enfermo
status_effect_overheating	Exceso de calor
status_effect_exposure	Exposición
status_effect_foodpoisoning	Intoxicación alimentaria
status_effect_riledup	Irritación
status_effect_statusswimming	Nadar
status_effect_statusdrowning	Ahogarse

condition_treated	Tratado
condition_needstreating	Necesita tratamiento

experience_totaltime	Tiempo total
experience_misconduct	Mala conducta
experience_lockeddown	Confinamiento
experience_regime	Régimen
experience_sleep	Sueño
experience_work	Trabajo
experience_class	Clase
experience_freetime	Tiempo libre
experience_moodbad	Malo
experience_moodnormal	Normal
experience_moodgood	Bueno
experience_nocondition	Ninguna
experience_kod	KO
experience_hurt	Herido
experience_suppressed	Reprimido
experience_intoxicated	Intoxicado
experience_wellfed	Bien alimentado
experience_exercise	Ejercicio

need_name_nothing	Nada
need_name_bladder	Vejiga
need_name_bowels	Vientre
need_name_sleep	Sueño
need_name_food	Comida
need_name_safety	Seguridad
need_name_hygiene	Higiene
need_name_exercise	Ejercicio
need_name_family	Familia
need_name_recreation	Entretenimiento
need_name_comfort	Comodidad
need_name_environment	Entorno
need_name_privacy	Intimidad
need_name_freedom	Libertad
need_name_clothing	Ropa
need_name_drugs	Drogas
need_name_alcohol	Alcohol
need_name_starving	Hambriento
need_name_spirituality	Espiritualidad
need_name_literacy	Literatura
need_name_babysleep	Sueño [bebé]
need_name_babyplay	Juego [bebé]
need_name_warmth	Calor
need_name_staffbladder	Vejiga
need_name_staffbowels	Vientre
need_name_stafffood	Comida
need_name_staffsafety	Seguridad
need_name_staffrecreation	Entretenimiento
need_name_staffcomfort	Comodidad
need_name_staffenvironment	Ambiente
need_name_staffrest	Descanso
need_name_staffwarmth	Calor
need_name_luxuries	Lujos
needs_locked	(Psicólogo necesario para mostrar las necesidades)
needs_title	=[Necesidades]=

needs_total_prisoners	*X reclusos tienen esta necesidad
needs_total_concerned	A *X reclusos les preocupa esta necesidad
needs_total_desperate	*X reclusos están desesperados por satisfacer esta necesidad
needs_total_angry	*X reclusos están cabreados por no poder satisfacer esta necesidad
needs_total_active	*X reclusos se están encargando actualmente de esta necesidad

needs_total_staff	*X miembros del personal tienen esta necesidad
needs_total_concerned_staff	A *X miembros del personal les preocupa esta necesidad
needs_total_desperate_staff	*X miembros del personal están desesperados por satisfacer esta necesidad
needs_total_angry_staff	*X miembros del personal están cabreados por no poder satisfacer esta necesidad
needs_total_active_staff	*X miembros del personal se están encargando actualmente de esta necesidad

needs_help_bladder	Todo el mundo necesita usar el retrete, hasta los reclusos. No olvides que la mayor parte de tu régimen carcelario es bastante estricta; por ejemplo, no podrán usar el retrete de su celda si donde deberían estar es en la ducha.
needs_help_bowels	Todo el mundo necesita usar el retrete, hasta los reclusos. No olvides que la mayor parte de tu régimen carcelario es bastante estricta; por ejemplo, no podrán usar el retrete de su celda si donde deberían estar es en la ducha.
needs_help_sleep	Los reclusos necesitan dormir. Solo podrán hacerlo en la celda que se les haya asignado y entre las 20:00 y las 8:00 horas. Obviamente, también necesitan una cama.
needs_help_food	Todo el mundo necesita comer, y la mayoría de las personas necesitan hacerlo más de una vez al día. Si descubres que tus cocinas no dan abasto con la demanda, prueba a contratar a más cocineros o añadir más fogones a las cocinas. También puedes ajustar tus políticas sobre comidas en la pestaña de políticas de la ventana de informes.
needs_help_safety	Incluso en la prisión, los reclusos quieren sentirse a salvo. Si hay muchas peleas en tu prisión, o el nivel general de peligro es alto, los reclusos se sentirán menos seguros y podrían contemplar armarse. Si esto se convierte en un problema, intenta aumentar la seguridad de la prisión contratando a más guardias, estableciendo más patrullas o atendiendo las otras necesidades de tus reclusos.
needs_help_hygiene	La mayoría de los reclusos querrán lavarse con frecuencia, sobre todo por las mañanas después de levantarse. El régimen de duchas obligará a aquellos reclusos que no tengan su propia ducha a ir a la sala de duchas más cercana. Si esto se convierte en un problema, contempla ampliar tus instalaciones de duchas o añadir más tiempo libre para que los reclusos puedan ducharse cuando lo necesiten.
needs_help_environment	Los reclusos detestan vivir entre la suciedad y, al haber tantos que usan las mismas instalaciones, todo se puede poner perdido en un instante. Contrata a algunos conserjes o pon a los reclusos a trabajar en armarios de limpieza para evitarlo.
needs_help_privacy	A veces los reclusos quieren pasar un rato solos. El tiempo que pasan en la celda suele ser suficiente, pero los que viven en un dormitorio con muchos otros reclusos no podrán disfrutar de mucha intimidad.
needs_help_clothing	Los reclusos querrán llevar ropa limpia de vez en cuando, aunque siempre sea un traje del mismo color. Si añades una lavandería a la prisión y contratas a conserjes o pones a reclusos a trabajar en ella, contribuirás a hacer realidad este sueño.
needs_help_drugs	Muchos reclusos tienen problemas de drogodependencia; es más: puede que ese sea el motivo de que hayan acabado con sus huesos en la cárcel. Puedes contribuir al tratamiento de este problema organizando un programa de tratamiento de drogodependientes en la enfermería.
needs_help_alcohol	Muchos reclusos sufren la lacra del alcoholismo y harán lo que sea necesario para agenciarse un trago. Puedes intentar ayudarles organizando sesiones de terapia de grupo para alcohólicos.
needs_help_spirituality	Hay un montón de reclusos con creencias religiosas. Puedes permitir la práctica de estas creencias añadiendo bancos o alfombras para la oración a la prisión, pero obtendrás los mejores resultados si construyes una capilla y organizas programas de orientación espiritual, y además con ello ayudarás a mantener más tranquilos en general a los reclusos.
needs_help_warmth	Nadie quiere estar siempre muerto de frío, pero eso a la naturaleza se la trae al pairo. Si añades radiadores a la prisión, los edificios tendrán el calor suficiente para que esto no sea ningún problema.
needs_help_babysleep	Los bebés necesitan dormir más que los reclusos normales. Si alguno de tus reclusos tiene un bebé, asegúrate de tener cunas disponibles para que pueda dormir cuando lo necesite.
needs_help_babyplay	Los bebés necesitan que les hagan caso y los entretengan. Si alguno de tus reclusos tiene un bebé, asegúrate de poner esterillas de juegos en una zona accesible.

needs_help_staffbladder	Incluso tu personal tendrá la necesidad de utilizar los aseos de vez en cuando. Lo harán durante su descanso.
needs_help_staffbowels	Incluso tu personal tendrá la necesidad de utilizar los aseos de vez en cuando. Lo harán durante su descanso.
needs_help_stafffood	El personal necesita comer y podrá hacerlo en los comedores exclusivos de personal o en las salas de empleados. Al personal se le proporcionará una comida distinta, de modo que no tendrán que comer la misma porquería que los reclusos.
needs_help_staffsafety	Incluso trabajando en una prisión, tu personal tiene derecho a protección. Los altos niveles de peligro o peleas constantes harán que tu personal se sienta inseguro, aunque esto puede contrarrestarse de alguna forma a través de guardias mejor equipados.
needs_help_staffrecreation	Tu personal pasa mucho tiempo en la prisión y necesita algún tipo de entretenimiento de vez en cuando. Tener televisiones o una radio en la sala de personal es una forma de proporcionar entretenimiento.
needs_help_staffcomfort	La mayor parte de tu personal se pasa el día de pie; así que, a veces, querrá relajarse. Ofrecerles un sitio agradable en el que sentarse mientras están en sus descansos es una buena forma de aliviar esto.
needs_help_staffenvironment	Ni el personal desea trabajar en una prisión desorganizada, ni los reclusos desean vivir en ella. Mantener la prisión limpia evitará que esto sea un problema.
needs_help_staffrest	Los miembros del personal necesitan hacer descansos durante el día y reponer energías. Prefieren descansar en una sala privada de personal con sofás cómodos.

reputation_title	Reputación
reputation_hidden	(Reputación desconocida)
reputation_hidden_short	???

reputation_legendary	--LEGENDARIO--
reputation_strong	Fuerte
reputation_tough	Resistente
reputation_volatile	Volátil
reputation_snitch	Soplón
reputation_deadly	Mortífero
reputation_stoical	Estoico
reputation_fearless	Sin miedo
reputation_exlaw	Ex agente del orden público
reputation_copkiller	Asesino de policías
reputation_quick	Rápido
reputation_instigator	Instigador
reputation_fighter	Luchador capacitado
reputation_gangmember	Miembro de Pandilla
reputation_federalwitness	Testigo federal
reputation_preacher	Predicador
reputation_connected	Comunicado
reputation_workaholic	Adicto al trabajo
reputation_clean	Limpio
reputation_pickpocket	Carterista
reputation_copycat	Ladrón de identidad
reputation_dangerous	Peligroso
reputation_escapeartist	Artista de fugas

reputation_strong_high	Extremadamente fuerte
reputation_tough_high	Extremadamente resistente
reputation_volatile_high	Extremadamente volátil
reputation_deadly_high	Extremadamente mortífero
reputation_exlaw_high	Ex guardia de prisión
reputation_quick_high	Extremadamente rápido
reputation_fighter_high	Luchador experto
reputation_connected_high	Bien comunicado
reputation_dangerous_high	Extremadamente peligroso

reputation_legendary_high	--LEGENDARIO--
reputation_snitch_high	Soplón
reputation_stoical_high	Estoico
reputation_fearless_high	Sin miedo
reputation_copkiller_high	Asesino de policías
reputation_instigator_high	Instigador
reputation_gangmember_high	Miembro de Pandilla
reputation_federalwitness_high	Testigo federal
reputation_preacher_high	Predicador
reputation_workaholic_high	Adicto al trabajo
reputation_clean_high	Limpio
reputation_pickpocket_high	Carterista
reputation_copycat_high	Ladrón de identidad
reputation_escapeartist_high	Artista de fugas

reputationtooltip_legendary	Este recluso es una leyenda del inframundo criminal y tiene numerosas habilidades y capacidades que lo hacen muy peligroso.
reputationtooltip_strong	Este preso golpea cada vez más fuerte durante las peleas.
reputationtooltip_tough	Este recluso puede soportar un castigo mucho mayor de lo habitual en una pelea. A veces también puede aguantar la descarga de un taser.
reputationtooltip_volatile	Este preso suele dar la primera patada sin previo aviso y sin razón aparente.
reputationtooltip_stoical	A este recluso no le reprimirá el aislamiento. No le molesta en absoluto.
reputationtooltip_snitch	Este recluso es un conocido informante y, por lo tanto, su vida podría correr peligro. Que no se quede solo con otros reclusos demasiado tiempo.
reputationtooltip_deadly	Este preso es un maestro en los movimientos de combate letales, a veces puede matar de un solo golpe.
reputationtooltip_exlaw	Este recluso antes era agente de policía o tenía otra profesión relacionada con el mantenimiento de la ley. Su vida podría correr peligro.
reputationtooltip_copkiller	Este recluso es culpable de asesinar a un agente de policía. Los guardias de la prisión podrían ser incapaces de contenerse al subyugarlo.
reputationtooltip_fearless	A este preso le no intimidan los guardias armados y es poco probable que se rinda durante una pelea.
reputationtooltip_quick	Este preso es un corredor muy rápido.
reputationtooltip_instigator	Este preso contagia su descontento a todos los que están cerca. Cuando causa problemas, los presos cercanos se verán empujados a hacer lo mismo.
reputationtooltip_fighter	Este recluso tiene habilidades de combate defensivo. Puede desarmar a sus rivales en las peleas.
reputationtooltip_gangmember	Este recluso pertenece a una pandilla. Defenderá a los otros miembros de la pandilla y albergará odio contra las pandillas rivales.
reputationtooltip_federalwitness	Este preso es testigo de un caso muy importante y puede ser el objetivo principal a abatir de pandillas o capos.
reputationtooltip_preacher	Este recluso es extremadamente carismático y capaz de convertir a otros a su religión, ofreciéndoles la espiritualidad que necesitan.
reputationtooltip_connected	Este recluso tiene contactos por todas partes, tanto dentro como fuera de la prisión. Pueden pasar contrabando aparentemente salido de la nada.
reputationtooltip_workaholic	Este recluso se siente obligado a trabajar y no parará hasta que no haya nada más que hacer, ignorando el régimen e incluso sus necesidades básicas.
reputationtooltip_clean	Este recluso está obsesionado con la limpieza; como resultado, su necesidad de higiene aumentará en una proporción mucho mayor.
reputationtooltip_copycat	Este recluso puede imitar los comportamientos y acciones de reclusos que están en las inmediaciones, duplicando sus reputaciones.
reputationtooltip_dangerous	Este recluso causa daño a otras personas que se encuentran cerca de él. ¿Cómo? ¿Por qué? ¿Quién sabe?
reputationtooltip_escapeartist	Este recluso es un artista profesional de fugas y se esfuma de las actividades por diversión. Intenta constantemente arrebatar las llaves de la prisión y escaparse.

# =============================================================================
# Nameplate status
# =============================================================================

nameplate_working	Trabajando
nameplate_stationed	Estacionado
nameplate_patrolling	Patrullando
nameplate_resting	Descansando
nameplate_tired	Cansado
nameplate_injured	Herido
nameplate_unconscious	Inconsciente
nameplate_dead	MUERTO
nameplate_released	LIBERADO
nameplate_researching	Investigando
nameplate_overdose	INTOXICADO
nameplate_starving	HAMBRIENTO
nameplate_wounded	SANGRANDO


# =============================================================================
# Objectives, Grants
# =============================================================================

objective_feedallprisoners	Alimentar a todos los presos
objective_caption_prisoners	Reclusos
objective_caption_meals	Comidas
objective_readceosletter	Lee la carta del Director Ejecutivo
objective_actionrequired	Informe de incidentes

objective_deathrowinmates	Estado de los reclusos del corredor de la muerte

objective_prisonerintake	Entrada de presos
objective_intake_arrivals	*X presos llegarán a las *Y
objective_intake_closed	Tu prisión no admite presos nuevos
objective_intake_closed2	(Véase el informe del Preso)
objective_intake_closed3	(Véase el informe de admisión)
objective_intake_specials	Transferencias especiales:
objective_intake_categories	Categorías:
objective_intake_minsec	Mín,
objective_intake_medsec	Normal,
objective_intake_maxsec	Máx
objective_intake_deathrow	Corredor de la muerte
objective_intake_typeclosed	Cerrado
objective_intake_typefillcapacity	Cubrir capacidad
objective_intake_typetotalprisoners	Cubrir hasta *X
objective_intake_typenumperday	*X al día
objective_intake_typeallavailable	Todos los disponibles
objective_intake_closedstrike	Consumo no disponible durante las huelgas del personal

objective_firstgrant	Aceptar tu primera subvención
objective_firstgrant_description	Acepta tu primera subvención abriendo la ventana de informes (para ello, pulsa el botón que se encuentra en la esquina inferior derecha de la pantalla), seleccionando la pestaña de subvenciones y eligiendo una de las que haya disponibles.

objective_builddeliveriesroom	Establecer una zona de entrega

objective_outgoing	Presos para liberar
objective_outgoing_count	Se liberará a *X presos pronto
objective_outgoing_timer	(*X h.)

objective_visitors	Visitantes (8:00 a.m. - 8:00 p.m.)
objective_visitors_waiting	Hay *X familias esperando para visita.
objective_visitors_onsite	Hay *X visitantes en *Y grupos

objective_staffexhausted	Personal exhausto
objective_reststaff_exhausted	*X miembros del personal están agotados.
objective_reststaff_resting	(*X están descansando)
objective_reststaff_needstaffroom	Construye una sala de Personal para que puedan descansar.

objective_punishment_solitary	*X en confinamiento en solitario
objective_punishment_solitary_queue	*X esperando confinamiento en solitario
objective_punishment_solitary_mix	*X en aislamiento (*Y esperando)
objective_punishment_lockdown	*X en confinamiento
objective_incident_medical	*X requieren atención médica
objective_incident_dead	*X cadáveres

objective_prisonerparole	Libertad Condicional del preso
objective_parole_count	*X presos en Libertad Condicional

objective_payment_receivedfull	Pago: *X recibidos
objective_payment_receivedpart	Pago: *X recibidos de un total de *Y

objective_grant_bootstraps	Centro de detención básico
objective_grant_bootstraps_description	Transforma un descampado en una prisión a pleno rendimiento. Este contrato gubernamental te ofrece los fondos necesarios para construir las instalaciones mínimas para tu primer conjunto de presos.
objective_grant_bootstraps_holdingcell	Construye una celda
objective_grant_bootstraps_shower	Construye una ducha
objective_grant_bootstraps_yard	Construye un patio
objective_grant_bootstraps_kitchen	Construye una cocina
objective_grant_bootstraps_canteen	Construye un comedor
objective_grant_bootstraps_guard	Contrata al menos dos guardias
objective_grant_bootstraps_chef	Contrata al menos dos cocineros

objective_grant_administration	Centro de administración
objective_grant_administration_description	Cada proyecto de prisión necesita una administración operativa para asegurar que las cosas funcionen correctamente y para mantener la contabilidad. Este contrato paga un alcaide y a un contable junto con sus oficinas y te dan acceso al sistema federal de subvenciones.
objective_grant_administration_offices	Construye dos oficinas
objective_grant_administration_warden	Contrata a un Alcaide
objective_grant_administration_accountant_research	Desbloquea Finanzas a través de Burocracia
objective_grant_administration_accountant	Contrata a un contable

objective_grant_firstcellblock	Bloque de celdas A
objective_grant_firstcellblock_description	Lo básico ya está listo. Es el momento de construir tu primer bloque de celdas y transferir a los presos disponibles a sus propias celdas.
objective_grant_firstcellblock_cells	Aumenta la capacidad a 15 presos.

objective_grant_health	Salud y bienestar
objective_grant_health_description	La salud  mental y física de nuestros reclusos es muy importante. Esta subvención te facilita la construcción de un centro médico de alta tecnología y la contratación de médicos y psicólogos que atiendan las necesidades de salud de los reclusos.
objective_grant_health_ward	Construye un centro médico
objective_grant_health_doctors	Contrata a al menos dos médicos
objective_grant_health_psychologist	Contrata a un psicólogo (Necesita una oficina)

objective_grant_bailout	Rescate del gobierno
objective_grant_bailout_description	El gobierno está tremendamente descontento con tu rendimiento pero ha decidido que tu prisión es demasiado grande para dejar que se quiebre. Se rescatará la prisión de la bancarrota con fondos públicos. Sin embargo, tienes que equilibrar sus cuentas y devolverle a la prisión su flujo de caja positivo (ingresos diarios más altos que los gastos) y saldar tus deudas con el banco.
objective_grant_bailout_cashflow	Ingresos superiores a los gastos
objective_grant_bailout_debt	Salda tus deudas


objective_grant_maintenance	Mantenimiento de la prisión
objective_grant_maintenance_description	El cuidado general y el mantenimiento de la prisión y sus terrenos son importantes tanto para la seguridad como para la protección del personal y los reclusos. Contrata al personal necesario para mantener la prisión limpia y ordenada.
objective_grant_maintenance_research_root	Desbloquea Mantenimiento a través de Burocracia
objective_grant_maintenance_research_cleaning	Desbloquea Limpieza a través de Burocracia
objective_grant_maintenance_research_groundskeeping	Desbloquea terrenos a través de Burocracia
objective_grant_maintenance_foreman	Contrata a un Capataz (Necesita una Oficina).
objective_grant_maintenance_janitor	Contrata a al menos dos conserjes
objective_grant_maintenance_gardener	Contrata a un jardinero

objective_grant_visitation	Derechos de visita
objective_grant_visitation_description	Otros centros de la región se están enfrentando a acciones legales por privar a los presos de sus derechos de visita. Los inversores no quieren un escándalo y proponen esta subvención para asegurar unas instalaciones adecuadas.
objective_grant_visitation_room	Construye una sala de visitas
objective_grant_visitation_tables	Añade al menos tres mesas para visitantes
objective_grant_visitation_commonroom	Construye una sala de estar
objective_grant_visitation_pooltable	Añade una mesa de billar
objective_grant_visitation_tv	Añade al menos dos teles
objective_grant_visitation_phones	Construye al menos cinco cabinas telefónicas

objective_grant_basicsecurity	Certificación del Procedimiento de Seguridad
objective_grant_basicsecurity_description	Un error común en las prisiones nuevas son los fallos de seguridad por la falta de experiencia del personal de las instalaciones. Asegúrate de que no hay contratiempos iniciales que puedan dañar el historial en el futuro aumentando la seguridad a un nivel aceptable.
objective_grant_basicsecurity_chief	Contrata a un Jefe de Seguridad (Necesita  una Oficina)
objective_grant_basicsecurity_guards	Contrata a diez guardias
objective_grant_basicsecurity_patrols	Asigna a tres guardias para patrullar las rutas
objective_grant_basicsecurity_research	Desbloquea Patrullas a través de Burocracia

objective_grant_enhancedsecurity	Calificaciones de Seguridad Gubernamentales
objective_grant_enhancedsecurity_description	El Gobierno impone ciertos requisitos en materia de seguridad para las prisiones de cierto tamaño y aplica grandes multas a los que se quedan cortos. Asegúrate de que no te pase a ti.
objective_grant_enhancedsecurity_armoury	Construye una Armería
objective_grant_enhancedsecurity_kennel	Construye una Perrera
