
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	Yeni
reports_staffpaytitle	Personel Maaşı
reports_payup	%10 Maaş Zammı
reports_paydown	%10 Maaş Kesintisi
reports_payrisepercent	Toplam Maaş Artışı: %*X
reports_perday	Gün başına

job_construct	*X İnşa Et
job_installobject	*X Yerleştir
job_installobjectinroom	*Y içinde *X Yerleştir
job_moveobject	*X'i Taşı
job_moveobjecttoroom	*X'i *Y'e Taşı
job_loadobjectinto	*X'i *Y'ye Yükle
job_storeobject	*X'i *Y'de Depola
job_dismantleobject	*X'i Parçala
job_dumpobject	*X'i At
job_repairobject	*X'i Tamir Et
job_operateequipment	*X'i Çalıştır
job_escortprisoner	Mahkuma *X'na kadar eşlik et
job_punishprisoner	Mahkuma İşlem Uygula
job_searchobject	*X'i Ara
job_searchentity	Mahkumu Ara
job_searchingentity	Mahkum Aranıyor
job_searchcell	Hücreyi Ara
job_searchcellblock	Hücre Bloğunu Ara
job_searchtoilets	Tuvaletleri Ara
job_improvecellindoor	İç bölgeyi temizle
job_improvecelloutdoor	Dış bölgeyi bahçıvana ver
job_opendoor	Kilitli Kapıyı Aç
job_giveuniform	Mahkum Kıyafeti Ver
job_failurecount	*X defa başarısız oldu
job_feedprisoner	Mahkumu Besle
job_healprisoner	Mahkumu İyileştir
job_delivermail	Postayı Teslim Et

finances_title	Mali Durum
finances_income	Gelir
finances_expenses	Masraflar
finances_total	Toplam
finances_profit	Net
finances_timewithoutincident	(*X gün)
finances_dailyincome	*X / gün

finances_category_federalgrant	Devlet Hibesi
finances_category_minsecprisoners	Min Güv Mahkum Hibesi
finances_category_medsecprisoners	Standart Mahkum Hibesi
finances_category_maxsecprisoners	Maks Güv Mahkum Hibesi
finances_category_prisoners	Mahkum Hibesi
finances_category_workmen	İşçi Maaşları
finances_category_guards	Gardiyan Maaşları
finances_category_admin	Yönetici Maaşları
finances_category_staff	Personel Maaşları
finances_category_food	Mahkum Yiyecekleri
finances_category_stafffood	Personel Yiyecekleri
finances_category_electricity	Elektrik
finances_category_workshops	Atölyeler
finances_category_upkeep	Genel Bakım
finances_category_loaninterest	Kredi Faizi
finances_category_reformprogs	Islah Programları
finances_category_noincident	Olaysız Gün
finances_category_exports	Dışsatımlar (dün)
finances_category_corptax	Kurumsal Vergiler
finances_category_prisonerwages	Mahkum Maaşları (dün)
finances_category_shoprevenue	Mağaza Geliri (dün)

reports_foodtitle	Beslenme Politikası
meal_quantity	Yemek Kalitesi
meal_variety	Yemek Çeşitliliği
meal_cost	Mahkum Başına Maliyet

reports_otherpolicytitle	Diğer Politikalar
parole_title	Şartlı Tahliye Oranı
parole_desc	Eğer bir mahkumun tekrar suç işleme oranı bu değerden daha düşükse, şartlı tahliye duruşmasının sonunda tahliye edilir.
parole_fine	Mahkum Tekrar Suç İşleme Cezası
parole_reward	Erken Tahliye Mahkum Ödülü

reports_staffbreaktitle	Personel Mola Politikası

victory_title	BELGELEME

victory_PrisonValue	Hapishane Değeri
victory_Income	Günlük Karlar
victory_Prisoners	Kapasite
victory_PrisonersReleased	Tahliye edilen mahkumlar
victory_prisonersdied	Gözaltındayken Ölüm
victory_prisonersescaped	Firar Eden Mahkumlar
victory_Bankrupt	İflas
victory_Riot	Kontrolsüz\nİsyan
victory_TooManyDeaths	Cezai\nİhmal
victory_TooManyEscapes	Güvenlik\nFelaketi
victory_failure	BAŞARISIZ
victory_warning	UYARI
victory_remaining	kalan
victory_death	ÖLÜMLER
victory_escapes	FİRARLAR
victory_counter	(*X bugün)
victory_executions	Yasadışı İnfazlar
victory_innocentsexecuted	İnfaz Edilen Masum Mahkum
victory_staffdeaths	Personel Ölümleri
victory_staffpayrise	Personel Mutsuz
victory_staffstrike	Personel Grevde

victory_warning_bankrupt	Mali felaketi önlemek için 24 saatin var.
victory_warning_riot	Bu isyanı kısa sürede bastıramazsan devletimiz kontrolü eline alacak.
victory_warning_toomanydeaths	Eğer bugün daha fazla ölüm olursa hakkında adli takibat başlatılacak.
victory_warning_toomanyescapes	Eğer bugün daha fazla firar olursa kovulacaksın.
victory_warning_executions	Bir başka suçsuz mahkum daha idam edilirse kovulacaksın.
victory_warning_staffpayrise	Maaşlar artmazsa personelin grev yapacak.
victory_warning_staffstrike	Personelin grevde!
victory_warning_staffonstrike	Personel greve gitti; gardiyan gücümüzün yaklaşık %90'ını kaybettik! Eğer maaşlarını bir gün içinde artırmazsak, birçoğu istifa etmekle tehdit ediyor.

victory_prisoners_units	Yerler
victory_prisonersreleased_units	Tahliye Edilenler
victory_toomanydeaths_units	Ölümler
victory_toomanyescapes_units	Firarlar
victory_executions_units	Suçsuz Mahkumların İdamı
victory_staffpay_units	Teklif Edilen Artış

victory_prisonersparoled	Şartlı Tahliye Edilen Mahkumlar
victory_prisonersreoffended	Tekrar Suç İşleyen Mahkumlar

victory_adviserwarning_toomanydeaths1	Dün, bu hapishanenin çok karanlık bir günü olarak tarihe geçti. Birçok insan burada hayatını kaybetti.
victory_adviserwarning_toomanydeaths2	Bugün başkalarının ölmesini önle, aksi halde cezai ihmal dolayısıyla hakkında adli takibat başlatılacak.
victory_advisernotice_toomanydeaths1	Uyarmadı deme. Burada son yaşanan olaylarda cezai ihmal dolayısıyla suçlu bulundun.
victory_advisernotice_toomanydeaths2	Suçunun cezası olarak önümüzdeki on yılı hapishanede geçireceksin. Kendi hapishanen. Boş şans.
victory_adviserwarning_riot1	Hapishanen kontrolden çıktı. Bu isyanı şimdi bastır, aksi halde devlet zorla müdahale edecek ve hapishanede kontrolü sağlayacak.
victory_advisernotice_riot1	Bu isyanı kontrol edemedin. Devlet hapishane sözleşmemizi feshetti ve şimdi hapishaneyi geri almak için milli muhafızları gönderiyor.
victory_adviserwarning_toomanyescapes1	Burada bir Halkla İlişkiler felaketi yaşıyoruz. Son zamanlarda pek çok mahkum firar etti ve bu senin hatan.
victory_adviserwarning_toomanyescapes2	Bu mekanı kilitle ve birilerinin kaçmasını önle, aksi halde basının manşetlerinde yer alacaksın.
victory_advisernotice_toomanyescapes1	Başarısız oldun. Bu hapishane basında alay konusu oldu ve günah keçisi arıyorlar.
victory_advisernotice_toomanyescapes2	O günah keçisi de sensin. Kovuldun.
victory_adviserwarning_bankrupt1	İflas ettik! Başarısız yönetimin, mali çöküşümüze yol açtı.
victory_adviserwarning_bankrupt2	Bunu düzeltmek için kısa sürede bir yol bul, yoksa kovulacaksın.
victory_advisernotice_bankrupt1	İflasımızı ilan edip hapishaneyi yönetime bırakmaktan başka seçeneğimiz yok. Başarısız oldun.
victory_adviserwarning_wardendeaths1	Senin çalışman artık çok tehlikeli hale geldi. Hapishanede çalışmak isteyen müdürler bulmaya çabalıyoruz.
victory_adviserwarning_wardendeaths2	Eğer bir müdürün daha ölmesine göz yumarsan, seni kovmaktan başka seçeneğimiz olmayacak.
victory_advisernotice_wardendeaths1	Müdürlerin için güvenli bir çalışma ortamı sağlayamadın. Herkes seninle çalışmaktan korkuyor.
victory_advisernotice_wardendeaths2	İşine son vermekten başka seçeneğimiz yok. Kovuldun.
victory_adviserwarning_reoffenders1	Erken tahliye ettiğin pek çok mahkum yeni suç işlemeye devam etti. Durumu kontrol altına alamazsak bize pahalıya mal olacak.
victory_adviserwarning_reoffenders2	Eğer tahliyenin ardından çok sayıda mahkum yeniden suç işlerse, suçlanacak tek kişi sen olacaksın.
victory_advisernotice_reoffenders1	Pek çok tehlikeli suçluyu dünyaya salıverdin. İşine son vermekten başka seçeneğimiz yok. Başarısız oldun.
victory_adviserwarning_executions1	İkinci kez bir masum mahkumu ölüme gönderdin. İnsanların öfkesi çok büyük.
victory_adviserwarning_executions2	Eğer bir masum mahkum daha infaz edilirse, ondan sen sorumlu tutulacaksın.
victory_advisernotice_executions1	Pek çok masum insanın infazına izin verdin. Bu hapishaneyi daha fazla işletmene izin veremeyiz. Başarısız oldun.
victory_advisernotice_InnocentsExecuted1	İlgili prosedürleri takip etmeden birini infaz ettin ve onların masum oldukları ortaya çıktı. Bu büyük bir adli yanlış ve sorumlusu sensin. Kovuldun ve muhtemelen hapse sen gireceksin.
victory_adviserwarning_staffpayrise1	Personelimiz hapishanedeki çalışma koşullarından mutsuz ve %50 zam alamazsa greve gitmekle tehdit ediyor.
victory_adviserwarning_staffstrike1	Personelimiz grevde! %50'lik maaş zammı alırlarsa geri dönmeye hazırlar.

score_title	HAPİSHANE DERECELENDİRMESİ
score_reoffendingrate	TEKRAR SUÇ İŞLEME ORANI
score_prisonersreleased	*X mahkum tahliye edildi
score_minimumprisonersreleased	Bu raporun düzenlenebilmesi için *X mahkum tahliye edilmeli
score_deaths	*X mahkum gözaltındayken öldü
score_escapes	*X mahkum firar etti
score_reoffendingchance	Tahmini Tekrar Suç İşleme Şansı
score_startingreoffendingchance	Tahmini varış: %*X
score_prisonersparoled	Erken Şartlı Tahliye (Tekrar Suç İşledi)
score_prisonersparoled_info	*P (%*E)
score_clemencychance	Merhamet İhtimali
score_convictionstrength	Devlet Onaylı Mahkum Etme Gücü
score_prisonersexecuted	İnfaz Edilen Mahkumlar (Masum)
score_prisonersexecuted_info	*E (*I)

score_tooltip_punishment	Bu kısım, kamunun algıladığı biçimiyle mahkumun suçları için ne kadar iyi cezalandırdığını derecelendirir. Hapishanede uzun bir süre geçirmek, güçlü bir cezalandırmanın temelidir ancak tek başına hapis yatarak geçirilen zor zamanlar da sayılır.\n\nÇok fazla ıslah veya boş zamanın "suça karşı yumuşama" olarak görüleceğini ve cezalandırma derecesinin aleyhine işleyeceğini de unutmayın.\n\nGüçlü bir cezalandırma puanı, serbest bırakıldıktan sonra mahkumu tekrar suç işlemekten alıkoyacaktır.
score_tooltip_reform	Ne kadar iyi ıslah etmeye çalıştığına ve bu mahkumu Islah programlarını kullanarak ne kadar iyi rehabilite etmeye çalıştığına yönelik derecelendirme.\n\nYüksek bir ıslah puanı, mahkumun serbest bırakıldıktan sonra gerçek bir iş bulma şansını artırır ve bu nedenle tekrar suç işleme ihtimalini azaltır.\n\nNot: Mahkumlarını hapishane çevresinde çalıştırmak da buna katkı sağlayacaktır.
score_tooltip_health	Mahkumların hapishanede kaldıkları süre boyunca sağlık ve esenlik durumlarının kaydı. Açık hava egzersizi ve iyi yiyecek buna katkı sağlayacaktır. Tedavi edilmeyen yaralanmalar, uyuşturucu ve alkol kullanımı bu puanı düşürecektir.\n\nBuradaki düşük bir puan, özellikle de eğer mahkum tedavi edilmemiş bir uyuşturucu veya alkol bağımlılığıyla serbest bırakılırsa, mahkumların yeniden suç işleme ihtimallerini artırır.
score_tooltip_security	Bu mahkumu ne kadar güvenli şekilde kilit altında tuttuğunu gösteren derecelendirme. Mahkumları, silahlı gardiyan gözetiminde hücrelerinde kilit altında tutmak, bu puana büyük bir katkı sağlayacaktır. Eğer mahkum kavgalara, cinayetlere veya kaçma teşebbüslerine karışırsa ceza alırsın.\n\nDüşük bir puan, mahkumun senin hapishanendeyken de suç işlemeye devam ettiğine işaret eder ve bu nedenle, ayrıldıklarında yeniden suç işleme ihtimalleri de yüksek olacaktır.

score_tooltip_reoffendingchance	Mahkumların tahliye olduktan sonra, tahmini bir tekrar suç işleme ihtimalini gösterir. Bu değeri oluşturmak için pek çok etken hesaba katılmaktadır:\n\n- AZALTIR Sert/güçlü cezalar\n- AZALTIR Başarılı ıslah programları\n- ARTIRIR Yetersiz sağlık ve güvenlik\n- ARTIRIR Tedavi edilmeyen uyuşturucu ve alkol bağımlılığı\n- ARTIRIR Çete üyeliği\n\n\n- Mahkumun yaşı büyük bir etkendir.\n- Önceki mahkumiyetinin sayısı güçlü bir göstergedir.\n- Destekleyen büyük bir ailenin yardımı dokunabilir.
score_tooltip_clemencychance_title	Merhamet İhtimali
score_tooltip_clemencychance	Temyiz Kurulunun merhamet gösterme ve mahkumların ölüm hücresi cezasını hafifletme ihtimalidir. Her bir başarısız temyiz, işlem için tam yetki verilen Devlet Onaylı Mahkum Etme Gücü altına gelene kadar bu değeri düşürür. Eğer sonradan mahkumun temyizi başarılı bulunursa, bu nokta öncesinde infazı planlamak son derece ağır cezalara yok açar.\n\nEğer merhamet gösterilirse, (masum bulunması durumunda) mahkum hemen tahliye edilir ya da (hala suçlu bulunması durumunda) Maksimum Güvenlikli yere aktarılır.
score_tooltip_currentchance	Devlet Onaylı Mahkum Etme Gücü %*X
score_tooltip_clemencywarning	Bu mahkuma merhamet gösterilme ihtimali şu anda Devlet Onaylı güvenlik seviyesinin üzerinde. Eğer bu infaza devam edersen, mahkuma ileride merhamet gösterilmesi durumunda, sorumlu sen tutulacaksın.

experiencefactor_FractionalLockedUp	%*X hapiste kalma
experiencefactor_FractionalReform	%*X ıslah programlarında kalma
experiencefactor_fractionalWorking	%*X çalışmada kalma
experiencefactor_fractionalsuppressed	%*X baskı altında kalma
experiencefactor_fractionalinjured	%*X tedavi edilmeyen yara ile kalma
experiencefactor_fractionalintoxicated	%*X kendinden geçme (uyuşturucu/alkol/bırakma)
experiencefactor_fractionalmisbehaving	%*X kötü davranışta kalma
experiencefactor_fractionalarmedguard	%*X silahlı gardiyan veya baskı altında kalma
experiencefactor_fractionalwellfed	%*X iyi beslenmiş kalma
experiencefactor_fractionalexercising	%*X egzersizle kalma
experiencefactor_fractionalfreetime	%*X boş zamanda kalma

experiencefactor_passedeasyprograms	*X basit program geçildi
experiencefactor_passedintermediateprograms	*X orta düzey program geçildi
experiencefactor_passedadvancedprograms	*X gelişmiş program geçildi
experiencefactor_passedexpertprograms	*X uzman program geçildi

experiencefactor_YearsServed	*X yıl yattı
experiencefactor_fights	Şiddet olaylarına karıştı
experiencefactor_murders	Hapishanende *X defa cinayet işledi
experiencefactor_escapeattempts	*X defa firar etmeye çalıştı
experiencefactor_addictions	*X etkin bağımlılık
experiencefactor_gangmembership	Çete Üyesi

legend_key	Anahtar:

needs_graphscale_title	Mahkumlar:
needs_graphscale_title_staff	Personel:
needs_key_critical	Kritik
needs_key_high	Yüksek
needs_key_med	Orta
needs_key_satisfied	Memnun
needs_key_active	Etkin

needs_show_category	Mahkum Kategorisi
needs_show_category_staff	Personel Kategorisi
needs_show_category_all	Tüm Mahkumlar

contraband_supplyanddemand	Arz ve Talep
contraband_narcotics	Uyuşturucular
contraband_weapons	Silahlar
contraband_tools	Araçlar
contraband_luxuries	Lüks Mallar
contraband_metal	Metal
contraband_smelly	Kokuşmuş
contraband_rangedweapon	Menzilli Silah
contraband_improvised	Hazırlıksız

contraband_key_supply	Arz
contraband_key_demand	Talep
contraband_log_stolen	ÇALINTI
contraband_log_position	KONUM
contraband_log_smuggled	KAÇAK
contraband_log_traded	TAKAS EDİLMİŞ
contraband_log_thrown	ATILMIŞ
contraband_log_hidden	GİZLENMİŞ
contraband_log_detected	YAKALANMIŞ
contraband_log_dog	KÖPEK
contraband_log_found	BULUNMUŞ
contraband_log_owner	SAHİBİ
contraband_log_arranged	*X saat önce ayarlandı

gangs_guards	GARDİYANLAR *X
gangs_soldiers	ASKERLER *X / *Y MAKS.
gangs_evict	TAHLİYE ET
gangs_status	*X Üye . *Y Cinayet . $*Z

schedule_zone_shared	Ortak
schedule_zone_minseconly	Min Güv
schedule_zone_medseconly	Ort Güv
schedule_zone_maxseconly	Maks Güv
schedule_zone_protectedonly	Korumalı Gözaltı
schedule_zone_supermaxonly	Süper Maks
schedule_zone_deathrowonly	Ölüm Hücresi
schedule_zone_staffonly	Sadece Personel
schedule_zone_unlocked	Kilidi Açık



# =============================================================================
# Needs / Actions / Bio etc
# =============================================================================

action_poo	Kaka Yapıyor
action_wee	Çiş Yapıyor
action_wash	Duş Alıyor
action_relax	Dinleniyor
action_sleep	Uyuyor
action_nap	Şekerliyor
action_getmeal	Yemek Alıyor
action_sit	Oturuyor
action_exercise	Egzersiz Yapıyor
action_liftweights	Ağırlık Kaldırıyor
action_phonehome	Ailesine Telefon Açıyor
action_watchtv	TV İzliyor
action_playpool	Bilardo Oynuyor
action_stealknife	Şüpheli Davranıyor
action_stealspoon	Şüpheli Davranıyor
action_urinate	İşiyor
action_soilsuit	Elbisesini Kirletiyor
action_eat	Yemek Yiyor
action_complain	Şikayet Ediyor
action_work	Çalışıyor
action_visitation	Görüş Gününde
action_parole	Şartlı Tahliye Duruşmasında
action_none	Hiçbiri
action_misbehaving	Kötü Davranıyor
action_escaping	Firar Ediyor
action_destroying	Tahrip Ediyor
action_spoiling	Bozuyor
action_fighting	Kavga Ediyor
action_rioting	İsyan Ediyor
action_hostagetaking	Rehin Alıyor
action_reformprogram	Islah Programı
action_changeclothes	Elbisesini Değiştiriyor
action_getbook	Kitap Alıyor
action_pray	Dua Ediyor
action_shopping	Alışveriş Yapıyor
action_playinggame	Oyun Oynuyor

action_foodpoisoning_1	Tanrım, lütfen bitsin artık
action_foodpoisoning_2	Her şeyi çıkarıyor
action_foodpoisoning_3	Her yere kusuyor
action_foodpoisoning_4	Neden oluyor bu
action_foodpoisoning_5	Kelimenin tam manasıyla ölüyor

status_effect_title	=[Durum Etkileri]=
status_effect_none	Hiçbiri
status_effect_suppressed	Baskı Altında
status_effect_goodfood	İyi Beslenmiş
status_effect_drunk	Sarhoş
status_effect_high	Yüksek
status_effect_withdrawal	Geri Çekilmiş
status_effect_tazed	Şokta
status_effect_overdosed	Aşırı Doz Almış
status_effect_surrendered	Teslim Olmuş
status_effect_calming	Sakinleşiyor
status_effect_angst	Sinirli
status_effect_wounded	Kan Kaybediyor
status_effect_virus	Hasta
status_effect_virusdeadly	Hasta
status_effect_overheating	Aşırı Isınma
status_effect_exposure	Maruz Kalma
status_effect_foodpoisoning	Gıda Zehirlenmesi
status_effect_riledup	Sinirli
status_effect_statusswimming	Yüzüyor
status_effect_statusdrowning	Boğuluyor

condition_treated	Tedavi Edilmiş
condition_needstreating	Tedaviye İhtiyacı Var

experience_totaltime	Toplam Süre
experience_misconduct	Kötü Davranış
experience_lockeddown	Tecrit
experience_regime	Rejim
experience_sleep	Uyku
experience_work	İş
experience_class	Sınıf
experience_freetime	Serbest Zaman
experience_moodbad	Kötü
experience_moodnormal	Normal
experience_moodgood	İyi
experience_nocondition	Hiçbiri
experience_kod	Öldü
experience_hurt	Yaralandı
experience_suppressed	Baskı Altında
experience_intoxicated	Kendinden Geçmiş
experience_wellfed	İyi Beslenmiş
experience_exercise	Egzersiz

need_name_nothing	Hiçbir şey
need_name_bladder	İdrar Kesesi
need_name_bowels	Kalın Bağırsak
need_name_sleep	Uyku
need_name_food	Yiyecek
need_name_safety	Güvenlik
need_name_hygiene	Hijyen
need_name_exercise	Egzersiz
need_name_family	Aile
need_name_recreation	Dinlenme
need_name_comfort	Konfor
need_name_environment	Çevre
need_name_privacy	Mahremiyet
need_name_freedom	Özgürlük
need_name_clothing	Giyim
need_name_drugs	Uyuşturucu
need_name_alcohol	Alkol
need_name_starving	Açlıktan Ölüyor
need_name_spirituality	Maneviyat
need_name_literacy	Okuryazarlık
need_name_babysleep	[Bebek] Uykusu
need_name_babyplay	[Bebek] Oyunu
need_name_warmth	Sıcaklık
need_name_staffbladder	İdrar Kesesi
need_name_staffbowels	Kalın Bağırsak
need_name_stafffood	Yiyecek
need_name_staffsafety	Güvenlik
need_name_staffrecreation	Dinlenme
need_name_staffcomfort	Konfor
need_name_staffenvironment	Çevre
need_name_staffrest	İstirahat
need_name_staffwarmth	Sıcaklık
need_name_luxuries	Lüks Mallar
needs_locked	(İhtiyaçları Görmek İçin Psikolog Gerekli)
needs_title	=[İhtiyaçlar]=

needs_total_prisoners	*X Mahkum bu ihtiyaca sahip
needs_total_concerned	*X Mahkum bu ihtiyaç konusunda endişeli
needs_total_desperate	*X Mahkum, umutsuzca bu ihtiyacın karşılanmasını istiyor
needs_total_angry	*X Mahkum, bu ihtiyacı karşılayamadığı için öfkeli
needs_total_active	*X Mahkum şu an bu ihtiyaçla başa çıkmaya çalışıyor

needs_total_staff	*X Personel bu ihtiyaca sahip
needs_total_concerned_staff	*X Personel bu ihtiyaç konusunda endişeli
needs_total_desperate_staff	*X Personel umutsuzca bu ihtiyacın karşılanmasını istiyor
needs_total_angry_staff	*X Personel bu ihtiyacı karşılayamadığı için öfkeli
needs_total_active_staff	*X Personel şu an bu ihtiyaçla başa çıkmaya çalışıyor

needs_help_bladder	Herkes tuvalet kullanmaya ihtiyaç duyar, mahkumlar bile. Hapishane Düzeninin çoğunun oldukça katı olduğunu unutma - örneğin eğer duş odasında olmaları gerekiyorsa, hücrelerindeki tuvaleti kullanamazlar.
needs_help_bowels	Herkes tuvalet kullanmaya ihtiyaç duyar, mahkumlar bile. Hapishane Düzeninin çoğunun oldukça katı olduğunu unutma - örneğin eğer duş odasında olmaları gerekiyorsa, hücrelerindeki tuvaleti kullanamazlar.
needs_help_sleep	Mahkumların uykuya ihtiyacı var. Mahkumlar sadece yerleştirildikleri hücrelerde ve akşam 8 ile sabah 8 arasında uyuyabilir. Açıkçası, bir de yatağa ihtiyaçları var.
needs_help_food	Herkesin yemek yemeye ihtiyacı var ve çoğu insanın günde bir seferden fazla yemeye ihtiyacı var. Mutfaklarının talebe yetişemeyeceğini fark edersen, daha fazla Aşçıyı işe almaya ya da Mutfaklarına daha fazla Aşçı eklemeye çalış. Rapor penceresindeki Politikalar sekmesinden, yiyecek politikalarının üzerinde ufak düzeltmeler yapabilirsin.
needs_help_safety	Hapishanedeyken bile Mahkumların kendilerini güvende hissetmek ister. Eğer hapishanende çok fazla kavga oluyorsa ya da genel tehlike seviyesi yüksekse, mahkumlar daha az güvende hisseder ve silahlanmayı düşünebilir. Eğer bu bir problem haline geliyorsa, daha fazla Gardiyan işe alarak, daha fazla devriye oluşturarak ya da Mahkumlarının diğer ihtiyaçlarını karşılayarak hapishanendeki güvenliği artırmayı dene.
needs_help_hygiene	Çoğu Mahkum, özellikle sabahları uyandıktan sonra, düzenli olarak duş almak ister. Banyo düzeni, kendi kişisel Duşu olmayan mahkumları en yakın Duş odasına gitmeye zorlayacaktır. Eğer bu bir problem haline gelirse, Düş olanaklarını genişletmeyi ya da daha fazla Serbest Zaman eklemeyi düşün, böylece Mahkumlar ihtiyaç duydukça duş alabilir.
needs_help_environment	Mahkumlar kirli koşullarda yaşamaktan nefret eder ve aynı tesisleri kullanan birçok Mahkum olduğundan, ortalık oldukça hızlı kirlenebilir. Bu durumu halletmek için birkaç Hademe işe al ya da Mahkumlarını Temizlik Dolabında çalıştır.
needs_help_privacy	Bazen Mahkumlar kendilerine ait zaman ister. Kendi hücrelerinde takılmak genellikle bu ihtiyacı karşılar ancak eğer bir Koğuşta yaşıyorlarsa, orada çok fazla Özel alan bulamayabilirler.
needs_help_clothing	Mahkumlar, aynı renkteki tulum olsa bile, zaman zaman temiz kıyafet isteyecektir. Hapishanene bir Çamaşırhane ekleyerek ve Hademe işe alarak veya burada Mahkumları çalıştırarak bu hayalin gerçekleşmesine yardım edebilirsin.
needs_help_drugs	Birçok mahkumun uyuşturucu bağımlılığı bulunmaktadır - hapishanede bulunma sebepleri bu bile olabilir. Revirinde Uyuşturucu Tedavi Programı yürüterek bu problemin tedavi edilmesine yardımcı olabilirsin.
needs_help_alcohol	Birçok mahkum alkolizm ile boğuşmaktadır ve bir miktar alkole ulaşabilmek için her yola başvururlar. Alkolik Grup Terapisi düzenleyerek bu sorunun hafifletilmesine yardımcı olmayı deneyebilirsin.
needs_help_spirituality	Mahkumlar birçok dini inanca sahiptir. Hapishanene Kilise Oturakları veya Seccade ekleyerek mahkumların bu inançlara ait ibadetleri yapmalarını mümkün kılabilirsin, ancak küçük bir kilise inşa etmek ya da Ruhani Rehberlik programları düzenlemek en iyi sonucu verir ve genellikle mahkumlarının sakinleşmesine yardımcı olur.
needs_help_warmth	Kimse sürekli üşümek istemez, ancak doğa pek de bu meseleyle ilgilenmiyor. Hapishanene kalorifer eklemek, binalarını bu meselenin bir problem olmasını önlemeye yetecek kadar sıcak tutar.
needs_help_babysleep	Bebekler, normal mahkumlardan daha fazla uykuya ihtiyaç duyar. Mahkumlarından herhangi birinin bebeği varsa, Bebek Yatağı eklediğinden emin ol, böylece Bebek ihtiyaç duyduğunda uyuyabilir.
needs_help_babyplay	Bebekler uğraş ve eğlenceye ihtiyaç duyar. Mahkumlarından herhangi birinin bebeği varsa, erişilebilir bir alana Oyun Köşesi eklediğinden emin ol.

needs_help_staffbladder	Arada sırada Personelin bile tuvaleti kullanmaya ihtiyaç duyacak. Bu işi moladayken halledecekler.
needs_help_staffbowels	Arada sırada Personelin bile tuvaleti kullanmaya ihtiyaç duyacak. Bu işi moladayken halledecekler.
needs_help_stafffood	Personel, yemeğini Personele Özel Kantinlerde veya Personel Odalarında yiyecek. Personeline özel yemek gelecek, böylece mahkumlarınla aynı yavan yemekten yemeyecekler.
needs_help_staffsafety	Hapishanede çalışırken bile personelinin güvenlik hakkı bulunmaktadır. Yüksek tehlike düzeyi veya sürekli meydana gelen kavgalar personelinin kendini güvende hissetmemesine sebep olur; ancak bu durum, daha iyi silahlanmış gardiyanlar sayesinde önlenebilir.
needs_help_staffrecreation	Personelin hapishanende oldukça fazla zaman geçiriyor; ara sıra eğlenmeye ihtiyaçları olacak. Personel odasında Televizyon veya Radyo bulundurmak, bu eğlenceyi sağlamanın bir yoludur.
needs_help_staffcomfort	Personelinin çoğu bütün günü ayakta geçirir. Bu nedenle bazen rahatlamak isteyeceklerdir. Moladayken oturmaları için onlara güzel bir yer sunmak, bu rahatlamayı sağlamanın iyi bir yoludur.
needs_help_staffenvironment	Mahkumların başka bir seçeneği olmasa da, personel pis bir hapishanede çalışmak istemez. Hapishaneyi temiz tutmak, bunun bir probleme dönüşmesini engelleyecektir.
needs_help_staffrest	Personel gün içinde mola vermeye ve enerji depolamaya ihtiyaç duyar. Rahat kanepelerin bulunduğu özel bir personel odasında dinlenmeyi tercih eder.

reputation_title	İtibar
reputation_hidden	(İtibar Bilinmiyor)
reputation_hidden_short	???

reputation_legendary	--EFSANEVİ--
reputation_strong	Güçlü
reputation_tough	Sert
reputation_volatile	Dengesiz
reputation_snitch	İspiyoncu
reputation_deadly	Ölümcül
reputation_stoical	Dayanıklı
reputation_fearless	Korkusuz
reputation_exlaw	Eski Yasa Uygulayıcısı
reputation_copkiller	Polis Katili
reputation_quick	Süratli
reputation_instigator	Fitneci
reputation_fighter	Yetenekli Dövüşçü
reputation_gangmember	Çete Üyesi
reputation_federalwitness	Yasal Şahit
reputation_preacher	Vaiz
reputation_connected	Bağlantılı
reputation_workaholic	İşkolik
reputation_clean	Temiz
reputation_pickpocket	Yankesici
reputation_copycat	Kimlik Hırsızı
reputation_dangerous	Tehlikeli
reputation_escapeartist	Kaçış Ustası

reputation_strong_high	Son Derece Güçlü
reputation_tough_high	Son Derece Sert
reputation_volatile_high	Son Derece Dengesiz
reputation_deadly_high	Son Derece Ölümcül
reputation_exlaw_high	Eski Hapishane Gardiyanı
reputation_quick_high	Son Derece Hızlı
reputation_fighter_high	Uzman Dövüşçü
reputation_connected_high	İyi Bağlantılı
reputation_dangerous_high	Oldukça Tehlikeli

reputation_legendary_high	--EFSANEVİ--
reputation_snitch_high	İspiyoncu
reputation_stoical_high	Dayanıklı
reputation_fearless_high	Korkusuz
reputation_copkiller_high	Polis Katili
reputation_instigator_high	Fitneci
reputation_gangmember_high	Çete Üyesi
reputation_federalwitness_high	Federal Tanık
reputation_preacher_high	Vaiz
reputation_workaholic_high	İşkolik
reputation_clean_high	Temiz
reputation_pickpocket_high	Yankesici
reputation_copycat_high	Kimlik Hırsızı
reputation_escapeartist_high	Kaçış Ustası

reputationtooltip_legendary	Bu mahkum yeraltı suç dünyasında bir efsane, çok sayıda yeteneği var ve bu onu çok tehlikeli yapıyor.
