
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	Nieuw
policy_staffbreakmax	Max. aantal personeelsleden met pauze: *P%
policy_staffbreakmax_title	Max. aantal personeelsleden met pauze
policy_staffbreakmax_info	Het maximale percentage van je personeel dat op hetzelfde moment pauze mag nemen. Stel dit cijfer laag in om je personeel te dwingen harder en langer te werken zonder pauze. Stel dit cijfer hoog in om je bewakers pauze te laten nemen wanneer ze dat willen.
reports_staffpaytitle	Salarissen
reports_payup	Salarissen met 10% verhogen
reports_paydown	Salarissen met 10% verlagen
reports_payrisepercent	Totale salarisverhoging: *X%
reports_perday	Per dag

job_construct	Bouw *X
job_installobject	Installeer *X
job_installobjectinroom	Installeer *X in *Y
job_moveobject	Verplaats *X
job_moveobjecttoroom	Verplaats *X naar *Y
job_loadobjectinto	Laad *X in *Y
job_storeobject	Sla *X op in *Y
job_dismantleobject	Ontmantel *X
job_dumpobject	Loos *X
job_repairobject	Repareer *X
job_operateequipment	Opereer *X
job_escortprisoner	Begeleid gevangene naar *X
job_punishprisoner	Behandel gevangene
job_searchobject	Doorzoek *X
job_searchentity	Fouilleer gevangene
job_searchingentity	Gevangene wordt gefouilleerd
job_searchcell	Cel doorzoeken
job_searchcellblock	Celblok doorzoeken
job_searchtoilets	Toiletten zoeken
job_improvecellindoor	Maak binnenruimte schoon
job_improvecelloutdoor	Ruim buitenruimte op
job_opendoor	Open vergrendelde deur
job_giveuniform	Geef gevangene uniform
job_failurecount	*X keer mislukt
job_feedprisoner	Geef gevangene eten
job_healprisoner	Genees gevangene
job_delivermail	Bezorg post

finances_title	Financiën
finances_income	Inkomsten
finances_expenses	Onkosten
finances_total	Totaal
finances_profit	Netto
finances_timewithoutincident	(*X dagen)
finances_dailyincome	*X / dag

finances_category_federalgrant	Federale subsidie
finances_category_minsecprisoners	Subsidie gevangene min. bev.
finances_category_medsecprisoners	Subsidie gevangene gem. bev.
finances_category_maxsecprisoners	Subsidie gevangene max. bev.
finances_category_prisoners	Subsidie voor gevangene
finances_category_workmen	Lonen van bouwvakkers
finances_category_guards	Lonen van bewakers
finances_category_admin	Lonen van administrateurs
finances_category_staff	Lonen van personeelsleden
finances_category_food	Voeding gevangenen
finances_category_stafffood	Voeding personeel
finances_category_electricity	Elektriciteit
finances_category_workshops	Werkplaatsen
finances_category_upkeep	Onderhoud
finances_category_loaninterest	Rente
finances_category_reformprogs	Hervormingsprogramma's
finances_category_noincident	Dagen zonder incident
finances_category_exports	Export (gisteren)
finances_category_corptax	Vennootschapsbelasting
finances_category_prisonerwages	Lonen van gevangenen (gisteren)
finances_category_shoprevenue	Winst uit winkel (gisteren)

reports_foodtitle	Voedingsbeleid
meal_quantity	Hoeveelheid maaltijden
meal_variety	Afwisseling maaltijden
meal_cost	Kosten per gevangene

reports_otherpolicytitle	Andere Regels
parole_title	Aantal vervroegde vrijlatingen
parole_desc	Als een gevangene een recidivecijfer heeft dat lager ligt dan deze waarde, zullen ze aan het eind van het gesprek vrijkomen.
parole_fine	Recidivecijfer van gevangene
parole_reward	Beloning voor vervroegde vrijlating gevangene

reports_staffbreaktitle	Regels voor pauze personeel

victory_title	BEVOEGDHEID

victory_PrisonValue	Gevangeniswaarde
victory_Income	Dagelijkse winst
victory_Prisoners	Capaciteit
victory_PrisonersReleased	Vrijgelaten gevangenen
victory_prisonersdied	Sterfgevallen in gevangenis
victory_prisonersescaped	Ontsnapte gevangenen
victory_Bankrupt	Faillissement
victory_Riot	Onstuitbare\nrel
victory_TooManyDeaths	Criminele\nnalatigheid
victory_TooManyEscapes	Beveiligings-\nramp
victory_failure	MISLUKT
victory_warning	WAARSCHUWING
victory_remaining	resterend
victory_death	STERFGEVALLEN
victory_escapes	ONTSNAPPINGEN
victory_counter	(*X vandaag)
victory_executions	Illegale executies
victory_innocentsexecuted	Onschuldige gevangene geëxecuteerd
victory_staffdeaths	Voorzieningen personeel
victory_staffpayrise	Personeel ontevreden
victory_staffstrike	Personeel staakt

victory_warning_bankrupt	Je hebt 24 uur de tijd om een financiële ramp af te wenden.
victory_warning_riot	Maak snel een einde aan deze rellen, anders moet de overheid ingrijpen.
victory_warning_toomanydeaths	Je zult vervolgd worden als er vandaag nog meer doden vallen.
victory_warning_toomanyescapes	Je zult ontslagen worden als er vandaag nog meer gevangenen ontsnappen.
victory_warning_executions	Je wordt ontslagen als er nog een onschuldige gevangene wordt geëxecuteerd.
victory_warning_staffpayrise	Je personeel gaat staken als hun salarissen niet worden verhoogd.
victory_warning_staffstrike	Je personeel staakt!
victory_warning_staffonstrike	Het personeel is in staking gegaan. We zijn 90% van onze bewakers kwijt! Als je hun salarissen niet binnen een dag verhoogt, dreigen ze met ontslag nemen.

victory_prisoners_units	Plekken
victory_prisonersreleased_units	Vrijgelaten
victory_toomanydeaths_units	Sterfgevallen
victory_toomanyescapes_units	Ontsnappingen
victory_executions_units	Onschuldige executies
victory_staffpay_units	Aangeboden verhoging

victory_prisonersparoled	Gevangenen vervroegd vrijgelaten
victory_prisonersreoffended	Recidivisten

victory_adviserwarning_toomanydeaths1	Gisteren was een duister hoofdstuk in de geschiedenis van deze gevangenis. Er zijn veel te veel mensen overleden.
victory_adviserwarning_toomanydeaths2	Er mag vandaag niemand meer overlijden, anders word je vervolgd wegens criminele nalatigheid.
victory_advisernotice_toomanydeaths1	We hebben je gewaarschuwd. Je bent schuldig bevonden aan criminele nalatigheid naar aanleiding van de recente gebeurtenissen in deze gevangenis.
victory_advisernotice_toomanydeaths2	Je moet als straf de komende tien jaar doorbrengen in de gevangenis. Je eigen gevangenis. Succes.
victory_adviserwarning_riot1	Je gevangenis is onbestuurbaar geworden. Maak nu een end aan de rellen, anders moet de overheid ingrijpen en de gevangenis met geweldig innemen.
victory_advisernotice_riot1	Je hebt deze rellen niet weten te beteugelen. De overheid heeft ons gevangeniscontract ingetrokken en stuurt de nationale garde om de gevangenis in te nemen.
victory_adviserwarning_toomanyescapes1	Dit wordt een enorme PR-ramp. Er zijn onlangs te veel gevangenen ontsnapt en dat is jouw schuld.
victory_adviserwarning_toomanyescapes2	Sluit de gevangenis hermetisch af zodat er niemand meer ontsnapt, anders laat de pers niets van je heel.
victory_advisernotice_toomanyescapes1	Je hebt gefaald. Deze gevangenis wordt in de media met de grond gelijk gemaakt en ze zoeken een zondebok.
victory_advisernotice_toomanyescapes2	Jij bent een goede kandidaat. Je bent ontslagen.
victory_adviserwarning_bankrupt1	We zijn failliet! Je rampzalige management betekent onze financiële ondergang.
victory_adviserwarning_bankrupt2	Los dit op, anders ben je ontslagen.
victory_advisernotice_bankrupt1	We moeten wel faillissement aanvragen. Je hebt gefaald.
victory_adviserwarning_wardendeaths1	Het is veel te gevaarlijk geworden om voor jou te werken. We zoeken een gevangenisdirecteur die in de gevangenis wil werken.
victory_adviserwarning_wardendeaths2	Als er nóg een gevangenisdirecteur omkomt, moeten we je wel ontslaan.
victory_advisernotice_wardendeaths1	Je hebt geen veilige werkomgeving kunnen creëren voor je gevangenisdirecteurs. Niemand durft nog voor je te werken.
victory_advisernotice_wardendeaths2	We moeten je helaas ontslaan. Je bent ontslagen.
victory_adviserwarning_reoffenders1	Veel gevangenen die vervroegd zijn vrijgelaten hebben opnieuw misdaden gepleegd. Dit kan ons de kop kosten als we er niets aan doen.
victory_adviserwarning_reoffenders2	Als er nog meer gevangenen opnieuw de mist ingaan, is alles jouw schuld.
victory_advisernotice_reoffenders1	Je hebt te veel gevaarlijke criminelen vrijgelaten. We moeten je ontslaan. Je hebt gefaald.
victory_adviserwarning_executions1	Dit is de tweede keer dat je een onschuldige gevangene hebt geëxecuteerd. Het volk is woest.
victory_adviserwarning_executions2	Als er nog een onschuldige gevangene wordt geëxecuteerd, ben jij verantwoordelijk.
victory_advisernotice_executions1	Je hebt te veel onschuldige gevangenen laten executeren. We kunnen je niet gebruiken in deze gevangenis. Je hebt gefaald.
victory_advisernotice_InnocentsExecuted1	Je hebt net iemand geëxecuteerd zonder je aan de juiste procedure te houden. Blijkbaar was hij toch onschuldig. Dit is een gerechtelijke dwaling en jij bent verantwoordelijk. Je bent ontslagen en je moet waarschijnlijk zelf de bak in.
victory_adviserwarning_staffpayrise1	Ons personeel is niet tevreden met de werkomstandigheden in de gevangenis en dreigen ermee te staken als hun salarissen niet met 50% worden verhoogd.
victory_adviserwarning_staffstrike1	Ons personeel is in staking gegaan! Ze zijn nog steeds bereid terug te keren als hun salarissen met 50% worden verhoogd.

score_title	GEVANGENISCIJFERS
score_reoffendingrate	RECIDIVECIJFER
score_prisonersreleased	*X gevangenen zijn vrijgelaten
score_minimumprisonersreleased	*X gevangenen moeten worden vrijgelaten voor dit verslag kan worden opgesteld
score_deaths	*X gevangenen zijn in de gevangenis overleden
score_escapes	*X gevangenen zijn ontsnapt
score_reoffendingchance	Geschatte kans op recidivisme
score_startingreoffendingchance	Geschat bij aankomst: *X%
score_prisonersparoled	Vervroegd vrijgelaten (recidivist)
score_prisonersparoled_info	*P (*E%)
score_clemencychance	Kans op clementie
score_convictionstrength	Door de staat goedgekeurde kans op veroordeling
score_prisonersexecuted	Gevangenen geëxecuteerd (onschuldig)
score_prisonersexecuted_info	*E (*I)

score_tooltip_punishment	Deze score geeft aan hoe goed gevangenen zijn gestraft voor hun misdaden volgens het publiek. Een lange gevangenisstraf is de basis van een zware straf, maar zware tijden en alleen opgesloten zitten, telt ook mee.\n\nDenk eraan dat te veel vorming of vrije tijd wordt beschouwd als 'te zacht optreden tegen misdaad' en hun strafgraad beïnvloedt.\n\nEen sterke strafscore zal de gevangene ervan weerhouden om na vrijlating opnieuw misdaden te plegen.
score_tooltip_reform	Een score voor hoe goed je hebt geprobeerd om deze gevangene te vormen of rehabiliteren met behulp van vormingsprogramma's.\n\nEen hoge vormingsscore heeft de gevangenis een grotere kans om een echte baan te vinden na vrijlating en daardoor zakt de kans dat hij opnieuw misdaden zal plegen.\n\nOpmerking: je gevangenen werk geven in de gevangenis telt ook mee voor deze score.
score_tooltip_health	Een score voor de gezondheid en het welzijn van de gevangenen tijdens hun verblijf in je gevangenis. Beweging buiten en goed eten helpt deze score te verhogen. Verwondingen die niet behandeld worden, drug- en alcoholgebruik verlagen de score.\n\nEen slechte score verhoogt de kans dat gevangenen opnieuw misdaden zullen plegen, vooral als de gevangene wordt vrijgelaten met een onbehandelde drug- of alcoholverslaving.
score_tooltip_security	Deze score geeft aan hoe goed je deze gevangene opgesloten hebt kunnen houden. Gevangenen opgesloten houden onder toezicht van gewapende bewakers verhoogt deze score. Je krijgt een lagere score als de gevangene betrokken is bij gevechten, moordaanslagen of ontsnappingspogingen.\n\nEen lage score betekent dat de gevangene zijn misdadig bestaan gewoon heeft voortgezet in je gevangenis en daardoor is de kans groot dat hij opnieuw misdaden zal plegen na vrijlating.

score_tooltip_reoffendingchance	Een schatting van de kans dat de gevangene na vrijlating opnieuw het criminele pad zal kiezen. Er wordt rekening gehouden met veel factoren om deze waarde te berekenen:\n\n- AFNAME zware straf\n- AFNAME geslaagde hervormingsprogramma's\nTOENAME slechte gezondheid en veiligheid\n- TOENAME onbehandelde drugs- en alcoholverslavingen\n- TOENAME lid van een bende\n\n\n- De leeftijd van de gevangene speelt ook een grote rol.\n- Het aantal eerdere veroordelingen is ook een belangrijke maatstaf.\n- Een grote, ondersteunende familie kan veel bereiken.
score_tooltip_clemencychance_title	Kans op clementie
score_tooltip_clemencychance	De kans dat de commissie clementie verleent en de doodstraf weet te voorkomen. Bij elke keer dat een gevangene tevergeefs in beroep gaat, wordt deze waarde lager tot hij onder de door de staat goedgekeurde kans op veroordeling komt, waarop toestemming wordt gegeven om de doodstraf te voltrekken. Als je de executie vóór dit punt wilt uitvoeren, word je bestraft als later blijft dat het hoger beroep van de gevangene is goedgekeurd.\n\nIndien er clementie wordt verleend, wordt de gevangene meteen vrijgelaten (als hij onschuldig wordt verklaard) of overgebracht naar een afdeling met maximale beveiliging (als hij nog steeds schuldig wordt bevonden).
score_tooltip_currentchance	De door de staat goedgekeurde kans op veroordeling is *X%
score_tooltip_clemencywarning	De kans dat deze gevangene clementie wordt verleend ligt momenteel boven het door de staat goedgekeurde niveau. Als je de executie doorzet, word je persoonlijk verantwoordelijk gehouden als later blijkt dat hem toch clementie was verleend.

experiencefactor_FractionalLockedUp	*X% van verblijf opgesloten
experiencefactor_FractionalReform	*X% van verblijf in hervormingsprogramma's
experiencefactor_fractionalWorking	*X% van verblijf aan het werk
experiencefactor_fractionalsuppressed	*X% van het verblijf onderdrukt
experiencefactor_fractionalinjured	*X% van het verblijf met onbehandelde verwondingen
experiencefactor_fractionalintoxicated	*X% van het verblijf onder de invloed (van drugs, alcohol of met ontwenningsverschijnselen)
experiencefactor_fractionalmisbehaving	*X% van het verblijf misdragen
experiencefactor_fractionalarmedguard	*X% van het verblijf onder toezicht van een gewapende bewaker of onderdrukt
experiencefactor_fractionalwellfed	*X% van het verblijf goed doorvoed
experiencefactor_fractionalexercising	*X% van het verblijf sportief
experiencefactor_fractionalfreetime	*X% van verblijf met vrije tijd

experiencefactor_passedeasyprograms	*X makkelijke programma's gehaald
experiencefactor_passedintermediateprograms	*X gevorderde programma's gehaald
experiencefactor_passedadvancedprograms	*X geavanceerde programma's gehaald
experiencefactor_passedexpertprograms	*X expertprogramma's gehaald

experiencefactor_YearsServed	Al *X jaar uitgezeten
experiencefactor_fights	Betrokken bij gewelddadige incidenten
experiencefactor_murders	*X moorden gepleegd in je gevangenis
experiencefactor_escapeattempts	*X ontsnappingspogingen
experiencefactor_addictions	*X actieve verslavingen
experiencefactor_gangmembership	Bendelid

legend_key	Sleutel:

needs_graphscale_title	Gevangenen:
needs_graphscale_title_staff	Personeel:
needs_key_critical	Kritiek
needs_key_high	Hoog
needs_key_med	Gemiddeld
needs_key_satisfied	Tevreden
needs_key_active	Actief

needs_show_category	Gevangenencategorie
needs_show_category_staff	Personeelscategorie
needs_show_category_all	Alle gevangenen

contraband_supplyanddemand	Vraag & aanbod
contraband_narcotics	Drugs
contraband_weapons	Wapens
contraband_tools	Hulpmiddelen
contraband_luxuries	Luxeartikelen
contraband_metal	Metaal
contraband_smelly	Stinkend
contraband_rangedweapon	Afstandswapen
contraband_improvised	Geïmproviseerd

contraband_key_supply	Aanbod
contraband_key_demand	Vraag
contraband_log_stolen	GESTOLEN
contraband_log_position	LOCATIE
contraband_log_smuggled	GESMOKKELD
contraband_log_traded	VERHANDELD
contraband_log_thrown	WEGGEGOOID
contraband_log_hidden	VERBORGEN
contraband_log_detected	GEVONDEN
contraband_log_dog	HOND
contraband_log_found	GEVONDEN
contraband_log_owner	EIGENAAR
contraband_log_arranged	*X uur geleden geregeld

gangs_guards	BEWAKERS *X
gangs_soldiers	SOLDATEN *X / *Y MAX.
gangs_evict	UITZETTEN
gangs_status	*X leden. *Y moorden. $*Z

schedule_zone_shared	Gemeenschappelijk
schedule_zone_minseconly	Min bew.
schedule_zone_medseconly	Gem. bew.
schedule_zone_maxseconly	Max. bew.
schedule_zone_protectedonly	In afzondering
schedule_zone_supermaxonly	Super Max
schedule_zone_deathrowonly	Dodencel
schedule_zone_staffonly	Alleen personeel
schedule_zone_unlocked	Ontgrendeld



# =============================================================================
# Needs / Actions / Bio etc
# =============================================================================

action_poo	Poept
action_wee	Plast
action_wash	Doucht
action_relax	Ontspant
action_sleep	Slaapt
action_nap	Doet een tukje
action_getmeal	Haalt wat eten
action_sit	Zit
action_exercise	Traint
action_liftweights	Doet aan gewichtheffen
action_phonehome	Belt met familie
action_watchtv	Kijkt tv
action_playpool	Speelt een potje pool
action_stealknife	Gedraagt zich verdacht
action_stealspoon	Gedraagt zich verdacht
action_urinate	Urineert
action_soilsuit	Bevuilt zijn pak
action_eat	Eet
action_complain	Klaagt
action_work	Werkt
action_visitation	Bezoek
action_parole	Commissie voor vervroegde vrijlating
action_none	Geen
action_misbehaving	Gedraagt zich vervelend
action_escaping	Ontsnapt
action_destroying	Vernielt
action_spoiling	Daagt uit
action_fighting	Vecht
action_rioting	Relt
action_hostagetaking	Houdt iemand gegijzeld
action_reformprogram	Hervormingsprogramma
action_changeclothes	Kleedt zich om
action_getbook	Pakt een boek
action_pray	Bidt
action_shopping	Winkelt
action_playinggame	Bezig met spelen

action_foodpoisoning_1	Lieve hemel, laat het stoppen
action_foodpoisoning_2	Alles komt eruit
action_foodpoisoning_3	Braaksel overal
action_foodpoisoning_4	Waarom gebeurt dit
action_foodpoisoning_5	Ik sterf, letterlijk!

status_effect_title	=[Status-effecten]=
status_effect_none	Geen
status_effect_suppressed	Onderdrukt
status_effect_goodfood	Goed doorvoed
status_effect_drunk	Dronken
status_effect_high	High
status_effect_withdrawal	Ontwenningsverschijnselen
status_effect_tazed	Geraakt met taser
status_effect_overdosed	Overdosering
status_effect_surrendered	Overgegeven
status_effect_calming	Gekalmeerd
status_effect_angst	Kwaad
status_effect_wounded	Bloedt
status_effect_virus	Ziek
status_effect_virusdeadly	Misselijk
status_effect_overheating	Oververhitting
status_effect_exposure	Blootstelling
status_effect_foodpoisoning	Voedselvergiftiging
status_effect_riledup	Opgejut
status_effect_statusswimming	Zwemt
status_effect_statusdrowning	Verdrinkt

condition_treated	Behandeld
condition_needstreating	Heeft zorg nodig

experience_totaltime	Totale tijd:
experience_misconduct	Wangedrag
experience_lockeddown	Opsluiting
experience_regime	Dagrooster
experience_sleep	Slapen
experience_work	Werken
experience_class	Les
experience_freetime	Vrije tijd
experience_moodbad	Slecht
experience_moodnormal	Gaat wel
experience_moodgood	Goed
experience_nocondition	Geen
experience_kod	KOd
experience_hurt	Gewond
experience_suppressed	Onderdrukt
experience_intoxicated	Onder de invloed
experience_wellfed	Goed doorvoed
experience_exercise	Sport

need_name_nothing	Niets
need_name_bladder	Blaas
need_name_bowels	Darmen
need_name_sleep	Slaap
need_name_food	Eten
need_name_safety	Veiligheid
need_name_hygiene	Hygiëne
need_name_exercise	Sport
need_name_family	Familie
need_name_recreation	Vermaak
need_name_comfort	Comfort
need_name_environment	Omgeving
need_name_privacy	Privacy
need_name_freedom	Vrijheid
need_name_clothing	Kleding
need_name_drugs	Drugs
need_name_alcohol	Alcohol
need_name_starving	Honger
need_name_spirituality	Spiritualiteit
need_name_literacy	Lectuur
need_name_babysleep	[Baby] Slapen
need_name_babyplay	[Baby] Spelen
need_name_warmth	Warmte
need_name_staffbladder	Blaas
need_name_staffbowels	Darmen
need_name_stafffood	Voeding
need_name_staffsafety	Veiligheid
need_name_staffrecreation	Amusement
need_name_staffcomfort	Comfort
need_name_staffenvironment	Omgeving
need_name_staffrest	Rust
need_name_staffwarmth	Warmte
need_name_luxuries	Luxe
needs_locked	(psycholoog nodig om behoeften te zien)
needs_title	=[Behoeften]=

needs_total_prisoners	*X gevangenen hebben deze behoefte
needs_total_concerned	*X gevangenen maken zich zorgen om deze behoefte
needs_total_desperate	*X gevangenen verlangen hier wanhopig naar
needs_total_angry	*X gevangenen zijn woedend omdat deze behoefte niet is vervuld
needs_total_active	*X gevangenen zijn momenteel bezig met het vervullen van deze behoefte

needs_total_staff	*X personeelsleden hebben deze behoefte
needs_total_concerned_staff	*X personeelsleden maken zich zorgen om deze behoefte
needs_total_desperate_staff	*X personeelsleden verlangen hier wanhopig naar
needs_total_angry_staff	*X personeelsleden zijn woedend omdat deze behoefte niet is vervuld
needs_total_active_staff	*X personeelsleden zijn momenteel bezig met het vervullen van deze behoefte

needs_help_bladder	Iedereen heeft behoefte aan een toilet, zelfs gevangenen. Vergeet niet dat de meeste delen van je gevangenisregime erg strikt zijn. Gevangenen mogen bijvoorbeeld niet het toilet in hun cel gebruiken als ze in de doucheruimte horen te zijn.
needs_help_bowels	Iedereen heeft behoefte aan een toilet, zelfs gevangenen. Vergeet niet dat de meeste delen van je gevangenisregime erg strikt zijn. Gevangenen mogen bijvoorbeeld niet het toilet in hun cel gebruiken als ze in de doucheruimte horen te zijn.
needs_help_sleep	Gevangenen hebben slaap nodig. Gevangenen kunnen alleen slapen in hun toegewezen cel en ze slapen alleen tussen 20:00 en 08:00 uur. Natuurlijk hebben ze ook een bed nodig.
needs_help_food	Iedereen moet eten, en de meeste mensen moeten meer dan een keer per dag eten. Als je merkt dat je keukens de vraag naar eten niet kunnen bijhouden, kun je meer koks aanwerven of meer fornuizen aan je keukens toevoegen. Je kunt ook je voedselbeleid aanpassen op het tabblad Beleid in het venster Rapporten.
needs_help_safety	Zelfs in de gevangenis willen mensen zich veilig voelen. Als er veel gevechten plaatsvinden in je gevangenis of het algemene dreigingsniveau hoog is, zullen gevangenen zich minder veilig voelen en zich misschien wel gaan bewapenen. Als dit een probleem wordt, kun je de beveiliging in je gevangenis verhogen door meer bewakers aan te werven, meer patrouilles aan te maken of de andere behoeften van je gevangenen te vervullen.
needs_help_hygiene	De meeste gevangenen willen zich regelmatig wassen, vooral 's ochtends na het opstaan. Het doucheregime dwingt gevangenen die geen eigen persoonlijke douche hebben om naar de dichtstbijzijnde doucheruimte te gaan. Als dit een probleem wordt, kun je de douchevoorzieningen uitbreiden of meer vrije tijd toevoegen, zodat gevangenen kunnen douchen wanneer ze dit nodig vinden.
needs_help_environment	Gevangenen leven niet graag in vuile omstandigheden, en met veel gevangenen die dezelfde voorzieningen gebruiken, kan de gevangenis snel smerig worden. Werf enkele conciërges aan of zet je gevangenen aan het werk in een schoonmaakkast om het vuil de baas te blijven.
needs_help_privacy	Soms willen gevangenen wat tijd voor zichzelf. Meestal volstaat het om tijd door te brengen in hun cel, maar als ze op een slaapzaal leven met veel andere gevangenen, krijgen ze niet veel privacy.
needs_help_clothing	Gevangenen willen af en toe schone kleren, zelfs al is het hetzelfde gekleurde gevangenisuniform. Voeg een wasserij toe in je gevangenis en werf conciërges aan of laat gevangenen erin werken om deze droom waar te maken.
needs_help_drugs	Veel gevangenen zijn verslaafd aan drugs. Misschien is dat wel de reden waarom ze in de gevangenis zitten. Je kunt dit probleem helpen behandelen door een drugsprogramma te organiseren vanuit de ziekenboeg.
needs_help_alcohol	Veel gevangenen kampen met alcoholisme en zullen er alles aan doen om alcohol te pakken te krijgen. Je kunt hen helpen om van deze verslaving af te raken door groepstherapie voor alcoholverslaafden te organiseren.
needs_help_spirituality	Veel van je gevangenen kunnen verschillende religieuze overtuigingen hebben. Je kunt gevangenen helpen om hun geloof invulling te geven door kerkbanken of gebedsmatten toe te voegen in je gevangenis. Door een kapel te bouwen of spirituele begeleiding te geven, behaal je de beste resultaten en help je de gevangenen rustig houden.
needs_help_warmth	Niemand heeft het graag te koud, maar aan de natuur kun je niets veranderen. Door radiatoren in je gevangenis te plaatsen, houd je het warm genoeg zodat dit geen probleem wordt.
needs_help_babysleep	Baby's hebben meer slaap nodig dan gewone gevangenen. Als een van je gevangenen een baby heeft, moet je voor genoeg kinderbedjes zorgen zodat de baby genoeg kan slapen.
needs_help_babyplay	Baby's hebben betrokkenheid en vermaak nodig. Als een van je gevangenen een baby heeft, moet je zorgen dat er speeltapijten liggen in een toegankelijke ruimte.

needs_help_staffbladder	Zelfs je personeel moet af en toe naar het toilet. Ze doen dit altijd tijdens hun pauze.
needs_help_staffbowels	Zelfs je personeel moet af en toe naar het toilet. Ze doen dit altijd tijdens hun pauze.
needs_help_stafffood	Personeel moet ook eten. Ze doen dit in de personeelskantine of personeelsruimten. Er wordt eten voor je personeel geleverd, zodat ze niet dezelfde troep moeten eten als de gevangenen.
needs_help_staffsafety	Zelfs in de gevangenis heeft het personeel recht op veiligheid. Door hoge gevaarniveaus of voortdurende gevechten gaat je personeel zich onveilig voelen. Dit kun je tegengaan door je bewakers beter uit te rusten.
needs_help_staffrecreation	Je personeel brengt veel tijd door in je gevangenis en hebben af en toe behoefte aan amusement. Hier kun je aan voldoen door tv's of een radio in de personeelsruimte te plaatsen.
needs_help_staffcomfort	De meeste personeelsleden staan de hele dag recht. Af en toe willen ze eens uitrusten. Geef ze daarom een comfortabele plek om te zitten tijdens hun pauze.
needs_help_staffenvironment	Personeelsleden willen niet werken in een rommelige gevangenis, net zoals gevangenen er niet willen wonen. Hou je gevangenis netjes om dit probleem te vermijden.
needs_help_staffrest	Het personeel moet tijdens de werkdag pauzes kunnen nemen om de batterijen op te laden. Ze rusten het liefst uit in een privépersoneelsruimte op een comfortabele bank.

reputation_title	Reputatie
reputation_hidden	(onbekende reputatie)
reputation_hidden_short	???

reputation_legendary	--LEGENDARISCH--
reputation_strong	Sterk
reputation_tough	Zware jongen
reputation_volatile	Onvoorspelbaar
reputation_snitch	Klikspaan
reputation_deadly	Dodelijk
reputation_stoical	Stoïcijns
reputation_fearless	Onbevreesd
reputation_exlaw	Voormalig agent
reputation_copkiller	Politiekiller
reputation_quick	Snel
reputation_instigator	Aanstichter
reputation_fighter	Ervaren vechter
reputation_gangmember	Bendelid
reputation_federalwitness	Staatsgetuige
reputation_preacher	Prediker
reputation_connected	Met connecties
reputation_workaholic	Workaholic
reputation_clean	Netjes
reputation_pickpocket	Zakkenroller
reputation_copycat	Oplichter
reputation_dangerous	Gevaarlijk
reputation_escapeartist	Boeienkoning

reputation_strong_high	Extreem sterk
reputation_tough_high	Extreem zware jongen
reputation_volatile_high	Extreem onvoorspelbaar
reputation_deadly_high	Extreem dodelijk
reputation_exlaw_high	Voormalige bewaker
reputation_quick_high	Extreem snel
reputation_fighter_high	Ervaren vechtersbaas
reputation_connected_high	Met goede connecties
reputation_dangerous_high	Extreem gevaarlijk

reputation_legendary_high	--LEGENDARISCH--
reputation_snitch_high	Klikspaan
reputation_stoical_high	Stoïcijns
reputation_fearless_high	Onbevreesd
reputation_copkiller_high	Politiekiller
reputation_instigator_high	Aanstichter
reputation_gangmember_high	Bendelid
reputation_federalwitness_high	Belangrijke getuige
reputation_preacher_high	Prediker
reputation_workaholic_high	Workaholic
reputation_clean_high	Netjes
reputation_pickpocket_high	Zakkenroller
reputation_copycat_high	Oplichter
reputation_escapeartist_high	Boeienkoning

reputationtooltip_legendary	Deze gevangene is een legende in het criminele milieu en heeft talloze vaardigheden en mogelijkheden die hem/haar zeer gevaarlijk maken.
reputationtooltip_strong	Deze gevangene deelt tijdens vechtpartijen steeds hardere klappen uit.
reputationtooltip_tough	Deze gevangene kan veel meer straf weerstaan in een gevecht. Soms kan deze gevangene ook het stroomstotenwapen weerstaan.
reputationtooltip_volatile	Deze gevangenis staat erom bekend dat hij om niets door het lint gaat.
reputationtooltip_stoical	Deze gevangene wordt niet onderdrukt als je hem/haar in de Isoleercel plaatst. Het maakt deze gevangene eigenlijk niet uit.
reputationtooltip_snitch	Deze gevangene is een gekende informant en zijn/haar leven is mogelijk in gevaar. Laat deze gevangene niet te lang alleen met andere gevangenen.
reputationtooltip_deadly	Deze gevangene is een expert in gevaarlijke vechtsporten. Hij kan iemand met één klap doden.
reputationtooltip_exlaw	Deze gevangene was ooit een politieagent of had een ander beroep in de ordehandhaving. Zijn/haar leven is mogelijk in gevaar.
reputationtooltip_copkiller	Deze gevangene is schuldig bevonden aan moord op een politieagent. Mogelijk zullen je bewakers zich niet kunnen bedwingen wanneer ze deze gevangene moeten beheersen.
reputationtooltip_fearless	Deze gevangene voelt zich niet geïntimideerd bij het zien van de gewapende bewakers en is minder geneigd om zich tijdens een gevecht over te geven.
reputationtooltip_quick	Deze gevangene kan waanzinnig hard rennen.
reputationtooltip_instigator	Deze gevangene plant nare ideeën in de hoofden van iedereen om hem heen. Als hij voor problemen zorgt, doen alle gevangenen in de buurt hetzelfde.
reputationtooltip_fighter	Deze gevangene is geschoold in defensieve vechtstijlen. Hij/zij kan een tegenstander ontwapenen of een wapen afpakken tijdens een gevecht.
