
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	新建
experiencefactor_fractionalWorking	*X% 仍在工作
experiencefactor_fractionalsuppressed	*X% 仍被鎮壓
experiencefactor_fractionalinjured	*X% 傷口仍未治療
experiencefactor_fractionalintoxicated	*X% 仍處於中毒狀態（毒品/酒精/戒毒）
experiencefactor_fractionalmisbehaving	*X% 仍然行為不當
experiencefactor_fractionalarmedguard	*X% 仍被武裝警衛看管或被鎮壓
experiencefactor_fractionalwellfed	*X% 仍然吃得飽
experiencefactor_fractionalexercising	*X% 仍在鍛煉
experiencefactor_fractionalfreetime	*X% 仍在享受空閒時間

experiencefactor_passedeasyprograms	已通過 *X 門初級課程
experiencefactor_passedintermediateprograms	已通過 *X 門中級課程
experiencefactor_passedadvancedprograms	已通過 *X 門高級課程
experiencefactor_passedexpertprograms	已通過 *X 門專業課程

experiencefactor_YearsServed	已服刑 *X 年
experiencefactor_fights	曾參與暴力事件
experiencefactor_murders	在監獄內犯了 *X 次謀殺罪
experiencefactor_escapeattempts	嘗試越獄 *X 次
experiencefactor_addictions	*X 種活性成癮
experiencefactor_gangmembership	團夥成員

legend_key	鑰匙：

needs_graphscale_title	囚犯：
needs_graphscale_title_staff	工作人員：
needs_key_critical	臨界
needs_key_high	高
needs_key_med	中
needs_key_satisfied	滿足
needs_key_active	活動

needs_show_category	囚犯類別
needs_show_category_staff	工作人員類別
needs_show_category_all	所有囚犯

contraband_supplyanddemand	供給和需求
contraband_narcotics	麻醉藥物
contraband_weapons	武器
contraband_tools	工具
contraband_luxuries	奢侈品
contraband_metal	金屬
contraband_smelly	發臭
contraband_rangedweapon	遠端武器
contraband_improvised	臨時準備

contraband_key_supply	供應
contraband_key_demand	需求
contraband_log_stolen	偷盜
contraband_log_position	位置
contraband_log_smuggled	走私
contraband_log_traded	已交易
contraband_log_thrown	已扔棄
contraband_log_hidden	已隱藏
contraband_log_detected	已偵測到
contraband_log_dog	警犬
contraband_log_found	已找到
contraband_log_owner	擁有者
contraband_log_arranged	*X 小時前安排

gangs_guards	守衛 *X
gangs_soldiers	士兵 *X / *Y 最多
gangs_evict	驅逐
gangs_status	*X 名成員 . *Y 宗謀殺案 . $*Z

schedule_zone_shared	共用
schedule_zone_minseconly	最低安全級別
schedule_zone_medseconly	中等安全級別
schedule_zone_maxseconly	最高安全級別
schedule_zone_protectedonly	保護性監禁
schedule_zone_supermaxonly	超高戒備級
schedule_zone_deathrowonly	死囚區
schedule_zone_staffonly	工作人員專用
schedule_zone_unlocked	已解鎖



# =============================================================================
# Needs / Actions / Bio etc
# =============================================================================

action_poo	大便
action_wee	小便
action_wash	淋浴
action_relax	放鬆
action_sleep	睡覺
action_nap	打盹
action_getmeal	覓食
action_sit	坐著
action_exercise	鍛煉
action_liftweights	舉重
action_phonehome	與家人通話
action_watchtv	觀看電視
action_playpool	打桌球
action_stealknife	行為可疑
action_stealspoon	行為可疑
action_urinate	小便
action_soilsuit	弄髒衣服
action_eat	用餐
action_complain	抱怨
action_work	工作
action_visitation	監獄巡查
action_parole	假釋聽證會
action_none	無
action_misbehaving	行為不當
action_escaping	越獄
action_destroying	摧毀
action_spoiling	搞破壞
action_fighting	鬥毆
action_rioting	暴動
action_hostagetaking	劫持人質
action_reformprogram	改造課程
action_changeclothes	換衣服
action_getbook	拿書
action_pray	禱告
action_shopping	購物
action_playinggame	玩遊戲

action_foodpoisoning_1	天啊，讓他停止
action_foodpoisoning_2	傾巢而出
action_foodpoisoning_3	到處嘔吐
action_foodpoisoning_4	發生什麼事
action_foodpoisoning_5	奄奄一息

status_effect_title	=[狀態效果]=
status_effect_none	無
status_effect_suppressed	被鎮壓
status_effect_goodfood	吃飽
status_effect_drunk	喝醉
status_effect_high	欣快
status_effect_withdrawal	戒毒
status_effect_tazed	被泰瑟槍擊中
status_effect_overdosed	吸毒過量
status_effect_surrendered	已投降
status_effect_calming	鎮靜下來
status_effect_angst	生氣
status_effect_wounded	流血
status_effect_virus	生病
status_effect_virusdeadly	生病
status_effect_overheating	過熱
status_effect_exposure	曝光
status_effect_foodpoisoning	食物中毒
status_effect_riledup	惱羞成怒
status_effect_statusswimming	游泳
status_effect_statusdrowning	溺水

condition_treated	已治療
condition_needstreating	需要治療

experience_totaltime	總時間
experience_misconduct	不當行為
experience_lockeddown	禁閉
experience_regime	管理制度
experience_sleep	睡覺
experience_work	工作
experience_class	課程
experience_freetime	空閒時間
experience_moodbad	不良
experience_moodnormal	普通
experience_moodgood	良好
experience_nocondition	無
experience_kod	擊倒
experience_hurt	受傷
experience_suppressed	被鎮壓
experience_intoxicated	中毒
experience_wellfed	吃飽
experience_exercise	鍛煉

need_name_nothing	無事
need_name_bladder	小便
need_name_bowels	大便
need_name_sleep	睡覺
need_name_food	食物
need_name_safety	安全
need_name_hygiene	衛生
need_name_exercise	鍛煉
need_name_family	家族
need_name_recreation	娛樂
need_name_comfort	舒適
need_name_environment	環境
need_name_privacy	隱私
need_name_freedom	自由發揮
need_name_clothing	衣服
need_name_drugs	毒品
need_name_alcohol	酒精
need_name_starving	挨餓
need_name_spirituality	精神生活
need_name_literacy	讀寫能力
need_name_babysleep	[寶寶] 睡眠
need_name_babyplay	[寶寶] 玩耍
need_name_warmth	溫暖
need_name_staffbladder	小便
need_name_staffbowels	大便
need_name_stafffood	食物
need_name_staffsafety	安全
need_name_staffrecreation	娛樂
need_name_staffcomfort	舒適感
need_name_staffenvironment	環境
need_name_staffrest	休息
need_name_staffwarmth	溫暖
need_name_luxuries	奢侈品
needs_locked	（需要心理學家來了解需求）
needs_title	=[需求]=

needs_total_prisoners	*X 名囚犯有這個需求
needs_total_concerned	*X 名囚犯顧慮這個需求
needs_total_desperate	*X 名囚犯迫切希望這個需求得到滿足
needs_total_angry	*X 名囚犯大發雷霆，因為這個需求未得到滿足
needs_total_active	*X 名囚犯正在應付這個需求

needs_total_staff	*X 名工作人員有這個需求
needs_total_concerned_staff	*X 名工作人員關注這個需求
needs_total_desperate_staff	*X 名工作人員迫切希望滿足這個需求
needs_total_angry_staff	*X 名工作人員怒不可遏，因為這個需求未得到滿足
needs_total_active_staff	*X 名工作人員正在應付這個需求

needs_help_bladder	人人皆需使用廁所，囚犯也是。別忘記，你的監獄的大部分體制非常嚴格 - 例如，如果他們當時應在淋浴間，他們就無法使用牢房內的廁所。
needs_help_bowels	人人皆需使用廁所，囚犯也是。別忘記，你的監獄的大部分體制非常嚴格 - 例如，如果他們當時應在洗澡間，他們就無法使用牢房內的廁所。
needs_help_sleep	囚犯需要睡眠。囚犯僅能在他們分配到的牢房睡覺，且只能在晚上八點到早上八點其間睡覺。當然，他們會需要一張床。
needs_help_food	人人需要吃，且大部分的人一天需要吃多過一次。若你發現廚房無法應付需求量，試著多雇用幾個廚師，或增加廚師到你的廚房。你也可以在報告視窗中的政策標籤，調整你的糧食政策。
needs_help_safety	即使在監獄，你的囚犯也需要安全感。如果你的監獄有太多鬥毆事件或整體危險水平過高，囚犯會感到不安全然後考慮武裝自己。若這漸漸變成一個問題，你可以試著雇用更多守衛、建立更多巡邏路線或者達到囚犯的其他需求，藉此提高監獄的安全。
needs_help_hygiene	大部分的囚犯會想要定期洗澡，尤其是早上起床後。淋浴時間會強迫那些牢房沒有淋浴間的囚犯，前往最近的淋浴間。若這漸漸變成一個問題，你可以考慮擴大你的淋浴間設施，或者增加自由活動時間讓囚犯依自己的需求洗澡。
needs_help_environment	囚犯討厭居住在髒亂的環境，但是這麼多囚犯一起使用同樣的設施，週遭環境可能很快就髒亂了。你可以雇用一些工友或安排囚犯打掃衛生間，保持環境整潔。
needs_help_privacy	有時候，囚犯會想要有自己的時間。通常待在自己牢房可以滿足這個需求，但是如果他們和其他囚犯共享一個房間，他們可能覺得隱私不夠。
needs_help_clothing	就算囚犯每天都穿一樣的有色連身服，他門時不時還是會想要洗衣服。增加洗衣房並雇用工友或安排囚犯工作，可以讓他們美夢成真。
needs_help_drugs	很多囚犯都有毒癮問題 - 這可能也是他們入獄的原因。在你的醫務室推動戒毒計劃，有助於解決這個問題。
needs_help_alcohol	很多囚犯飽受酒癮的困擾且會竭盡全力把酒弄到手。你可以嘗試推行酒癮團體治療活動以減輕這種困擾。
needs_help_spirituality	很多囚犯有各種不同的宗教信仰。在監獄內增加長椅或祈禱墊，可以讓囚犯實行他們的宗教。但是蓋教堂並實施精神指導計劃的成效最佳，同時還能安撫囚犯。
needs_help_warmth	沒有人想在寒冷中度日，但大自然沒在管的。在監獄內增加暖氣保持室內溫暖，可以避免冷天演變成問題。
needs_help_babysleep	嬰兒的睡眠時間需要比一般囚犯長。若你的囚犯有嬰兒，請確保有嬰兒床可以使用，讓嬰兒可以按其需求睡覺。
needs_help_babyplay	嬰兒需要照料和娛樂。若你的囚犯有嬰兒，請確保公共區域有遊戲毯。

needs_help_staffbladder	即使是工作人員有時候也會需要上廁所。他們會在休息時間去上。
needs_help_staffbowels	即使是工作人員有時候也會需要上廁所。他們會在休息時間去上。
needs_help_stafffood	工作人員需要吃飯，他們會在員工食堂或員工休息室裡吃。食物會送去給工作人員，他們才不用跟囚犯在同個地方吃飯。
needs_help_staffsafety	即使是在監獄裡工作，你的工作人員也有權利維護自身安全。危險水平高代表鬥毆會讓你的工作人員感覺不安，但這可以透過配備更精良的警衛來避免。
needs_help_staffrecreation	你的工作人員長時間待在監獄，他們偶爾會需要一點娛樂。在員工休息室放電視或收音機是一種娛樂方式。
needs_help_staffcomfort	大多數的工作人員整天馬不停蹄，他們偶爾也想放鬆一下。讓他們有個舒服的地方可以在休息時間坐下來是個好方法。
needs_help_staffenvironment	就跟囚犯不想住在亂七八糟的監獄一樣，工作人員不會想在髒亂的地方工作。保持監獄清潔可以避免麻煩。
needs_help_staffrest	工作人員在工作期間必須適時休息，才能恢復活力。他們偏好在有舒服沙發的私人員工休息室裡小歇一會。

reputation_title	聲望
reputation_hidden	（默默無聞）
reputation_hidden_short	???

reputation_legendary	--傳奇--
reputation_strong	強壯
reputation_tough	粗暴
reputation_volatile	喜怒無常
reputation_snitch	告密者
reputation_deadly	致命
reputation_stoical	堅忍
reputation_fearless	無畏
reputation_exlaw	前執法人員
reputation_copkiller	警察殺手
reputation_quick	快速
reputation_instigator	教唆犯
reputation_fighter	格鬥高手
reputation_gangmember	團夥成員
reputation_federalwitness	聯邦證人
reputation_preacher	牧師
reputation_connected	有人脈
reputation_workaholic	工作狂
reputation_clean	愛乾淨
reputation_pickpocket	偷竊
reputation_copycat	盜用身分
reputation_dangerous	危險
reputation_escapeartist	逃獄專家

reputation_strong_high	極其強壯
reputation_tough_high	粗暴至極
reputation_volatile_high	極其喜怒無常
reputation_deadly_high	極其致命
reputation_exlaw_high	前監獄警衛
reputation_quick_high	速度極快
reputation_fighter_high	格鬥專家
reputation_connected_high	人脈廣
reputation_dangerous_high	極端危險

reputation_legendary_high	--傳奇--
reputation_snitch_high	告密者
reputation_stoical_high	堅忍
reputation_fearless_high	無畏
reputation_copkiller_high	警察殺手
reputation_instigator_high	教唆犯
reputation_gangmember_high	團夥成員
reputation_federalwitness_high	聯邦證人
reputation_preacher_high	傳教士
reputation_workaholic_high	工作狂
reputation_clean_high	愛乾淨
reputation_pickpocket_high	偷竊
reputation_copycat_high	盜用身分
reputation_escapeartist_high	逃獄專家

reputationtooltip_legendary	這名囚犯是黑社會的傳奇，並擁有眾多的技能和能力，這使他成了非常危險的人物。
reputationtooltip_strong	這名囚犯在鬥毆中重拳出擊，兇狠無敵。
reputationtooltip_tough	此囚犯可以在打架鬥毆中承受可觀的攻擊傷害。他們有時甚至承受得住電擊槍的攻擊。
reputationtooltip_volatile	這名因犯很容易在毫無征兆及緣由的情況下發狂。
reputationtooltip_stoical	關禁閉也無法壓制這種囚犯。他們毫不在乎。
reputationtooltip_snitch	這名囚犯是已知的線人，正因如此其性命可能受到威脅。別讓他們與其他囚犯單獨相處太久。
reputationtooltip_deadly	這名囚犯非常善於致命的格鬥動作，有時可以一招斃命。
reputationtooltip_exlaw	這名囚犯曾經是警察或其他執法人員。他們可能會有生命危險。
reputationtooltip_copkiller	這名囚犯因殺警入獄。你的獄警在制伏他們的時候可能無法控制自己。
reputationtooltip_fearless	這名囚犯並未被武裝警衛的陣勢嚇倒，他不太可能在鬥毆中投降。
reputationtooltip_quick	這名囚犯是個罕見的飛毛腿。
reputationtooltip_instigator	這名囚犯在附近所有區域播下了不滿的種子。當他惹麻煩時，附近的囚犯不得不採取相同的行動。
reputationtooltip_fighter	這名囚犯的防衛戰鬥技巧精湛。他們可以解除對手的武裝，甚至在打鬥中從他們手中奪取其武器。
reputationtooltip_gangmember	這名囚犯屬於某個幫派。他們會保護自己的幫派成員，並對敵對幫派懷有仇恨。
reputationtooltip_federalwitness	這名囚犯是重要法律案件的證人，正因如此而成為團夥或犯罪頭目要殺害的目標。
reputationtooltip_preacher	這名囚犯非常有魅力，並有能力使其他人改信宗教，讓他們有了精神上的付託。
reputationtooltip_connected	這個囚犯不論是在監獄內外都有人脈。他們似乎隨時都能弄到違禁品。
reputationtooltip_workaholic	這個囚犯有工作強迫症，除非沒事可做，不然他停不下來，而且會忽視日常作息，甚至是基本需求。
reputationtooltip_clean	這個囚犯有潔癖，因此對於衛生的要求會高出許多。
reputationtooltip_copycat	這個囚犯能夠模仿附近囚犯的行為和行動，複製他們的名聲。
reputationtooltip_dangerous	這個囚犯傷害周遭的人。怎麼辦到的？是為了什麼？沒人知道。
reputationtooltip_escapeartist	這個囚犯是個逃獄專家，以脫逃為樂。不斷嘗試偷監獄鑰匙然後逃獄。

# =============================================================================
# Nameplate status
# =============================================================================

nameplate_working	工作
nameplate_stationed	駐守
nameplate_patrolling	巡邏
nameplate_resting	休息
nameplate_tired	疲憊
nameplate_injured	受傷
nameplate_unconscious	失去意識
nameplate_dead	死亡
nameplate_released	已釋放
nameplate_researching	正在調查
nameplate_overdose	吸毒過量
nameplate_starving	挨餓
nameplate_wounded	流血


# =============================================================================
# Objectives, Grants
# =============================================================================

objective_feedallprisoners	喂飽所有囚犯
objective_caption_prisoners	囚犯
objective_caption_meals	餐點
objective_readceosletter	讀執行長的信函
objective_actionrequired	事件報告

objective_deathrowinmates	死囚區囚犯狀態

objective_prisonerintake	囚犯收監
objective_intake_arrivals	*X 名囚犯將於 *Y 抵達
objective_intake_closed	您的監獄對新囚犯關閉
objective_intake_closed2	（查看囚犯報告）
objective_intake_closed3	（查看收監報告）
objective_intake_specials	特殊轉移：
objective_intake_categories	類別：
objective_intake_minsec	最低安全級別、
objective_intake_medsec	普通安全級別、
objective_intake_maxsec	最高安全級別
objective_intake_deathrow	死囚區
objective_intake_typeclosed	關閉
objective_intake_typefillcapacity	增加至上限
objective_intake_typetotalprisoners	增加至 *X
objective_intake_typenumperday	每日 *X 個
objective_intake_typeallavailable	全可使用
objective_intake_closedstrike	在工作人員罷工期間無法接收囚犯。

objective_firstgrant	接受你第一筆補助金
objective_firstgrant_description	接受你第一筆補助金：開啟報告視窗（點擊螢幕右下方的按鈕），選擇補助金標籤，然後選擇可用的補助金。

objective_builddeliveriesroom	設定移交區

objective_outgoing	將被釋放的囚犯
objective_outgoing_count	*X 名囚犯很快將被釋放
objective_outgoing_timer	（*X 小時）

objective_visitors	訪客（上午 8 點至晚上 8 點）
objective_visitors_waiting	*X 名家人正等待探監
objective_visitors_onsite	*X 名監獄內的訪客在 *Y 群體中

objective_staffexhausted	疲憊的工作人員
objective_reststaff_exhausted	*X 名工作人員非常疲憊。
objective_reststaff_resting	（*X 名正在休息）
objective_reststaff_needstaffroom	構建員工休息室，以便他們休息。

objective_punishment_solitary	*X 名處於單獨禁閉狀態
objective_punishment_solitary_queue	*X 名正在等待單獨禁閉
objective_punishment_solitary_mix	*X 名關押在單人牢房中（*Y 名正在等待）
objective_punishment_lockdown	*X 名處於禁閉狀態
objective_incident_medical	*X 名需要醫療救助
objective_incident_dead	*X 具尸體

objective_prisonerparole	囚犯假釋
objective_parole_count	*X 名囚犯獲得假釋

objective_payment_receivedfull	補償：已收到 *X
objective_payment_receivedpart	補償：已收到 *X（共 *Y）

objective_grant_bootstraps	基本拘留中心
objective_grant_bootstraps_description	將一片空地變成一所正常運營的監獄。這份政府合同為您提供必要的資金，來為首批囚犯構建最低限度的基本設施。
objective_grant_bootstraps_holdingcell	構建拘留室
objective_grant_bootstraps_shower	構建淋浴間
objective_grant_bootstraps_yard	構建庭院
objective_grant_bootstraps_kitchen	構建廚房
objective_grant_bootstraps_canteen	構建食堂
objective_grant_bootstraps_guard	雇傭至少 2 名警衛
objective_grant_bootstraps_chef	雇傭至少 2 名廚師

objective_grant_administration	管理中心
objective_grant_administration_description	每個監獄專案都需要正常運營的管理設施，以確保一切進展順利，並對專案負責。此合約為監獄長和會計及其辦公室買單，這將讓我們可以存取完整的聯邦津貼系統。
objective_grant_administration_offices	構建 2 間辦公室
objective_grant_administration_warden	雇傭一位監獄長
objective_grant_administration_accountant_research	透過官僚機構解鎖財務
objective_grant_administration_accountant	雇傭一名會計師

objective_grant_firstcellblock	牢房 A 區
objective_grant_firstcellblock_description	基礎設施已建成並開始運轉。現在該構建第一塊牢房區，然後將現有囚犯轉移到他們自己的牢房。
objective_grant_firstcellblock_cells	將囚犯容量提高至 15

objective_grant_health	囚犯健康與幸福
objective_grant_health_description	囚犯的生理和心理健康對我們非常重要。此津貼任務旨在促進最先進的內科病房的構建，雇傭醫生和心理學家來照顧囚犯的健康需求。
objective_grant_health_ward	構建內科病房
objective_grant_health_doctors	雇傭至少 2 名醫生
objective_grant_health_psychologist	雇傭一名心理學家（需要一間辦公室）

objective_grant_bailout	政府緊急援助
objective_grant_bailout_description	政府對您的表現感到極度不滿，但是已經決定您的監獄規模過大而不能倒閉。政府將發放納稅人資金，以解救監獄的破產危機。但是，您必須平衡收支賬簿 — 使監獄恢復正現金流（日常收入大於日常支出），並清償銀行債務。
objective_grant_bailout_cashflow	收入大於支出
objective_grant_bailout_debt	清償債務


objective_grant_maintenance	監獄維護
objective_grant_maintenance_description	監獄及其庭院的常規保養與維護對工作人員和囚犯的安全都至關重要。雇傭必要人員來使監獄保持整潔有序。
objective_grant_maintenance_research_root	透過官僚機構解鎖維護
objective_grant_maintenance_research_cleaning	透過官僚機構解鎖清潔
objective_grant_maintenance_research_groundskeeping	透過官僚機構解鎖庭院保養
objective_grant_maintenance_foreman	雇傭一名監工（需要一間辦公室）
objective_grant_maintenance_janitor	雇傭至少 2 名清潔工
objective_grant_maintenance_gardener	雇傭一名園丁

objective_grant_visitation	探訪權
objective_grant_visitation_description	該地區的許多其他設施正因為拒絕囚犯對其進行探訪的權利而面臨法律訴訟。投資者不希望看到醜聞，於是提供此津貼任務以確保提供足夠的設施。
objective_grant_visitation_room	構建探監室
objective_grant_visitation_tables	至少新增 3 張訪客桌
objective_grant_visitation_commonroom	構建公共活動室
objective_grant_visitation_pooltable	新增一張檯球桌
objective_grant_visitation_tv	至少新增 2 台電視
objective_grant_visitation_phones	至少構建 5 個電話亭

objective_grant_basicsecurity	安保程序認證
objective_grant_basicsecurity_description	新監獄的常見缺陷是因監獄工作人員經驗不足而導致的安全漏洞。請將安保措施增強至可接受級別，從而確保不會發生不利於未來記錄的早期災難。
objective_grant_basicsecurity_chief	雇傭一名安保主管（需要一間辦公室）
objective_grant_basicsecurity_guards	雇傭 10 名警衛
objective_grant_basicsecurity_patrols	將 3 名警衛指派至巡邏路線
objective_grant_basicsecurity_research	透過官僚機構解鎖巡邏

objective_grant_enhancedsecurity	政府安全評級
objective_grant_enhancedsecurity_description	政府對超過一定規模的監獄的安全具有一定要求，並會對未達到要求的監獄開出巨額罰款。請確保這不成問題。
objective_grant_enhancedsecurity_armoury	構建軍械庫
objective_grant_enhancedsecurity_kennel	構建犬舍
objective_grant_enhancedsecurity_guards	雇傭 2 名武裝警衛
objective_grant_enhancedsecurity_dogs	雇傭 2 名訓犬員
objective_grant_enhancedsecurity_patroldogs	將 2 名訓犬員指派到警犬巡邏路線
objective_grant_enhancedsecurity_patrolarmed	將 2 名武裝警衛指派到巡邏路線

objective_grant_advancedsecurity	實施最高安全級別基礎設施
objective_grant_advancedsecurity_description	維護眾多囚犯的安全十分困難，但是違法的成本遠遠大於實施恰當安全措施的成本。在監獄各處安全必要設備。
objective_grant_advancedsecurity_guards	擴大保安部隊的規模
objective_grant_advancedsecurity_researchcctv	透過官僚機構解鎖閉路電視
objective_grant_advancedsecurity_researchbodyarmour	透過官僚機構解鎖防彈衣
objective_grant_advancedsecurity_researchtazers	透過官僚機構解鎖泰瑟槍
objective_grant_advancedsecurity_office	構建保安室
objective_grant_advancedsecurity_cctvmonitor	構建閉路電視監視器
objective_grant_advancedsecurity_cctvcameras	在監獄各處放置閉路電視攝像機

objective_grant_prisonerworkforce	囚犯習服與勞役
objective_grant_prisonerworkforce_description	讓囚犯在監獄中工作是使其融入環境的好方法，同時還能降低成本。完成必要的培訓並構建必要設施，讓您的囚犯投入工作。
objective_grant_prisonerworkforce_research	透過官僚機構解鎖囚犯勞役
objective_grant_prisonerworkforce_cleaning	構建清潔櫥櫃
objective_grant_prisonerworkforce_laundry	構建圖書館
objective_grant_prisonerworkforce_kitchenclass	使 3 名囚犯完成廚房安全與衛生課程
objective_grant_prisonerworkforce_laundryassigned	指派 3 名囚犯在洗衣房工作
objective_grant_prisonerworkforce_kitchenassigned	指派 3 名囚犯在廚房工作
objective_grant_prisonerworkforce_cleaningassigned	指派 3 名囚犯在清潔櫥櫃工作

objective_grant_educationreformprogram	教育改造倡議
objective_grant_educationreformprogram_description	一個著名的運動團體正在開展大規模的社會實驗，力求瞭解教育對囚犯再犯罪率的影響。設置一些教室，並開始教育囚犯。
objective_grant_educationreformprogram_research	透過官僚機構解鎖教育
objective_grant_educationreformprogram_classroom	構建教室
objective_grant_educationreformprogram_desks	構建 20 張課桌
objective_grant_educationreformprogram_foundationed	使 10 名囚犯通過基礎教育課程
objective_grant_educationreformprogram_generaled	使 1 名囚犯通過通識教育課程

objective_grant_prisonlabour	監獄生產設施
objective_grant_prisonlabour_description	投資家希望您提高監獄盈利能力，並願意投資來幫助構建車間和將囚犯轉變成勞動力。
objective_grant_prisonlabour_workshop	構建車間
objective_grant_prisonlabour_saw	構建 2 張車間鋸床
objective_grant_prisonlabour_press	構建 2 台車間壓力機
objective_grant_prisonlabour_reform	使 5 名囚犯通過車間安全課程
objective_grant_prisonlabour_plates	生產 30 個汽車號牌

objective_grant_furnituremanufacturing	木工學徒課程
objective_grant_furnituremanufacturing_description	為囚犯提供木工課程，向他們傳授被釋放後可以使用的寶貴技能，還可以讓他們在車間中生產高端家具，出售這些家具可以增加收入。
objective_grant_furnituremanufacturing_forestry	構建林地
objective_grant_furnituremanufacturing_table	構建 2 張木工桌
objective_grant_furnituremanufacturing_reform	使 2 名囚犯通過木工課程
objective_grant_furnituremanufacturing_bed	生產 10 張高級睡床

objective_grant_reducestaffstress	工作人員福利倡議
objective_grant_reducestaffstress_description	監獄工會收到了有關工作人員壓力過大和勞累過度的各種報告，報告著重強調監獄一直在犯錯。請確保您的監獄不再發生類似問題。
objective_grant_reducestaffstress_staffroom	構建員工休息室
objective_grant_reducestaffstress_freeguards	至少不給 5 名警衛指派任務
objective_grant_reducestaffstress_restedstaff	確保沒有工作人員感到疲憊

objective_grant_shortterminvestment	短期投資
objective_grant_shortterminvestment_description	將資金投入投資基金，最終將對您的初始資金給予合理回報。
objective_grant_shortterminvestment_wait	等待資金...

objective_grant_longterminvestment	長期投資
objective_grant_longterminvestment_description	將資金投入長期投資基金，最終將對您的初始資金給予巨大回報。
objective_grant_longterminvestment_wait	等待資金...

objective_grant_cellblock50	牢房 B 區
objective_grant_cellblock50_description	現在該進一步擴大您的監獄，而不只是簡單的關押所。
objective_grant_cellblock50_cells	將囚犯容量提高至 50 人

objective_grant_cellblock100	牢房 C 區
objective_grant_cellblock100_description	透過繼續擴建監獄來充分利用您的土地。
objective_grant_cellblock100_cells	將囚犯容量提高至 100 人

objective_grant_cellblock200	牢房 D 區
objective_grant_cellblock200_description	更多囚犯意味著更多政府資助。提高容量以利用這點。
objective_grant_cellblock200_cells	將囚犯容量提高至 200 人

objective_grant_cellblock500	牢房 E 區
objective_grant_cellblock500_description	政府向最大的監獄提供大量財務激勵。現在該朝著這個目標努力奮鬥了。
objective_grant_cellblock500_cells	將囚犯容量提高至 500 人

objective_grant_nutritionresearch	囚犯營養研究
objective_grant_nutritionresearch_description	一家獨立研究機構提供資金，以參與有關不同囚犯飲食習慣的影響的試驗。
objective_grant_nutritionresearch_poor	持續兩天供應一款量少、種類少的膳食
objective_grant_nutritionresearch_good	持續兩天供應三款量多、種類多的膳食

objective_grant_drugsearch	取締毒品
objective_grant_drugsearch_description	最近，對於大型監獄中吸毒情況的擔憂越來越多。採取積極態度，表明您正在處理此問題。
objective_grant_drugsearch_find	找到 10 種非法毒品

objective_grant_contrabandsupply	工具清理
objective_grant_contrabandsupply_description	由於其他監獄發生大量物品偷竊等事件，研究機構正在著手研究監獄各處的工具和武器分佈。試驗的這一部分包括嘗試拿走監獄人群身上所有的此類物品。
objective_grant_contrabandsupply_tools	斷絕被盜工具的供應
objective_grant_contrabandsupply_weapons	斷絕被盜武器的供應

grant_category_completed	已完成：
grant_category_unlocked	已解鎖：
grant_category_cash	現金：
grant_category_cashflow	現金流：
grant_category_debt	債務：
grant_category_prisoners	囚犯：

grant_property_atleast	至少 *X
grant_property_atmost	不超過 *X


# =============================================================================
# Materials
# =============================================================================


object_none	無
object_box	箱子
object_stack	物品堆
object_bed	床
object_bunkbed	上下舖
object_crib	嬰兒床
object_toilet	馬桶
object_table	桌子
object_chair	椅子
object_bench	長凳
object_electricchair	電椅
object_jaildoor	監獄門
object_jaildoorlarge	大型監獄門
object_door	普通門
object_solitarydoor	單人牢房門
object_staffdoor	員工專用門
object_remotedoor	遠端門
object_roadgate	道路大門
object_jailbars	監獄栅栏
object_window	窗
object_windowlarge	大窗
object_tree	樹
object_light	燈
object_cooker	爐灶
object_fridge	冰箱
object_bin	垃圾箱
object_sink	水槽
object_servingtable	送餐桌
object_showerhead	淋浴噴頭
object_brick	磚
object_concrete	混凝土
object_steel	鋼筋
object_ingredients	配料
object_ingredientscooking	配料（烹飪用）
object_ingredientscooked	配料（已煮熟）
object_ingredientsspoiled	配料（已變質）
object_meal	餐點
object_foodtray	食物托盤
object_foodtraydirty	食物托盤（髒汙）
object_grassturf	草皮
object_prisoneruniform	囚犯制服
object_dirtyprisoneruniform	囚犯制服（髒汙）
object_crumpledprisoneruniform	囚犯制服（鄒巴巴）
object_bleach	漂白劑
object_sheetmetal	金屬片
object_licenseplateblank	汽車號牌（空白）
object_licenseplate	汽車號牌
object_log	原木
object_wood	木材
object_workman	工匠
object_truckdriver	卡車司機
object_guard	警衛
object_riotguard	防暴警衛
object_armedguard	武裝警衛
object_prisoner	囚犯
object_doctor	醫生
object_paramedic	醫護人員
object_cook	廚師
object_gardener	園丁
object_janitor	清潔工
object_fireman	消防員
object_avatar	頭像
object_actor	演員
object_visitor	訪客
object_executionwitness	死刑證人
object_doghandler	訓犬員
object_dog	警犬
object_dogcrate	狗籠
object_teacher	教師
object_soldier	士兵
object_sniper	狙擊手
object_warden	監獄長
object_chief	主管
object_foreman	監工
object_psychologist	心理學家
object_accountant	會計師
object_lawyer	律師
object_supplytruck	供應卡車
object_prisonerbus	囚犯押運車
object_fireengine	消防車
object_riotvan	防暴先遣車
object_ambulance	救護車
object_hearse	靈車
object_trooptruck	部隊卡車
object_fire	火
object_garbage	垃圾
object_rubble	瓦礫
object_bookshelf	書架
