
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Új
score_tooltip_currentchance             Az államilag elfogadott vád erőssége *X%
score_tooltip_clemencywarning           annak az esélye, hogy ez a fogoly kegyelmet kapjon, pillanatnyilag az államilag elfogadott vád erőssége felett van. Ha folytatod a kivégzésére irányuló procedúrát, felelősségre vonnak halála után, ha kiderül, hogy kegyelmet kapott volna!

experiencefactor_FractionalLockedUp     *X%: bezárva tartózkodása folyamán
experiencefactor_FractionalReform       *X%: reformprogramokon vett részt
experiencefactor_fractionalWorking      *X%: munkával töltött idő
experiencefactor_fractionalsuppressed   *X%: elnyomva
experiencefactor_fractionalinjured      *X%: nem kezelt sérülésekkel
experiencefactor_fractionalintoxicated  *X%: korlátozott tudatállapotban (alkohol, drog, elvonási tünetek)
experiencefactor_fractionalmisbehaving  *X%: rendbontás
experiencefactor_fractionalarmedguard   *X%: fegyveres felügyelet alatt vagy elnyomva
experiencefactor_fractionalwellfed      *X%: jól tápláltan
experiencefactor_fractionalexercising   *X%: bezárva tartózkodása folyamán
experiencefactor_fractionalfreetime     *X%: bezárva tartózkodása folyamán

experiencefactor_passedeasyprograms             Elvégzett *X könnyű programot
experiencefactor_passedintermediateprograms     Elvégzett *X haladó programot
experiencefactor_passedadvancedprograms         Elvégzett *X fejlett programot
experiencefactor_passedexpertprograms           Elvégzett *X felsőfokú programot

experiencefactor_YearsServed            *X év letöltve
experiencefactor_fights                 erőszakos cselekményekben vett részt
experiencefactor_murders                *X alkalommal követett el gyilkosságot börtönödben
experiencefactor_escapeattempts         *X alkalommal kísérelt meg szökést
experiencefactor_addictions             *X függőség
experiencefactor_gangmembership         bandatag

legend_key                              kulcs:

needs_graphscale_title                  Őrizetesek:
needs_graphscale_title_staff            Személyzet:
needs_key_critical                      Kritikus
needs_key_high                          Magas
needs_key_med                           Közepes
needs_key_satisfied                     Elégedett
needs_key_active                        Aktív

needs_show_category                     Rabkategória
needs_show_category_staff               Személyzeti kategória
needs_show_category_all                 Minden rab

contraband_supplyanddemand              Kereslet és kínálat
contraband_narcotics                    Drogok
contraband_weapons                      Fegyverek
contraband_tools                        Szerszámok
contraband_luxuries                     Luxuscikkek
contraband_metal                        Fém
contraband_smelly                       Büdös
contraband_rangedweapon                 Távolsági fegyver
contraband_improvised                   Improvizált

contraband_key_supply                   Kínálat
contraband_key_demand                   Kereslet
contraband_log_stolen                   LOPOTT
contraband_log_position                 POZÍCIÓ
contraband_log_smuggled                 CSEMPÉSZETT
contraband_log_traded                   CSERÉLT
contraband_log_thrown                   LOPOTT
contraband_log_hidden                   REJTETT
contraband_log_detected                 FELFEDEZETT
contraband_log_dog                      KUTYA
contraband_log_found                    MEGTALÁLT
contraband_log_owner                    TULAJDONOS
contraband_log_arranged                 Megszervezve *X órával ezelőtt

gangs_guards                            ŐRÖK *X
gangs_soldiers                          KATONÁK *X / *Y MAX
gangs_evict                             KISZORÍTÁS
gangs_status                            *X tag . *Y haláleset . $*Z

schedule_zone_shared                    Megosztott
schedule_zone_minseconly                Min. bizt.
schedule_zone_medseconly                Köz. bizt.
schedule_zone_maxseconly                Max. bizt.
schedule_zone_protectedonly             Védőőrizet
schedule_zone_supermaxonly              Szupermax
schedule_zone_deathrowonly              Halálsor
schedule_zone_staffonly                 Csak személyzet
schedule_zone_unlocked                  Nyitott



# =============================================================================
# Needs / Actions / Bio etc
# =============================================================================

action_poo                              Kaki
action_wee                              Pisi
action_wash                             Zuhanyozás
action_relax                            Pihenés
action_sleep                            Alvás
action_nap                              Szunyálás
action_getmeal                          Evés
action_sit                              Ülés
action_exercise                         Testgyakorlás
action_liftweights                      Súlyemelés
action_phonehome                        Telefonálás a családnak
action_watchtv                          Tévénézés
action_playpool                         Biliárdozás
action_stealknife                       Gyanús viselkedés
action_stealspoon                       Gyanús viselkedés
action_urinate                          Vizel
action_soilsuit                         Bepiszkolja a ruháját
action_eat                              Eszik
action_complain                         Panaszkodik
action_work                             Dolgozik
action_visitation                       Látogatás
action_parole                           Kegyelmi meghallgatás
action_none                             Semmi
action_misbehaving                      Rendbontás
action_escaping                         Szökés
action_destroying                       Pusztítás
action_spoiling                         Provokáció
action_fighting                         Verekedés
action_rioting                          Lázadás
action_hostagetaking                    Túszejtés
action_reformprogram                    Reformprogram
action_changeclothes                    Ruhaváltás
action_getbook                          Könyvkölcsönzés
action_pray                             Ima
action_shopping                         Vásárlás
action_playinggame                      Játék

action_foodpoisoning_1                  Istenem, állítsd le!
action_foodpoisoning_2                  Minden kiderül
action_foodpoisoning_3                  Mindenhol hányás
action_foodpoisoning_4                  Ez miért történik
action_foodpoisoning_5                  Szó szerint haldoklik

status_effect_title						=[Státusz Effektek]=
status_effect_none						Semmi
status_effect_suppressed				Elnyomva
status_effect_goodfood					Jól táplált
status_effect_drunk						Részeg
status_effect_high                      Beszívva
status_effect_withdrawal				Elvonási tünetek
status_effect_tazed                     Sokkolva
status_effect_overdosed                 Túladagolva
status_effect_surrendered               Megadta magát
status_effect_calming                   Lenyugodva
status_effect_angst                     Dühös
status_effect_wounded                   Vérzik
status_effect_virus                     Beteg
status_effect_virusdeadly               Beteg
status_effect_overheating               Túlmelegedés
status_effect_exposure                  Kitettség
status_effect_foodpoisoning             Ételmérgezés
status_effect_riledup                   Zaklatott

condition_treated                       Gyógyult
condition_needstreating                 Gyógyítás szükséges

experience_totaltime                    Teljes idő
experience_misconduct                   Rendbontás
experience_lockeddown                   Lezárás
experience_regime                       Szabályzat
experience_sleep                        Alvás
experience_work                         Munka
experience_class                        Osztály
experience_freetime                     Szabad idő
experience_moodbad                      Rossz
experience_moodnormal                   Normál
experience_moodgood                     Jó
experience_nocondition                  Semmi
experience_kod                          Kiütve
experience_hurt                         Sérült
experience_suppressed                   Elnyomva
experience_intoxicated                  Részeg vagy drog hatása alatt
experience_wellfed                      Jóllakott
experience_exercise                     Testmozgás

need_name_nothing                       Semmi
need_name_bladder                       Hólyag
need_name_bowels                        Belek
need_name_sleep                         Alvás
need_name_food                          Étel
need_name_safety                        Biztonság
need_name_hygiene                       Higiénia
need_name_exercise                      Testmozgás
need_name_family                        család
need_name_recreation                    Pihenés
need_name_comfort                       Kényelem
need_name_environment                   Környezet
need_name_privacy                       Magánélet
need_name_freedom                       Szabadság
need_name_clothing                      Ruha
need_name_drugs                         Drogok
need_name_alcohol                       Alkohol
need_name_starving                      Éhezés
need_name_spirituality                  Spiritualitás
need_name_literacy                      Irodalom
need_name_babysleep                     [Baba] Alvás
need_name_babyplay                      [Baba] Játék
need_name_warmth                        Hő
need_name_staffbladder                  Húgyhólyag
need_name_staffbowels                   Belek
need_name_stafffood                     Élelem
need_name_staffsafety                   Biztonság
need_name_staffrecreation               Rekreáció
need_name_staffcomfort                  Komfort
need_name_staffenvironment              Környezet
need_name_staffrest                     Pihenés
need_name_staffwarmth                   Hő
need_name_luxuries                      Élvezeti cikkek
needs_locked                            (A szükségletek megjelenítéséhez pszichológus kell)
needs_title                             =[Szükségletek]=

needs_total_prisoners                   Ezt *X rab igényli
needs_total_concerned                   *X rab aggódik emiatt az igény miatt
needs_total_desperate                   *X rab mindenképpen ki akarja elégíteni ezt az igényt
needs_total_angry                       *X rab mérges, mert ezt az igényét nem elégítik ki
needs_total_active                      *X rab foglalkozik jelenleg ezzel az igénnyel

needs_total_staff                       A személyzet *X tagjának van ilyen szükséglete
needs_total_concerned_staff             A személyzet *X tagja aggódik emiatt a szükséglet miatt
needs_total_desperate_staff             A személyzet *X tagja nagyon szeretné kielégíteni ezt a szükségletét
needs_total_angry_staff                 A személyzet *X tagja rendkívül dühös amiért nem tudja kielégíteni ezt a szükségletét
needs_total_active_staff                A személyzet *X tagja éppen ezzel a szükségletével foglalkozik

needs_help_bladder                      Mindenkinek kell néha mosdóra mennie, még a raboknak is. Tartsd szem előtt, hogy a börtönöd szabályzata javarészt nagyon szigorú - a rabok nem használhatják cellájuk mosdóját, ha például éppen a zuhanyzóban kell lenniük.
needs_help_bowels                       Mindenkinek kell néha mosdóra mennie, még a raboknak is. Tartsd szem előtt, hogy a börtönöd szabályzata javarészt nagyon szigorú - a rabok nem használhatják cellájuk mosdóját, ha például éppen a zuhanyzóban kell lenniük.
needs_help_sleep                        A raboknak aludniuk kell. A rabok csak a nekik kijelölt cellában, és csak este 8 és reggel 8 óra közt alhatnak. Természetesen ágy is kell nekik.
needs_help_food                         Ennie mindenkinek kell, a legtöbb embernek pedig naponta többször. Ha úgy látod, hogy a konyha nem tud elég ételt készíteni, vegyél fel még szakácsokat, vagy tegyél még tűzhelyeket a konyhába. A Jelentés ablak Szabályzatok fülén beállíthatod az élelmezési szabályzatot is.
needs_help_safety                       A rabok még a börtönben is biztonságra vágynak. Ha a börtönben sok a verekedés, vagy magas az általános veszélyszint, a rabok kevésbé érzik biztonságban magukat, és akár a felfegyverkezés mellett is dönthetnek. Ha ez a probléma súlyossá válik, növeld a börtön biztonságát több őr felvételével, több őrjárat létrehozásával vagy a rabok többi igényeinek kielégítésével.
needs_help_hygiene                      A legtöbb rab rendszeresen szeretne mosdani, különösen reggelente, felkelés után. A zuhanyzási rendszer a legközelebbi zuhanyzóhelyiségbe küldi azokat a rabokat, akiknek nincsen saját zuhanyzójuk. Ha ebből probléma keletkezik, nagyobbítsd meg a zuhanyzólétesítményeket, vagy engedélyezz több szabadidőt, hogy a rabok igényeik szerint zuhanyozhassanak.
needs_help_environment                  A rabok nem szeretnek koszban élni, és ha sok rab használja ugyanazt a létesítményt, úgy a dolgok igen gyorsan piszkossá válnak. Vegyél fel gondnokokat, vagy fogd munkára a rabokat egy takarítószer-raktárnál, hogy mindezt ellenőrzés alatt tarthasd.
needs_help_privacy                      Néha a rabok szeretnének némi időt egyedül tölteni. A cellájukban töltött idő általában elegendő erre, de ha sok rabbal együtt a Hálókörletben kell élniük, akkor kevés egyedüllét jut nekik.
needs_help_clothing                     A rabok időnként tiszta ruhára vágynak, még ha csak ugyanarról az egyszínű kezeslábasról is van szó. Egy mosodával és gondnokok felvételével vagy a rabok ottani munkára fogásával válthatod valóra ezt az álmot.
needs_help_drugs                        Sok rab küszködhet kábítószer-függőséggel - az is lehet, hogy elsősorban emiatt vannak börtönben. Ezt a problémát a gyengélkedőben működtetett kábítószer-elvonó programmal kezelheted.
needs_help_alcohol                      Sok rab küszködik alkoholizmussal, és sok mindenre képesek, hogy alkoholhoz jussanak. Mindezt az alkoholistáknak szóló csoportos foglalkozásokkal enyhítheted.
needs_help_spirituality                 Számos rab gyakorol különféle vallásokat. Rabjaid vallásgyakorlását imapadok vagy imaszőnyegek elhelyezésével teheted lehetővé, egy kápolna építésével és spirituális iránymutató programokkal érhetők el azonban a legjobb eredmények, és ezek általában megnyugtatják a rabokat is.
needs_help_warmth                       Senki sem akar állandóan fázni, de a természetet ez nem igazán érdekli. A börtön fűtőtestekkel való felszerelésével elég melegen tarthatók az épületek ahhoz, hogy ebből ne legyen probléma.
needs_help_babysleep                    A babáknak több alvásra van szükségük, mint a közönséges raboknak. Ha az egyik rabnak babája születik, gondoskodj babaágyról, hogy a baba annyit aludhasson, amennyit csak akar.
needs_help_babyplay                     A babáknak elfoglaltságra és szórakozásra van szükségük. Ha valamelyik rabodnak babája van, gondoskodjál a közelben játszószőnyegekről.

needs_help_staffbladder                 Még az Ön személyzetének is szüksége lesz időnként a mellékhelyiség használatára. Ezt minden alkalommal meg fogják tenni, amikor szünetet tartanak.
needs_help_staffbowels                  Még az Ön személyzetének is szüksége lesz időnként a mellékhelyiség használatára. Ezt minden alkalommal meg fogják tenni, amikor szünetet tartanak.
needs_help_stafffood                    A személyzetének szüksége van az étkezésre, és a csak a személyzetnek fenntartott kantinban, vagy a személyzeti helyiségekben fognak étkezni. A személyzet részére az élelmet úgy szállítják, hogy nem kell a rabokkal egy helyiségben étkezniük.
needs_help_staffsafety                  A személyzetének joga van a biztonsághoz még akkor is, ha börtönben dolgoznak. A magas veszélyszint, vagy az állandó verekedések az eredményezik, hogy a személyzete tagjai nem fogják biztonságban érezni magukat, habár ezt némileg csökkenteni lehet a jobban felszerelt őrökkel.
needs_help_staffrecreation              A személyzete sok időt tölt a börtönben és időről-időre szüksége van némi szórakozásra. A személyzeti helyiségben elhelyezett TV vagy rádió jó módja a szórakoztatás biztosításának.
needs_help_staffcomfort                 A személyzetének többsége egész nap talpon van és időnként szeretnének kikapcsolódni. Ha kellemes helyet biztosít a számukra a szünetetek eltöltéséhez, az jó módja annak, hogy feltöltődjenek.
needs_help_staffenvironment             A személyzet semmivel sem szeretne jobban egy mocskos börtönben dolgozni, mint amennyire a rabok ott élni. A börtön tisztántartása segít megelőzni, hogy a börtön tisztaságának hiánya probléma legyen.
needs_help_staffrest                    A személyzetnek szüksége van arra, hogy szünetet tartson napközben, és visszanyerje az energiáját. Előnyben részesítik a privát személyzeti szobában, kényelmes heverőn történő pihenést.

reputation_title                        Reputáció
reputation_hidden                       (Ismeretlen reputáció)
reputation_hidden_short                 ???

reputation_legendary                    --LEGENDÁS--
reputation_strong                       Erős
reputation_tough                        Kemény
reputation_volatile                     Hirtelen haragú
reputation_snitch                       Tégla
reputation_deadly                       Halálos
reputation_stoical                      Sztoikus
reputation_fearless                     Vakmerő
reputation_exlaw                        Volt rendőr
reputation_copkiller                    Zsarugyilkos
reputation_quick                        Gyors
reputation_instigator                   Felbujtó
reputation_fighter                      Gyakorlott bunyós
reputation_gangmember                   Bandatag
reputation_federalwitness               Szövetségi tanú
reputation_preacher                     Prédikátor
reputation_connected                    Vannak kapcsolatai
reputation_workaholic                   Munkamániás
reputation_clean                        Tiszta
reputation_pickpocket                   Zsebmetsző
reputation_copycat                      Személyazonosság-tolvaj
reputation_dangerous                    Veszélyes
reputation_escapeartist                 Szabadulóművész

reputation_strong_high                  Rendkívül erős
reputation_tough_high                   Rendkívül kemény
reputation_volatile_high                Rendkívül hirtelen haragú
reputation_deadly_high                  Rendkívül halálos
reputation_exlaw_high                   Volt börtönőr
reputation_quick_high                   Rendkívül gyors
reputation_fighter_high                 Kitűnő bunyós
reputation_connected_high               Jó kapcsolatai vannak
reputation_dangerous_high               Különösen veszélyes

reputation_legendary_high               --LEGENDÁS--
reputation_snitch_high                  Tégla
reputation_stoical_high                 Sztoikus
reputation_fearless_high                Vakmerő
reputation_copkiller_high               Zsarugyilkos
reputation_instigator_high              Felbujtó
reputation_gangmember_high              Bandatag
reputation_federalwitness_high			Szövetségi tanú
reputation_preacher_high                Prédikátor
reputation_workaholic_high              Munkamániás
reputation_clean_high                   Tiszta
reputation_pickpocket_high              Zsebmetsző
reputation_copycat_high                 Személyazonosság-tolvaj
reputation_escapeartist_high            Szabadulóművész

reputationtooltip_legendary             Ez az elítélt egy alvilági legenda, aki számos képessége miatt nagyon veszélyesnek tekinthető.
reputationtooltip_strong                Ez az őrizetes a verekedés folyamán egyre erősebbeket üt.
reputationtooltip_tough                 Ez a rab sokkal több ütést bír verekedés során. Néha még a sokkoló találatát is képes elviselni.
reputationtooltip_volatile              Ez a rab figyelmeztetés és ok nélkül képes őrjöngésbe kezdeni.
reputationtooltip_stoical               Ezt a rabot nem lehet magánzárkával megtörni. Nem igazán érdekli a dolog.
reputationtooltip_snitch                Ez a rab közismert besúgó, így az élete veszélyben foroghat. Ne hagyd őt egyedül a többi rabbal túl hosszú ideig.
reputationtooltip_deadly                Ez a rab a kézitusa mestere, egyetlen ütése is halálos lehet!
reputationtooltip_exlaw                 Ez a rab valaha rendőrtiszt, vagy más rendészeti alkalmazott volt. Az élete veszélyben foroghat.
reputationtooltip_copkiller             Ez a rab meggyilkolt egy rendőrtisztet. Börtönőreid lehet, hogy elvetik a sulykot fegyelmezése közben.
reputationtooltip_fearless              Ezt a rabot nem rémíti meg a fegyveres őrök látványa, tehát kevéssé valószínű, hogy megadja magát a harc során.
reputationtooltip_quick                 Ez a z őrizetes szokatlanul gyorsan fut.
reputationtooltip_instigator            Ez a rab elégedetlenséget szít a többiek között. Ha tehát ő bajt kever, valószínű, hogy a többiek is ezt teszik körülötte.
reputationtooltip_fighter               Ez a rab igen képzett önvédelemben. Le tudja fegyverezni ellenfelét, vagy akár el is veheti tőle a fegyvert.
reputationtooltip_gangmember            Ez a rab egy banda tagja. Megvédi a banda többi tagját, és gyűlölettel tekint a rivális bandákra.
reputationtooltip_federalwitness        Ez az őrizetes egy fontos ügy tanúja, ezért egy banda vagy bandavezér célpontja.
reputationtooltip_preacher              Ez a rab különösen karizmatikus, és másokat saját vallására téríthet át, amivel megadja nekik a vágyott spiritualitást.
reputationtooltip_connected             A rabnak mindenhol vannak kapcsolatai, a börtönön belül és kívül egyaránt. Képesek látszólag a semmiből csempészni.
reputationtooltip_workaholic            Ez a rab kényszeresen dolgozik és egészen addig nem áll le, amíg van még bármilyen tennivaló, figyelmen kívül hagyva a rendszert és akár az alapvető szükségleteit is.
reputationtooltip_clean                 Ez a rab tisztaságmániás; ennek eredményeként a higiéniai szükséglete sokkal magasabb szintű.
reputationtooltip_copycat               Ez a rab képes átvenni a környező rabok viselkedését és cselekedeteit, ezzel megduplázva az ő jó hírüket.
reputationtooltip_dangerous             Ez a rab kárt tesz a körülötte lévő emberekben. Hogyan? Miért? Ki tudja.
reputationtooltip_escapeartist          Ez a rab egy professzionális szabadulóművész és a hecc kedvéért szabadul ki helyekről. Folyamatosan megpróbálja megszerezni a börtön kulcsait és kiszökni.

# =============================================================================
# Nameplate status
# =============================================================================

nameplate_working                       Dolgozik
nameplate_stationed                     Állomásozik
nameplate_patrolling                    Őrjáratozik
nameplate_resting                       Pihen
nameplate_tired                         Fáradt
nameplate_injured                       Sebesült
nameplate_unconscious                   Eszméletlen
nameplate_dead                          HALOTT
nameplate_released                      SZABADULT
nameplate_researching                   Kutat
nameplate_overdose                      TÚLADAGOLVA
nameplate_starving                      ÉHEZIK
nameplate_wounded                       VÉRZIK


# =============================================================================
# Objectives, Grants
# =============================================================================

objective_feedallprisoners              Etesd meg az összes rabot!
objective_caption_prisoners             Rabok
objective_caption_meals                 Étkezések
objective_readceosletter                olvasd el az igazgató levelét
objective_actionrequired                jelentések az incidensekről

objective_deathrowinmates               A halálsor őrizeteseinek státusza

objective_prisonerintake                Rabszállítmány
objective_intake_arrivals               *X rab érkezik reggel 8-kor
objective_intake_closed                 börtönöd nem fogad új rabokat
objective_intake_closed2                (Lásd jelentés az őrizetesekről)
objective_intake_closed3                (Lásd jelentés a szállítmányokról)
objective_intake_specials				Különleges szállítmányok:
objective_intake_categories             Kategóriák:
objective_intake_minsec                 Min,
objective_intake_medsec                 Normál,
objective_intake_maxsec                 Max.
objective_intake_deathrow               Halálsor
objective_intake_typeclosed             Zárva
objective_intake_typefillcapacity       Kapacitás feltöltése
objective_intake_typetotalprisoners     Töltse eddig: *X
objective_intake_typenumperday          *X naponta
objective_intake_typeallavailable       Mind elérhető
objective_intake_closedstrike           A fogyasztás személyzeti sztrájkok alatt nem lehetséges

objective_firstgrant                    Az első juttatás átvétele
objective_firstgrant_description        Az első pénzbeli juttatást a jelentések ablak megnyitásával (kattints a képernyő jobb alsó sarkában lévő gombra), és a Juttatások fülre kattintva, majd az egyik rendelkezésre álló juttatás kiválasztásával veheted át.

objective_builddeliveriesroom           Jelölj ki helyet a szállítmánynak

objective_outgoing                      Szabadulás előtt álló rabok
objective_outgoing_count                *X rab hamarosan szabadul
objective_outgoing_timer                (*X óra)

objective_visitors                      Látogatók (de. 8 – du. 8)
objective_visitors_waiting              *X csalás vár látogatásra
objective_visitors_onsite               *X látogató *Y csoportban

objective_staffexhausted                a személyzet kimerült
objective_reststaff_exhausted           *X tag a személyzetből kimerült
objective_reststaff_resting             (*X pihen)
objective_reststaff_needstaffroom       Építs személyzet szobát, hogy pihenhessenek

objective_punishment_solitary           *X magánzárkában
objective_punishment_solitary_queue     *X magánzárkára vár
objective_punishment_solitary_mix       X magánzárkában (+Y vár)
objective_punishment_lockdown           *X lezárva
objective_incident_medical              *X orvosi segítséget igényel
objective_incident_dead                 *X holttest

objective_prisonerparole                Kegyelem a rabnak
objective_parole_count                  *X őrizetes kegyelemre felterjesztve

objective_payment_receivedfull          Fizetség: *X érkezett
objective_payment_receivedpart          Fizetség: *X érkezett *Y teljes összegből

objective_grant_bootstraps                  Alap büntetés-végrehajtó intézmény
objective_grant_bootstraps_description      Építs működő börtönt az üres földterületre! Ez a kormánymegbízás annyi pénzt nyújt neked, amennyi lehetővé teszi, hogy minimális infrastruktúra várja első rabjaidat.
objective_grant_bootstraps_holdingcell      Építs egy cellát
objective_grant_bootstraps_shower           Építs egy zuhanyzót
objective_grant_bootstraps_yard             Építs egy udvart
objective_grant_bootstraps_kitchen          Építs egy konyhát
objective_grant_bootstraps_canteen          Építs egy étkezőt
objective_grant_bootstraps_guard            Vegyél fel legalább két őrt
objective_grant_bootstraps_chef             Vegyél fel legalább két szakácsot

objective_grant_administration                          Adminisztrációs központ
objective_grant_administration_description              Minden börtönnek szüksége van egy működő adminisztrációs létesítményre, hogy a dolgok simán fussanak és a börtön elszámoltatható legyen. Ez a szerződés elegendő pénzt ad egy börtönigazgató és egy könyvelő fizetésére és irodáik költségeire, így hozzáférhetünk a tejes szövetségi adományrendszerhez.
objective_grant_administration_offices                  Építs két irodát
objective_grant_administration_warden                   Vegyél fel egy börtönigazgatót
objective_grant_administration_accountant_research      Nyisd meg a pénzügyeket a bürokrácián keresztül
objective_grant_administration_accountant               Vegyél fel egy könyvelőt

objective_grant_firstcellblock                  A cellablokk
objective_grant_firstcellblock_description      Az alapvető dolgok megvannak és működnek. Ideje megépítened az első cellablokkot és átszállítanod a rabokat saját celláikba.
objective_grant_firstcellblock_cells            Emeld kapacitásodat 15 főre!

objective_grant_health                      Rabok egészsége és közérzete
objective_grant_health_description          Az őrizetesek testi és lelki egészsége fontos a számunkra. Ennek az adománynak az a célja, hogy egy csúcstechnológiás egészségügyi létesítményt építs és felvedd azokat az orvosokat és pszichológust, akik gondoskodnak a rabok egészségéről.
objective_grant_health_ward                 Építs gyengélkedőt!
objective_grant_health_doctors              Vegyél fel legalább két orvost!
objective_grant_health_psychologist         vegyél fel egy pszichológust! (irodát igényel)

objective_grant_bailout                     Kormányzati segítség
objective_grant_bailout_description         A kormányzat rendkívül elégedetlen a teljesítményeddel, de úgy döntött, hogy a börtön túlságosan nagy hozzá, hogy csődbe menjen. Az adófizetők pénze bánja majd ezt a mentőakciót, de ez nincs ingyen! Rendbe kell szedned pénzügyeidet (napi bevételeidnek nagyobbnak kell lenniük kiadásaidnál) és pozitívba kell hoznod mérlegedet, valamint vissza kell fizetned bankhiteledet.
objective_grant_bailout_cashflow            A bevétel nagyobb, mint a kiadás
objective_grant_bailout_debt                Szabadulj meg adósságaidtól!


objective_grant_maintenance                         Börtön karbantartás
objective_grant_maintenance_description             A börtön és a kapcsolódó területek a rabok és az őrök biztonságának szempontjából is lényegesek. Vedd fel a megfelelő személyzetet, hogy börtönöd tiszta és rendes lehessen!
objective_grant_maintenance_research_root           Nyisd meg a karbantartást a bürokrácián keresztül
objective_grant_maintenance_research_cleaning       Nyisd meg a takarítást a bürokrácián keresztül
objective_grant_maintenance_research_groundskeeping Nyisd meg a kertészetet a bürokrácián keresztül
objective_grant_maintenance_foreman                 Vegyél fel egy művezetőt (irodát igényel)
objective_grant_maintenance_janitor                 Vegyél fel legalább két karbantartót
objective_grant_maintenance_gardener                Vegyél fel egy kertészt

objective_grant_visitation                          Látogatási jog
objective_grant_visitation_description              Több hasonló létesítmény a környéken jogi problémákkal néz szembe, mert megtagadta az őrizetesektől a látogatási jogokat. A befektetők nem akarnak botrányt, ezért biztosítják a szükséges létesítményeket.
objective_grant_visitation_room                     Építs fogadószobát!
objective_grant_visitation_tables                   Szerezz be legalább három asztalt!
objective_grant_visitation_commonroom               Építs közösségi termet!
objective_grant_visitation_pooltable                Szerezz egy biliárdasztalt!
objective_grant_visitation_tv                       Szerezz legalább két tévét!
objective_grant_visitation_phones                   Építs minimum öt telefonfülkét!

objective_grant_basicsecurity                       Biztonsági eljárás minősítés
objective_grant_basicsecurity_description           Az új börtönök gyakori rákfenéi a személyzet tapasztalatlansága miatt fellépő kockázati tényezők. Biztosítsd, hogy a korai időszakban nem történnek balesetek, amelyek veszélyeztetik reputációnkat.
objective_grant_basicsecurity_chief                 Vegyél fel egy biztonsági főnököt! (Irodát igényel)
objective_grant_basicsecurity_guards                Vegyél fel tíz őrt!
objective_grant_basicsecurity_patrols               Küldj három őrt őrjáratra!
objective_grant_basicsecurity_research              Nyisd meg az őrjáratokat a bürokrácián keresztül

objective_grant_enhancedsecurity                    Kormányzati biztonsági szintek
objective_grant_enhancedsecurity_description        A kormányzat biztonsági követelményeket támaszt a börtönök iránt bizonyos mérethatárok átlépésekor és súlyos bírságokat osztogat, ha valaki ezeknek nem tesz eleget. Biztosítsd, hogy ez nem okoz problémát!
objective_grant_enhancedsecurity_armoury            Építs egy fegyvertárat!
objective_grant_enhancedsecurity_kennel             Építs egy kutyakifutót!
objective_grant_enhancedsecurity_guards             Vegyél fel két fegyveres őrt!
objective_grant_enhancedsecurity_dogs               Vegyél fel két kutyás őrt!
objective_grant_enhancedsecurity_patroldogs         Küldj két kutyás őrt őrjáratra!
objective_grant_enhancedsecurity_patrolarmed        Küldj két fegyveres őrt őrjáratra!

objective_grant_advancedsecurity                    Maximális biztonság kivitelezése
objective_grant_advancedsecurity_description        Nehéz dolog biztonságos körülmények között őrizni nagyszámú őrizetest, de a hibák sokkal költségesek lesznek, mint szükséges biztonsági intézkedések betartása. Szereld fel a szükséges berendezéseket a börtönben!
objective_grant_advancedsecurity_guards             Növeld a biztonságiak létszámát!
objective_grant_advancedsecurity_researchcctv       Nyisd meg a CCTV-t a bürokrácián keresztül
objective_grant_advancedsecurity_researchbodyarmour Nyisd meg a testpáncélt a bürokrácián keresztül
objective_grant_advancedsecurity_researchtazers     Nyisd meg a tézereket a bürokrácián keresztül
objective_grant_advancedsecurity_office             Építs biztonsági irodát!
objective_grant_advancedsecurity_cctvmonitor        Építs CCTV monitort!
objective_grant_advancedsecurity_cctvcameras        Helyezz CCTV kamerákat szerte a börtön területére!

objective_grant_prisonerworkforce                   Őrizetesek akklimatizációja és foglalkoztatása
objective_grant_prisonerworkforce_description       A börtönmunka jó módszer a költségcsökkentésre és az integrációra egyaránt. Végezd el a szükséges képzést ás építsd meg a nélkülözhetetlen létesítményeket, hogy dolgoztatni tudd a rabokat!
objective_grant_prisonerworkforce_research          Nyisd meg a rabmunkát a bürokrácián keresztül
objective_grant_prisonerworkforce_cleaning          Építs takarítószeres szekrényt!
objective_grant_prisonerworkforce_laundry           Építs mosodát!
objective_grant_prisonerworkforce_kitchenclass      Végeztesd el három rabbal a konyhai biztonság és higiénia programot!
objective_grant_prisonerworkforce_laundryassigned   Jelölj ki három rabot mosodai munkára!
objective_grant_prisonerworkforce_kitchenassigned   Jelölj ki három rabot konyhai munkára!
objective_grant_prisonerworkforce_cleaningassigned  Jelölj ki három rabot munkára a takarítószekrényhez!

objective_grant_educationreformprogram              A Reform Oktatáson Keresztül kezdeményezés
objective_grant_educationreformprogram_description  Egy tekintélyes kampánycsapat egy nagyszabású kísérletbe kezdett, amelynek az a célja, hogy összefüggést találjon a rabok oktatása és a visszaesési ráta között. Építs néhány tantermet és kezdd el az őrizetesek oktatását!
objective_grant_educationreformprogram_research     Nyisd meg az oktatást a bürokrácián keresztül
objective_grant_educationreformprogram_classroom    Építs egy osztálytermet!
objective_grant_educationreformprogram_desks        Szerelj össze húsz iskolapadot!
objective_grant_educationreformprogram_foundationed Gondoskodj róla, hogy tíz rab teljesítse az alapképzési programot!
