
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	Nouvelle
experiencefactor_addictions	*X toxicomanies actives
experiencefactor_gangmembership	Membre de gang

legend_key	Légende :

needs_graphscale_title	Prisonniers :
needs_graphscale_title_staff	Personnel :
needs_key_critical	Critiques
needs_key_high	Élevés
needs_key_med	Moyens
needs_key_satisfied	Satisfaits
needs_key_active	Actifs

needs_show_category	Catégorie du prisonnier
needs_show_category_staff	Catégorie de personnel
needs_show_category_all	Tous les prisonniers

contraband_supplyanddemand	Offre et demande
contraband_narcotics	Drogues
contraband_weapons	Armes
contraband_tools	Outils
contraband_luxuries	Biens de valeur
contraband_metal	Métallique
contraband_smelly	Odorant
contraband_rangedweapon	Arme à distance
contraband_improvised	Improvisé

contraband_key_supply	Offre
contraband_key_demand	Demande
contraband_log_stolen	VOLÉ
contraband_log_position	PLACE
contraband_log_smuggled	INTRODUIT
contraband_log_traded	ÉCHANGÉ
contraband_log_thrown	LANCÉ
contraband_log_hidden	CACHÉ
contraband_log_detected	DÉTECTÉ
contraband_log_dog	CHIEN
contraband_log_found	TROUVÉ
contraband_log_owner	PROPRIÉTAIRE
contraband_log_arranged	Arrangé il y a *X heures

gangs_guards	GARDES *X
gangs_soldiers	SOLDATS *X / *Y MAX
gangs_evict	EXPULSER
gangs_status	*X membres . *Y meurtres . *Z $

schedule_zone_shared	Secteur partagé
schedule_zone_minseconly	Basse sécurité
schedule_zone_medseconly	Moyenne sécurité
schedule_zone_maxseconly	Haute sécurité
schedule_zone_protectedonly	Surveillance préventive
schedule_zone_supermaxonly	Très haute sécurité
schedule_zone_deathrowonly	Couloir de la mort
schedule_zone_staffonly	Personnel seulement
schedule_zone_unlocked	Déverrouillée



# =============================================================================
# Needs / Actions / Bio etc
# =============================================================================

action_poo	Gros besoin
action_wee	Petit besoin
action_wash	Se douche
action_relax	Se détend
action_sleep	Dort
action_nap	Fait une sieste
action_getmeal	Prend de la nourriture
action_sit	Est assis
action_exercise	S'exerce
action_liftweights	Fait de l'haltérophilie
action_phonehome	Téléphone à sa famille
action_watchtv	Regarde la télévision
action_playpool	Joue au billard
action_stealknife	Se comporte suspicieusement
action_stealspoon	Se comporte suspicieusement
action_urinate	Urine
action_soilsuit	Souille sa tenue
action_eat	Mange
action_complain	Se plaint
action_work	Travaille
action_visitation	A de la visite
action_parole	Est en audience de libération conditionnelle
action_none	Aucun
action_misbehaving	Se conduit mal
action_escaping	S'échappe
action_destroying	Démolit quelque chose
action_spoiling	Cherche la bagarre
action_fighting	Se bat
action_rioting	Émeutes
action_hostagetaking	Est en prise d'otage
action_reformprogram	Est en réhabilitation
action_changeclothes	Se change
action_getbook	Prend un livre
action_pray	Prie
action_shopping	Fait des achats
action_playinggame	En train de jouer

action_foodpoisoning_1	Faites que ça s'arrête
action_foodpoisoning_2	Il y en a partout
action_foodpoisoning_3	En train de vomir
action_foodpoisoning_4	Qu'est-ce qui se passe
action_foodpoisoning_5	En train de mourir

status_effect_title	=[Statuts]=
status_effect_none	Aucun
status_effect_suppressed	Maté
status_effect_goodfood	Bien nourri
status_effect_drunk	Ivre
status_effect_high	Défoncé
status_effect_withdrawal	En manque
status_effect_tazed	Tasé
status_effect_overdosed	Fait une overdose
status_effect_surrendered	S'est rendu
status_effect_calming	Se calme
status_effect_angst	Furieux
status_effect_wounded	Saigne
status_effect_virus	Malade
status_effect_virusdeadly	Malade
status_effect_overheating	Surchauffe
status_effect_exposure	Exposition
status_effect_foodpoisoning	Intoxication alimentaire
status_effect_riledup	Énervé-e
status_effect_statusswimming	Nage
status_effect_statusdrowning	Coule

condition_treated	Soigné
condition_needstreating	Besoin d'être soigné

experience_totaltime	Temps total
experience_misconduct	Mauvaise conduite
experience_lockeddown	Verrouillage
experience_regime	Régime
experience_sleep	Sommeil
experience_work	Travail
experience_class	Cours
experience_freetime	Temps libre
experience_moodbad	Mauvaise
experience_moodnormal	Normale
experience_moodgood	Bonne
experience_nocondition	Aucun
experience_kod	KO
experience_hurt	Blessé
experience_suppressed	Maté
experience_intoxicated	Intoxiqué
experience_wellfed	Bien nourri
experience_exercise	Exercice

need_name_nothing	Aucun
need_name_bladder	Petit besoin
need_name_bowels	Gros besoin
need_name_sleep	Sommeil
need_name_food	Nourriture
need_name_safety	Sécurité
need_name_hygiene	Hygiène
need_name_exercise	Exercice
need_name_family	Famille
need_name_recreation	Détente
need_name_comfort	Confort
need_name_environment	Environnement
need_name_privacy	Intimité
need_name_freedom	Liberté
need_name_clothing	Vêtements
need_name_drugs	Drogues
need_name_alcohol	Alcool
need_name_starving	Grosse faim
need_name_spirituality	Spiritualité
need_name_literacy	Littérature
need_name_babysleep	Sommeil [bébé]
need_name_babyplay	Jeu [bébé]
need_name_warmth	Chaleur
need_name_staffbladder	Vessie
need_name_staffbowels	Intestins
need_name_stafffood	Nourriture
need_name_staffsafety	Sécurité
need_name_staffrecreation	Récréation
need_name_staffcomfort	Confort
need_name_staffenvironment	Environnement
need_name_staffrest	Repos
need_name_staffwarmth	Chaleur
need_name_luxuries	Produits de luxe
needs_locked	(Un psychologue est nécessaire pour voir les besoins des prisonniers)
needs_title	=[Besoins]=

needs_total_prisoners	*X prisonniers ont ce besoin
needs_total_concerned	*X prisonniers sont inquiets au sujet de ce besoin
needs_total_desperate	*X prisonniers ont un besoin désespéré de ceci
needs_total_angry	*X prisonniers sont furieux de ne pas pouvoir répondre à ce besoin
needs_total_active	*X prisonniers répondent actuellement à ce besoin

needs_total_staff	*X membres du personnel ont ce besoin
needs_total_concerned_staff	*X membres du personnel sont inquiets au sujet de ce besoin
needs_total_desperate_staff	*X membres du personnel souhaitent désespérément que ce besoin soit satisfait
needs_total_angry_staff	*X membres du personnel sont furieux de ne pas pouvoir répondre à ce besoin
needs_total_active_staff	*X membres du personnel s'occupent actuellement de ce besoin

needs_help_bladder	Tout le monde a besoin d'aller aux toilettes, même les prisonniers. N'oubliez pas que l'organisation de votre prison est souvent très stricte. Les prisonniers ne peuvent pas aller aux toilettes dans leur cellule s'ils sont censés être dans la salle de douche.
needs_help_bowels	Tout le monde a besoin d'aller aux toilettes, même les prisonniers. N'oubliez pas que l'organisation de votre prison est souvent très stricte. Les prisonniers ne peuvent pas aller aux toilettes dans leur cellule s'ils sont censés être dans la salle de douche.
needs_help_sleep	Les prisonniers ont besoin de dormir. Les prisonniers ne pourront dormir que dans leurs cellules et uniquement entre 20 h et 8 h du matin. Bien entendu, ils ont également besoin d'un lit.
needs_help_food	Tout le monde a besoin de manger, et la plupart des gens doivent manger plus d'une fois par jour. Si vous réalisez que vos cuisines ont du mal à tenir la cadence, essayez d'engager plus de cuisiniers ou d'ajouter des gazinières. Vous pouvez également modifier vos politiques d'alimentation dans l'onglet Politiques de votre fenêtre de Rapports.
needs_help_safety	Même en prison, vos prisonniers veulent se sentir en sécurité. S'il y a beaucoup de combats dans votre prison ou si le niveau de danger général est haut, les prisonniers se sentiront moins en sécurité et pourraient envisager de faire l'acquisition d'armes. Si ceci devient un problème, tentez d'augmenter la sécurité dans l'ensemble de votre prison en engageant plus de gardes et en créant plus de patrouilles, ou en étudiant les autres besoins de vos prisonniers.
needs_help_hygiene	La plupart des prisonniers voudront se laver régulièrement, en particulier le matin après s'être levé. L'organisation des douches forcera les prisonniers qui n'ont pas de douche personnelle à utiliser la salle de douche la plus proche. Si cela devient un problème, envisagez d'agrandir vos installations de douche ou de donner plus de temps libre à vos prisonniers afin qu'ils puissent se laver comme ils le souhaitent.
needs_help_environment	Les prisonniers détestent vivre dans la crasse, et lorsque beaucoup de prisonniers vivent ensemble, tout se salit très vite. Engagez des concierges ou mettez vos prisonniers au travail dans un placard à balais pour garder le contrôle.
needs_help_privacy	Parfois, les prisonniers veulent avoir du temps pour eux. Ils peuvent passer du temps dans leurs cellules pour cela, mais s'ils vivent dans un dortoir avec beaucoup de prisonniers, ils n'auront pas beaucoup d'intimité.
needs_help_clothing	Les prisonniers vont vouloir porter des vêtements propres de temps en temps, même si c'est juste une combinaison unicolore. Ajouter une buanderie à votre prison et engager des concierges ou mettre vos prisonniers au travail vous aidera à faire de ce rêve une réalité.
needs_help_drugs	De nombreux prisonniers ont des problèmes d'addiction. C'est peut-être même la raison pour laquelle ils sont en prison. Vous pouvez traiter ce problème en lançant un programme de traitement des addictions dans votre infirmerie.
needs_help_alcohol	De nombreux prisonniers souffrent de l'alcoolisme et feront tout ce qu'ils peuvent pour avoir de l'alcool. Vous pouvez tenter de résoudre ce problème en organisant des sessions de thérapie de groupe contre l'alcoolisme.
needs_help_spirituality	De nombreux prisonniers ont des croyances religieuses. Vous pouvez permettre la pratique religieuse de vos prisonniers en ajoutant des bancs et des tapis de prière à votre prison, mais la construction d'une chapelle et l'organisation de programmes de conseil spirituel offrira les meilleurs résultats et vous aidera généralement à calmer vos prisonniers.
needs_help_warmth	Personne ne veut avoir froid tout le temps, mais la nature s'en fiche. Vous pouvez ajouter des radiateurs à votre prison afin que vos bâtiments restent assez chauds pour que la température ne soit pas un problème.
needs_help_babysleep	Les bébés ont besoin de dormir plus que les prisonniers normaux. Si l'un de vos prisonniers a un bébé, assurez-vous d'avoir des berceaux disponibles afin que le bébé puisse dormir autant qu'il en a besoin.
needs_help_babyplay	Les bébés ont besoin de stimulation et de divertissement. Si l'un de vos prisonniers a un bébé, assurez-vous d'avoir des tapis de jeu dans une zone accessible.

needs_help_staffbladder	Même votre personnel a parfois besoin d'aller aux toilettes. Il le fera lors de sa pause.
needs_help_staffbowels	Même votre personnel a parfois besoin d'aller aux toilettes. Il le fera lors de sa pause.
needs_help_stafffood	Le personnel a besoin de manger et le fera dans des cantines ou des salles réservées au personnel. De la nourriture sera livrée à votre personnel pour qu'il n'ait pas besoin de manger la même chose que les prisonniers.
needs_help_staffsafety	Même s'ils travaillent en prison, les membres de votre personnel ont le droit à la sécurité. Le haut niveau de danger et les bagarres régulières donneront à votre personnel le sentiment de ne pas être en sécurité, même si vous pouvez lutter contre ce sentiment en équipant mieux vos gardes.
needs_help_staffrecreation	Votre personnel passe beaucoup de temps dans la prison et aura besoin de divertissements de temps à autre. Installer des télévisions ou une radio dans la salle du personnel est un moyen de répondre à ce besoin.
needs_help_staffcomfort	La plupart de votre personnel reste debout toute la journée, et il aura besoin de se détendre de temps à autres. Il peut être intéressant de lui donner un endroit calme où s'asseoir pendant les pauses.
needs_help_staffenvironment	Le personnel ne veut pas travailler dans une prison désordonnée, et les prisonniers ne voudront pas y vivre non plus. Nettoyer régulièrement la prison empêchera le désordre de s'installer.
needs_help_staffrest	Le personnel doit prendre des pauses durant la journée pour récupérer de l'énergie. Il préfère se reposer dans une salle réservée au personnel meublée de canapés confortables.

reputation_title	Réputation
reputation_hidden	(Réputation inconnue)
reputation_hidden_short	???

reputation_legendary	--LÉGENDAIRE--
reputation_strong	Fort
reputation_tough	Résistant
reputation_volatile	Instable
reputation_snitch	Balance
reputation_deadly	Mortel
reputation_stoical	Stoïque
reputation_fearless	Impavide
reputation_exlaw	Ex-agent de la loi
reputation_copkiller	Tueur de flic
reputation_quick	Rapide
reputation_instigator	Instigateur
reputation_fighter	Habile bagarreur
reputation_gangmember	Membre de gang
reputation_federalwitness	Témoin fédéral
reputation_preacher	Prêcheur
reputation_connected	Connecté
reputation_workaholic	Mordu de travail
reputation_clean	Propre
reputation_pickpocket	Voleur à la tire
reputation_copycat	Voleur d'identité
reputation_dangerous	Dangereux
reputation_escapeartist	Spécialiste de l'évasion

reputation_strong_high	Extrêmement fort
reputation_tough_high	Extrêmement résistant
reputation_volatile_high	Extrêmement instable
reputation_deadly_high	Extrêmement mortel
reputation_exlaw_high	Ex-gardien de prison
reputation_quick_high	Extrêmement rapide
reputation_fighter_high	Très habile bagarreur
reputation_connected_high	Bien connecté
reputation_dangerous_high	Très dangereux

reputation_legendary_high	--LÉGENDAIRE--
reputation_snitch_high	Balance
reputation_stoical_high	Stoïque
reputation_fearless_high	Impavide
reputation_copkiller_high	Tueur de flic
reputation_instigator_high	Instigateur
reputation_gangmember_high	Membre de gang
reputation_federalwitness_high	Témoin fédéral
reputation_preacher_high	Prêcheur
reputation_workaholic_high	Mordu de travail
reputation_clean_high	Propre
reputation_pickpocket_high	Voleur à la tire
reputation_copycat_high	Voleur d'identité
reputation_escapeartist_high	Spécialiste de l'évasion

reputationtooltip_legendary	Ce-tte prisonnier/ère est une légende dans le milieu du crime et possède de nombreuses compétences qui en font un individu très dangereux.
reputationtooltip_strong	Ce prisonnier est redoutable de ses poings au combat.
reputationtooltip_tough	Ce-tte prisonnier/ère peut encaisser beaucoup plus de dégâts en combat. Il/Elle peut même parfois résister à un tir de Tazer.
reputationtooltip_volatile	Ce prisonnier est capable de démarrer un esclandre sans raison ni signe préalable.
reputationtooltip_stoical	Ce-tte prisonnier/ère ne sera pas calmé-e par l'isolement cellulaire. Il/Elle s'en fiche.
reputationtooltip_snitch	Ce-tte prisonnier/ère est un-e informateur/trice connu-e, et sa vie pourrait être en danger. Ne le/la laissez pas trop longtemps seul-e avec d'autres prisonniers.
reputationtooltip_deadly	Ce prisonnier est un maître en attaques mortelles, et peut parfois tuer une cible en un seul coup.
reputationtooltip_exlaw	Ce-tte prisonnier/ère travaillait dans la police ou avec les forces de l'ordre. Sa vie pourrait être en danger.
reputationtooltip_copkiller	Ce-tte prisonnier/ère est coupable d'avoir tué un policier. Vos gardes pourraient ne pas avoir la force de se retenir lorsqu'ils seront confronté-e-s à lui/elle.
reputationtooltip_fearless	La vue de gardiens armés n'impressionne pas ce prisonnier, et il est peu probable qu'il se rende lors d'un combat.
reputationtooltip_quick	Ce prisonnier court exceptionnellement vite.
reputationtooltip_instigator	Ce prisonnier sème le mécontentement partout autour de lui. Quand il crée des ennuis, les prisonniers à proximité se sentent obligés de l'imiter.
reputationtooltip_fighter	Ce-tte prisonnier/ère est très doué-e en défense. Il/Elle sait désarmer ses adversaires ou même dérober leurs armes durant un combat.
reputationtooltip_gangmember	Ce-tte prisonnier/ère fait partie d'un gang. Il/Elle défendra ses camarades et haïra les gangs rivaux.
reputationtooltip_federalwitness	Ce prisonnier est un témoin dans une importante affaire. Un gang ou un chef mafieux veulent sa mort.
reputationtooltip_preacher	Ce prisonnier est extrêmement charismatique et est capable de convertir d'autres à sa religion, ce qui leur donne le besoin de spiritualité.
reputationtooltip_connected	Ce prisonnier a des connexions partout, dans les prisons et hors de la prison. Il peut également se procurer mystérieusement des produits de contrebande.
reputationtooltip_workaholic	Ce prisonnier se sent obligé de travailler et ne s'arrêtera pas tant qu'il reste quelque chose à faire, sans se préoccuper du régime ni même de ses besoins les plus élémentaires.
reputationtooltip_clean	Ce prisonnier est un maniaque de la propreté, et son besoin d'hygiène augmente beaucoup plus rapidement.
reputationtooltip_copycat	Ce prisonnier peut copier les comportements et les actions des prisonniers aux alentours, en dupliquant leur réputation.
reputationtooltip_dangerous	Ce prisonnier porte préjudice à ceux qui le côtoient. Comment ? Pourquoi ? Personne ne le sait.
reputationtooltip_escapeartist	Ce prisonnier est un spécialiste de l'évasion, on peut dire que c'est son hobby. Il essaie constamment de voler des clefs et de s'enfuir.

# =============================================================================
# Nameplate status
# =============================================================================

nameplate_working	Travaille
nameplate_stationed	En poste
nameplate_patrolling	En patrouille
nameplate_resting	Au repos
nameplate_tired	Fatigué
nameplate_injured	Blessé
nameplate_unconscious	Inconscient
nameplate_dead	MORT
nameplate_released	LIBÉRÉ
nameplate_researching	Recherche
nameplate_overdose	FAIT UNE OVERDOSE
nameplate_starving	AFFAMÉ
nameplate_wounded	SAIGNE


# =============================================================================
# Objectives, Grants
# =============================================================================

objective_feedallprisoners	Nourrir tous les prisonniers
objective_caption_prisoners	Prisonniers
objective_caption_meals	Repas
objective_readceosletter	Lire la lettre du PDG
objective_actionrequired	Rapports d'incidents

objective_deathrowinmates	Statut des condamnés à mort

objective_prisonerintake	Admission des prisonniers
objective_intake_arrivals	*X prisonniers à *Y
objective_intake_closed	Aucune nouvelle admission
objective_intake_closed2	(Voir le rapport des prisonniers)
objective_intake_closed3	(Voir le rapport d'admission)
objective_intake_specials	Transferts spéciaux :
objective_intake_categories	Catégories :
objective_intake_minsec	Basse,
objective_intake_medsec	Moyenne,
objective_intake_maxsec	Haute
objective_intake_deathrow	Couloir de la mort
objective_intake_typeclosed	Fermé
objective_intake_typefillcapacity	Remplir
objective_intake_typetotalprisoners	Remplir jusqu'à *X
objective_intake_typenumperday	*X par jour
objective_intake_typeallavailable	Tous ceux qui sont disponibles
objective_intake_closedstrike	Admissions non disponible durant les grèves du personnel.

objective_firstgrant	Acceptez votre première subvention
objective_firstgrant_description	Acceptez votre première subvention en ouvrant la fenêtre de rapports (appuyez sur le bouton en bas à droite de l'écran), en sélectionnant l'onglet Subventions et en choisissant l'une des subventions disponibles.

objective_builddeliveriesroom	Installer une zone de livraisons

objective_outgoing	Prisonniers devant être libérés
objective_outgoing_count	*X doivent bientôt être libérés
objective_outgoing_timer	(*X heures)

objective_visitors	Visiteurs (08h - 20h)
objective_visitors_waiting	*X familles attendent de rendre visite
objective_visitors_onsite	*X visiteurs, en *Y groupes

objective_staffexhausted	Personnel épuisé
objective_reststaff_exhausted	*X employés sont épuisés.
objective_reststaff_resting	(*X se reposent)
objective_reststaff_needstaffroom	Construisez une salle du personnel.

objective_punishment_solitary	*X sont en isolement
objective_punishment_solitary_queue	*X attendent d'être en isolement
objective_punishment_solitary_mix	*X sont en isolement (*Y en attente)
objective_punishment_lockdown	*X sont en confinement
objective_incident_medical	*X nécessitent une attention médicale
objective_incident_dead	*X cadavres

objective_prisonerparole	Libération conditionnelle des prisonniers
objective_parole_count	*X demandent la conditionnelle

objective_payment_receivedfull	Paiement : *X reçus
objective_payment_receivedpart	Paiement : *X reçus sur *Y

objective_grant_bootstraps	Centre de détention de base
objective_grant_bootstraps_description	Transformez un champ désert en prison. Ce contrat public vous octroie les fonds nécessaires à la construction des installations de base pour vos tout premiers prisonniers.
objective_grant_bootstraps_holdingcell	Construire une cellule d'attente
objective_grant_bootstraps_shower	Construire une douche
objective_grant_bootstraps_yard	Construire une cour
objective_grant_bootstraps_kitchen	Construire une cuisine
objective_grant_bootstraps_canteen	Construire une cantine
objective_grant_bootstraps_guard	Engager au moins deux gardiens
objective_grant_bootstraps_chef	Engager au moins deux cuisiniers

objective_grant_administration	Centre administratif
objective_grant_administration_description	Toutes les prisons ont besoin d'une zone administrative pour que les choses se déroulent correctement, et pour qu'une équipe soit responsable de sa bonne conduite. Ce contrat couvre un directeur et une comptable ainsi que leurs bureaux, qui vous donneront à leur tour accès au système de subventions fédérales complet.
objective_grant_administration_offices	Construire deux bureaux
objective_grant_administration_warden	Engager un directeur
objective_grant_administration_accountant_research	Déverrouiller Finances dans Administration
objective_grant_administration_accountant	Engager une comptable

objective_grant_firstcellblock	Bloc de cellules A
objective_grant_firstcellblock_description	Les bases sont en place. Construisez votre premier bloc de cellules à présent, et transférez les prisonniers dans leurs cellules propres.
objective_grant_firstcellblock_cells	Augmenter votre capacité d'admission à 15

objective_grant_health	Santé et bien-être des détenus
objective_grant_health_description	Nous accordons une très grande importance à la santé physique et mentale de nos détenus. Cette subvention a pour objectif de faciliter la construction d'un service médical de pointe, et d'engager des médecins et un psychologue pour s'occuper des besoins en santé de nos prisonniers.
objective_grant_health_ward	Construire une infirmerie
objective_grant_health_doctors	Engager au moins deux médecins
objective_grant_health_psychologist	Engager un psychologue (nécessite un bureau)

objective_grant_bailout	Renflouement gouvernemental
objective_grant_bailout_description	Le gouvernement est profondément insatisfait de vos performances, mais considère que votre prison est trop importante pour la fermer. Des fonds publics vont être dégagés pour empêcher sa faillite. Vous devez cependant équilibrer vos comptes. Disposez d’un flux de trésorerie positif (recettes quotidiennes supérieures aux dépenses), et remboursez vos dettes bancaires.
objective_grant_bailout_cashflow	Disposer d'un flux de trésorerie positif
objective_grant_bailout_debt	Rembourser vos dettes


objective_grant_maintenance	Entretien de la prison
objective_grant_maintenance_description	L'entretien général de la prison et de ses terrains est important pour la sécurité tant des employés que des détenus. Engagez le personnel nécessaire pour garder votre prison et en ordre.
objective_grant_maintenance_research_root	Déverrouiller Entretien dans Administration
objective_grant_maintenance_research_cleaning	Déverrouiller Entretien intérieur dans Administration
objective_grant_maintenance_research_groundskeeping	Déverrouiller Entretien extérieur dans Administration
objective_grant_maintenance_foreman	Engager un contremaître (nécessite un bureau)
objective_grant_maintenance_janitor	Engager au moins deux concierges
objective_grant_maintenance_gardener	Engager un jardinier

objective_grant_visitation	Droits de visite
objective_grant_visitation_description	Plusieurs autres établissements de la région sont poursuivis en justice pour avoir refusé leurs droits de visite aux prisonniers. Les investisseurs veulent éviter un scandale et offrent cette subvention pour s'assurer que la bonne infrastructure soit mise en place.
objective_grant_visitation_room	Construire un parloir
objective_grant_visitation_tables	Ajouter au moins trois tables de parloir
objective_grant_visitation_commonroom	Construire une salle commune
objective_grant_visitation_pooltable	Ajouter une table de billard
objective_grant_visitation_tv	Ajouter au moins deux télévisions
objective_grant_visitation_phones	Construire au moins cinq cabines téléphoniques

objective_grant_basicsecurity	Attestation de sécurité de base
objective_grant_basicsecurity_description	L'inexpérience du personnel de nombreuses prisons neuves est à l'origine d’importantes failles de sécurité. Assurez-vous qu'aucun incident grave ne vienne entacher notre dossier en améliorant le niveau de sécurité à un niveau acceptable.
objective_grant_basicsecurity_chief	Engager un chef de la sécurité (nécessite un bureau)
objective_grant_basicsecurity_guards	Engager dix gardiens
objective_grant_basicsecurity_patrols	Affecter trois gardiens à des patrouilles
objective_grant_basicsecurity_research	Déverrouiller Patrouilles dans Administration

objective_grant_enhancedsecurity	Niveau de sécurité gouvernemental
objective_grant_enhancedsecurity_description	Le gouvernement a des exigences bien précises en matière de sécurité pour les prisons d'une certaine taille, et inflige de lourdes amendes à celles qui ne les respectent pas. Faites en sorte que cela ne devienne pas un problème.
objective_grant_enhancedsecurity_armoury	Construire une armurerie
objective_grant_enhancedsecurity_kennel	Construire un chenil
objective_grant_enhancedsecurity_guards	Engager deux gardiens armés
objective_grant_enhancedsecurity_dogs	Engager deux maîtres-chiens
objective_grant_enhancedsecurity_patroldogs	Affecter deux maîtres-chiens à une patrouille de chiens
objective_grant_enhancedsecurity_patrolarmed	Affecter deux gardiens armés à une patrouille

objective_grant_advancedsecurity	Infrastructure de haute sécurité
objective_grant_advancedsecurity_description	Il peut être difficile de maintenir un bon niveau de sécurité pour de nombreux prisonniers, mais les conséquences de failles coûtent beaucoup plus cher que l'implémentation des bonnes mesures. Installez l'équipement nécessaire dans votre prison.
objective_grant_advancedsecurity_guards	Augmenter l'effectif de vos forces de sécurité
objective_grant_advancedsecurity_researchcctv	Déverrouiller Vidéosurveillance dans Administration
objective_grant_advancedsecurity_researchbodyarmour	Déverrouiller Gilet tactique dans Administration
objective_grant_advancedsecurity_researchtazers	Déverrouiller Tasers dans Administration
objective_grant_advancedsecurity_office	Construire une salle de surveillance
objective_grant_advancedsecurity_cctvmonitor	Construire un moniteur de télésurveillance
objective_grant_advancedsecurity_cctvcameras	Placer des caméras de télésurveillance dans votre prison

objective_grant_prisonerworkforce	Intégration et engagement
objective_grant_prisonerworkforce_description	Faire travailler vos détenus dans la prison est une bonne manière de les intégrer au milieu carcéral et d'effectuer des économies de salaires. Complétez la formation nécessaire et construisez les installations requises pour mettre vos prisonniers au travail.
objective_grant_prisonerworkforce_research	Déverrouiller Travail carcéral dans Administration
objective_grant_prisonerworkforce_cleaning	Construire une salle de nettoyage
objective_grant_prisonerworkforce_laundry	Construire une buanderie
objective_grant_prisonerworkforce_kitchenclass	Disposer de trois prisonniers participant au programme Salubrité et hygiène culinaire
objective_grant_prisonerworkforce_laundryassigned	Affecter trois prisonniers à la buanderie
objective_grant_prisonerworkforce_kitchenassigned	Affecter trois prisonniers à la cuisine
objective_grant_prisonerworkforce_cleaningassigned	Affecter trois prisonniers à la salle de nettoyage

objective_grant_educationreformprogram	La réhabilitation par l'éducation
objective_grant_educationreformprogram_description	Un important groupe d'action mène une importante expérience sur les effets de l'éducation sur les taux de récidive. Installez des salles de classe et commencez à éduquer vos prisonniers.
objective_grant_educationreformprogram_research	Déverrouiller Éducation dans Administration
objective_grant_educationreformprogram_classroom	Construire une salle de classe
objective_grant_educationreformprogram_desks	Construire vingt pupitres
objective_grant_educationreformprogram_foundationed	Disposer de dix prisonniers ayant réussi le programme Formation scolaire pour débutant
objective_grant_educationreformprogram_generaled	Disposer d'un prisonniers ayant réussi le programme Formation scolaire générale

objective_grant_prisonlabour	Capacité de production carcérale
objective_grant_prisonlabour_description	Les investisseurs veulent que vous amélioriez la profitabilité de votre prison et sont prêts à injecter des fonds pour vous aider à construire des ateliers et à transformer vos prisonniers en main d’œuvre rentable.
objective_grant_prisonlabour_workshop	Construire un atelier
objective_grant_prisonlabour_saw	Construire deux scies d'atelier
objective_grant_prisonlabour_press	Construire deux presses d'atelier
objective_grant_prisonlabour_reform	Disposer de cinq prisonniers ayant réussi le programme Sûreté et sécurité à l'atelier pour débutant
objective_grant_prisonlabour_plates	Produire 30 plaques d'immatriculation

objective_grant_furnituremanufacturing	Programme d'apprentissage à la menuiserie
objective_grant_furnituremanufacturing_description	Des cours de menuiserie permettront à vos prisonniers de produire dans vos ateliers des meubles de haute qualité que vous pourrez ensuite revendre. Cette expérience pourra également leur être très utile à leur libération.
objective_grant_furnituremanufacturing_forestry	Construire une foresterie
objective_grant_furnituremanufacturing_table	Construire deux établis de menuisier
objective_grant_furnituremanufacturing_reform	Disposer de deux prisonniers ayant réussi le programme Apprentissage de la menuiserie
objective_grant_furnituremanufacturing_bed	Produire 10 excellents lits

objective_grant_reducestaffstress	Bien-être du personnel
objective_grant_reducestaffstress_description	Des syndicats d'employés de prison ont reçu de nombreuses plaintes de personnel surchargé et surmené, au point que de graves erreurs ont été commises. Faites en sorte que de tels problèmes ne surviennent pas chez vous.
objective_grant_reducestaffstress_staffroom	Construire une salle du personnel
objective_grant_reducestaffstress_freeguards	Disposer d'au moins cinq gardiens sans tâche assignée
objective_grant_reducestaffstress_restedstaff	S'assurer qu'aucun de vos employés n'est épuisé

objective_grant_shortterminvestment	Investissement à court terme
objective_grant_shortterminvestment_description	Placez de l'argent dans un fond d'investissement à court terme qui génèrera en fin de compte un rendement raisonnable sur la somme initiale.
objective_grant_shortterminvestment_wait	Attendre les fonds...

objective_grant_longterminvestment	Investissement à long terme
objective_grant_longterminvestment_description	Placez de l'argent dans un fond d'investissement à long terme qui génèrera en fin de compte un rendement élevé sur la somme initiale.
objective_grant_longterminvestment_wait	Attendre les fonds...

objective_grant_cellblock50	Bloc de cellules B
objective_grant_cellblock50_description	Il est temps d'agrandir votre prison au-delà d'un établissement de détention sommaire.
objective_grant_cellblock50_cells	Augmenter votre capacité d'admission à 50

objective_grant_cellblock100	Bloc de cellules C
objective_grant_cellblock100_description	Faites bon usage de votre terrain en continuant à agrandir votre prison.
objective_grant_cellblock100_cells	Augmenter votre capacité d'admission à 100

objective_grant_cellblock200	Bloc de cellules D
objective_grant_cellblock200_description	Davantage de prisonniers signifie davantage de financement public. Augmentez votre capacité d'admission pour en tirer parti.
objective_grant_cellblock200_cells	Augmenter votre capacité d'admission à 200

objective_grant_cellblock500	Bloc de cellules E
objective_grant_cellblock500_description	Le gouvernement offre de très importants avantages financiers aux prisons les plus grandes. Il est temps de travailler à cet objectif.
objective_grant_cellblock500_cells	Augmenter votre capacité d'admission à 500

objective_grant_nutritionresearch	Étude sur l'alimentation carcérale
objective_grant_nutritionresearch_description	Un groupe d'études indépendant propose de l'argent aux participants d'un test visant à déterminer les effets de différents régimes alimentaires sur les prisonniers.
